Strain : Tensile strain (Extension) gauge length,100,mm,,,,
,,,,,,
Time,Extension,Load,,,,
(s),(mm),(N),Low Start,Low End,High Start,High End
57.989,0.16268,0.0452,,,,
58.089,0.06904,0.02805,,,,
58.164,-0.00007,0.01354,,,,
58.165,-0.00099,0.0131,,,,
58.166,-0.00191,0.01267,,,,
58.266,0.01624,0.02791,,,,
58.366,0.11502,0.05755,,,,
58.466,0.2084,0.10308,,,,
58.566,0.30127,0.23525,,,,
58.666,0.39404,0.58016,,,,
58.766,0.48684,1.47044,,,,
58.866,0.57949,3.43391,,,,
58.966,0.67225,6.95723,,,,
59.063,0.76217,11.97326,,,,
59.141,0.83431,17.03812,,,,
59.207,0.89587,22.10497,,,,
59.242,0.9283,25.0429,,,,
59.243,0.92922,25.12886,,,,
59.244,0.93014,25.21494,,,,
59.344,0.91081,21.47997,,,,
59.39,0.86397,16.43333,,,,
59.453,0.80429,11.41087,,,,
59.544,0.71955,6.37656,,,,
59.644,0.62636,2.99189,,,,
59.744,0.53394,1.22691,,,,
59.844,0.44081,0.46381,,,,
59.944,0.34844,0.17497,,,,
60.044,0.25522,0.07896,,,,
60.144,0.16326,0.03638,,,,
60.244,0.06967,0.02414,,,,
60.32,-0.00038,0.01604,,,,
60.321,-0.0013,0.01613,,,,
60.322,-0.00222,0.01622,,,,
60.422,0.01583,0.03761,,,,
60.522,0.11466,0.0545,,,,
60.622,0.20807,0.10267,,,,
60.722,0.30091,0.22808,,,,
60.822,0.3937,0.56992,,,,
60.922,0.48647,1.45082,,,,
61.022,0.57915,3.3977,,,,
61.122,0.67191,6.89833,,,,
61.22,0.76276,11.95336,,,,
61.298,0.83487,17.01929,,,,
61.364,0.89647,22.09232,,,,
61.398,0.92796,24.94707,,,,
61.399,0.92888,25.03333,,,,
61.4,0.92981,25.11977,,,,
61.5,0.91053,21.39436,,,,
61.546,0.86366,16.35635,,,,
61.609,0.80397,11.34642,,,,
61.7,0.71923,6.32915,,,,
61.8,0.62605,2.95828,,,,
61.9,0.53362,1.21973,,,,
62,0.44049,0.45033,,,,
62.1,0.34814,0.17873,,,,
62.2,0.2549,0.08025,,,,
62.3,0.16293,0.0445,,,,
62.4,0.06934,0.02488,,,,
62.476,-0.00069,0.0099,,,,
62.477,-0.00161,0.00963,,,,
62.478,-0.00253,0.00939,,,,
62.578,0.01558,0.03302,,,,
62.678,0.11434,0.04883,,,,
62.778,0.20775,0.10155,,,,
62.878,0.3006,0.22927,,,,
62.978,0.39337,0.56673,,,,
63.078,0.48615,1.41893,,,,
63.178,0.57884,3.35843,,,,
63.278,0.67159,6.84534,,,,
63.376,0.76245,11.88825,,,,
63.454,0.83454,16.93196,,,,
63.52,0.89616,21.99776,,,,
63.554,0.92766,24.84759,,,,
63.555,0.92859,24.93373,,,,
63.556,0.92951,25.01995,,,,
63.656,0.91021,21.30938,,,,
63.702,0.86332,16.26946,,,,
63.766,0.80269,11.20537,,,,
63.858,0.71703,6.18702,,,,
63.958,0.62384,2.87734,,,,
64.058,0.53143,1.17188,,,,
64.158,0.43828,0.44199,,,,
64.258,0.34592,0.16949,,,,
64.358,0.25272,0.07824,,,,
64.458,0.16072,0.04265,,,,
64.558,0.06719,0.01969,,,,
64.631,-0.00013,0.01129,,,,
64.632,-0.00105,0.01122,,,,
64.633,-0.00198,0.01122,,,,
64.733,0.01607,0.02771,,,,
64.833,0.11493,0.05301,,,,
64.933,0.20831,0.09639,,,,
65.033,0.30118,0.22379,,,,
65.133,0.39388,0.56026,,,,
65.233,0.48671,1.41778,,,,
65.333,0.5794,3.33991,,,,
65.433,0.67214,6.81545,,,,
65.531,0.76301,11.86752,,,,
65.609,0.83507,16.91334,,,,
65.675,0.89675,21.98844,,,,
65.709,0.92824,24.83563,,,,
65.71,0.92916,24.92143,,,,
65.711,0.93008,25.00728,,,,
65.811,0.91073,21.28329,,,,
65.857,0.86389,16.251,,,,
65.921,0.80328,11.19032,,,,
66.013,0.7176,6.1805,,,,
66.113,0.6244,2.86975,,,,
66.213,0.53199,1.17223,,,,
66.313,0.43884,0.43681,,,,
66.413,0.34649,0.16574,,,,
66.513,0.25328,0.07285,,,,
66.613,0.16117,0.04508,,,,
66.713,0.06784,0.0209,,,,
66.787,-0.00047,0.00409,,,,
66.788,-0.00139,0.00357,,,,
66.789,-0.00232,0.003,,,,
66.889,0.01563,0.03109,,,,
66.989,0.11453,0.05222,,,,
67.089,0.20792,0.09813,,,,
67.189,0.30079,0.21761,,,,
67.289,0.3935,0.54833,,,,
67.389,0.48629,1.39232,,,,
67.489,0.57899,3.29556,,,,
67.589,0.67172,6.75028,,,,
67.687,0.76261,11.78498,,,,
67.765,0.83467,16.80957,,,,
67.831,0.89635,21.88973,,,,
67.865,0.92785,24.7342,,,,
67.866,0.92878,24.82011,,,,
67.867,0.9297,24.90612,,,,
67.967,0.91044,21.19881,,,,
68.013,0.86353,16.17135,,,,
68.077,0.80287,11.12279,,,,
68.17,0.71626,6.0832,,,,
68.27,0.62307,2.80279,,,,
68.37,0.53069,1.14694,,,,
68.47,0.43751,0.42982,,,,
68.57,0.34518,0.15973,,,,
68.67,0.25198,0.06653,,,,
68.77,0.1599,0.04362,,,,
68.87,0.06649,0.02234,,,,
68.943,-0.00086,0.01501,,,,
68.944,-0.00178,0.01433,,,,
68.945,-0.0027,0.01365,,,,
69.045,0.0151,0.03454,,,,
69.145,0.11411,0.04878,,,,
69.245,0.20749,0.0998,,,,
69.345,0.30037,0.22262,,,,
69.445,0.39308,0.54281,,,,
69.545,0.48587,1.3709,,,,
69.645,0.57855,3.24891,,,,
69.745,0.67131,6.69271,,,,
69.843,0.76218,11.708,,,,
69.921,0.83423,16.71793,,,,
69.987,0.89594,21.78805,,,,
70.022,0.92835,24.71197,,,,
70.023,0.92927,24.79747,,,,
70.024,0.93019,24.88318,,,,
70.124,0.91082,21.17001,,,,
70.17,0.86398,16.15056,,,,
70.234,0.80335,11.10343,,,,
70.326,0.71767,6.10259,,,,
70.426,0.62448,2.81931,,,,
70.526,0.53206,1.14297,,,,
70.626,0.43892,0.42561,,,,
70.726,0.34658,0.16036,,,,
70.826,0.25338,0.07686,,,,
70.926,0.16134,0.03701,,,,
71.026,0.06791,0.01783,,,,
71.1,-0.0004,0.01404,,,,
71.101,-0.00132,0.01383,,,,
71.102,-0.00224,0.01358,,,,
71.202,0.01554,0.03057,,,,
71.302,0.1146,0.05458,,,,
71.402,0.20795,0.09427,,,,
71.502,0.30084,0.21374,,,,
71.602,0.39353,0.53925,,,,
71.702,0.48635,1.36409,,,,
71.802,0.57902,3.236,,,,
71.902,0.67181,6.67672,,,,
72,0.76265,11.67887,,,,
72.078,0.83471,16.70862,,,,
72.144,0.89643,21.77314,,,,
72.178,0.92789,24.60585,,,,
72.179,0.92881,24.69132,,,,
72.18,0.92973,24.77687,,,,
72.28,0.91054,21.09471,,,,
72.326,0.86358,16.06827,,,,
72.39,0.80293,11.03241,,,,
72.483,0.71632,6.01271,,,,
72.583,0.62316,2.76671,,,,
72.683,0.53072,1.12019,,,,
72.783,0.43755,0.42821,,,,
72.883,0.34524,0.1582,,,,
72.983,0.25204,0.06554,,,,
73.083,0.15992,0.03479,,,,
73.183,0.06659,0.01919,,,,
73.256,-0.00082,0.02219,,,,
73.257,-0.00174,0.02222,,,,
73.258,-0.00267,0.0222,,,,
73.358,0.01513,0.03069,,,,
73.458,0.11415,0.05219,,,,
73.558,0.20752,0.10364,,,,
73.658,0.30039,0.21902,,,,
73.758,0.3931,0.5226,,,,
73.858,0.4859,1.34825,,,,
73.958,0.57856,3.2037,,,,
74.058,0.67138,6.62273,,,,
74.157,0.76312,11.66078,,,,
74.235,0.83519,16.6955,,,,
74.301,0.89692,21.75444,,,,
74.335,0.92839,24.59076,,,,
74.336,0.9293,24.67596,,,,
74.337,0.93022,24.76123,,,,
74.437,0.91095,21.07226,,,,
74.483,0.86403,16.04951,,,,
74.547,0.80339,11.01412,,,,
74.64,0.71678,5.99738,,,,
74.74,0.62362,2.75606,,,,
74.84,0.53119,1.11311,,,,
74.94,0.43803,0.40709,,,,
75.04,0.34571,0.16069,,,,
75.14,0.25249,0.07406,,,,
75.24,0.16031,0.04162,,,,
75.34,0.06709,0.01033,,,,
75.413,-0.00034,0.01516,,,,
75.414,-0.00126,0.01501,,,,
75.415,-0.00218,0.01482,,,,
75.515,0.01566,0.02602,,,,
75.615,0.11466,0.05465,,,,
75.715,0.20801,0.09454,,,,
75.815,0.30089,0.2105,,,,
75.915,0.3936,0.52405,,,,
76.015,0.4864,1.33666,,,,
76.115,0.57906,3.19555,,,,
76.215,0.67186,6.60772,,,,
76.314,0.7636,11.64161,,,,
76.392,0.83571,16.67078,,,,
76.458,0.89741,21.74811,,,,
76.491,0.92795,24.49073,,,,
76.492,0.92887,24.57619,,,,
76.493,0.92979,24.66184,,,,
76.593,0.91049,20.97695,,,,
76.64,0.86265,15.88925,,,,
76.704,0.80205,10.88639,,,,
76.798,0.71449,5.86931,,,,
76.898,0.62136,2.67651,,,,
76.998,0.52892,1.0727,,,,
77.098,0.43577,0.40133,,,,
77.198,0.34342,0.15341,,,,
77.298,0.25024,0.06977,,,,
77.398,0.15805,0.04109,,,,
77.498,0.0648,0.02554,,,,
77.569,-0.00076,0.01475,,,,
77.57,-0.00168,0.01444,,,,
77.571,-0.0026,0.01403,,,,
77.671,0.01511,0.03624,,,,
77.771,0.11421,0.04904,,,,
77.871,0.20759,0.08907,,,,
77.971,0.30046,0.21004,,,,
78.071,0.39318,0.5167,,,,
78.171,0.48593,1.31942,,,,
78.271,0.57864,3.16283,,,,
78.371,0.67141,6.54897,,,,
78.47,0.76318,11.57304,,,,
78.548,0.83526,16.59009,,,,
78.614,0.89698,21.63907,,,,
78.647,0.92752,24.39254,,,,
78.648,0.92844,24.47796,,,,
78.649,0.92936,24.56343,,,,
78.749,0.91025,20.911,,,,
78.795,0.86321,15.89745,,,,
78.859,0.80258,10.87891,,,,
78.953,0.71501,5.8628,,,,
79.053,0.62185,2.67832,,,,
79.153,0.52943,1.07312,,,,
79.253,0.43628,0.40178,,,,
79.353,0.34395,0.15696,,,,
79.453,0.25074,0.07021,,,,
79.553,0.1585,0.03378,,,,
79.653,0.06534,0.02436,,,,
79.724,-0.00025,0.01504,,,,
79.725,-0.00117,0.01486,,,,
79.726,-0.00209,0.01468,,,,
79.826,0.01558,0.03489,,,,
79.926,0.11471,0.05034,,,,
80.026,0.2081,0.09206,,,,
80.126,0.30097,0.21181,,,,
80.226,0.39367,0.51625,,,,
80.326,0.48641,1.31458,,,,
80.426,0.57914,3.1511,,,,
80.526,0.67189,6.54161,,,,
80.625,0.76369,11.56723,,,,
80.703,0.83575,16.58134,,,,
80.769,0.89746,21.63381,,,,
80.802,0.92801,24.39098,,,,
80.803,0.92893,24.47611,,,,
80.804,0.92985,24.56131,,,,
80.904,0.91059,20.87965,,,,
80.951,0.86273,15.80067,,,,
81.016,0.8012,10.74893,,,,
81.111,0.71271,5.73405,,,,
81.211,0.61958,2.59695,,,,
81.311,0.52715,1.03969,,,,
81.411,0.43398,0.38651,,,,
81.511,0.34165,0.15603,,,,
81.611,0.24847,0.06925,,,,
81.711,0.15623,0.03036,,,,
81.811,0.06305,0.02619,,,,
81.88,-0.00067,0.0168,,,,
81.881,-0.00159,0.01637,,,,
81.882,-0.00251,0.01579,,,,
81.982,0.01528,0.028,,,,
82.082,0.11429,0.04868,,,,
82.182,0.2077,0.09449,,,,
82.282,0.30053,0.19751,,,,
82.382,0.39325,0.50569,,,,
82.482,0.48598,1.29673,,,,
82.582,0.57875,3.11594,,,,
82.682,0.67147,6.48153,,,,
82.781,0.76327,11.49422,,,,
82.859,0.83538,16.50919,,,,
82.925,0.89703,21.5398,,,,
82.958,0.92756,24.2856,,,,
82.959,0.92848,24.37065,,,,
82.96,0.9294,24.45578,,,,
83.06,0.91012,20.79603,,,,
83.107,0.86227,15.72373,,,,
83.172,0.80077,10.68389,,,,
83.267,0.71227,5.68072,,,,
83.367,0.61914,2.57938,,,,
83.467,0.52671,1.02302,,,,
83.567,0.43354,0.37753,,,,
83.667,0.34123,0.14946,,,,
83.767,0.24801,0.06184,,,,
83.867,0.15603,0.03539,,,,
83.967,0.06253,0.02719,,,,
84.035,-0.00022,0.01649,,,,
84.036,-0.00114,0.01582,,,,
84.037,-0.00206,0.01513,,,,
84.137,0.01561,0.03332,,,,
84.237,0.1147,0.05111,,,,
84.337,0.20815,0.09216,,,,
84.437,0.30097,0.20121,,,,
84.537,0.39365,0.50206,,,,
84.637,0.48645,1.28568,,,,
84.737,0.57919,3.09726,,,,
84.837,0.67191,6.45656,,,,
84.936,0.76372,11.48362,,,,
85.015,0.83668,16.54734,,,,
85.081,0.89841,21.62072,,,,
85.113,0.92803,24.28665,,,,
85.114,0.92895,24.37199,,,,
85.115,0.92987,24.45741,,,,
85.215,0.91064,20.7939,,,,
85.262,0.86275,15.70811,,,,
85.327,0.80121,10.66754,,,,
85.423,0.7118,5.63268,,,,
85.523,0.61868,2.54218,,,,
85.623,0.52623,1.00298,,,,
85.723,0.43305,0.36962,,,,
85.823,0.34073,0.13574,,,,
85.923,0.24755,0.06498,,,,
86.023,0.15533,0.03498,,,,
86.123,0.06216,0.01934,,,,
86.191,-0.00069,0.01036,,,,
86.192,-0.00161,0.0103,,,,
86.193,-0.00253,0.01021,,,,
86.293,0.01507,0.03757,,,,
86.393,0.11419,0.04991,,,,
86.493,0.20766,0.09362,,,,
86.593,0.30047,0.19935,,,,
86.693,0.39317,0.49763,,,,
86.793,0.48593,1.26759,,,,
86.893,0.57868,3.06401,,,,
86.993,0.67141,6.41551,,,,
87.093,0.76414,11.46529,,,,
87.171,0.83624,16.47012,,,,
87.237,0.89791,21.52386,,,,
87.27,0.92841,24.26464,,,,
87.271,0.92933,24.34939,,,,
87.272,0.93024,24.43429,,,,
87.372,0.91118,20.79324,,,,
87.419,0.86325,15.70209,,,,
87.484,0.80165,10.65057,,,,
87.58,0.71234,5.63399,,,,
87.68,0.619,2.53528,,,,
87.78,0.52667,1.00875,,,,
87.88,0.43353,0.37427,,,,
87.98,0.34119,0.14395,,,,
88.08,0.24803,0.06311,,,,
88.18,0.15592,0.0345,,,,
88.28,0.06257,0.02429,,,,
88.348,-0.00027,0.0186,,,,
88.349,-0.00119,0.01852,,,,
88.35,-0.00211,0.01835,,,,
88.45,0.01555,0.02065,,,,
88.55,0.11463,0.0482,,,,
88.65,0.20811,0.09885,,,,
88.75,0.30093,0.19272,,,,
88.85,0.39358,0.48846,,,,
88.95,0.4864,1.26321,,,,
89.05,0.57912,3.05684,,,,
89.15,0.67188,6.4032,,,,
89.25,0.76459,11.44728,,,,
89.328,0.83668,16.45378,,,,
89.394,0.89834,21.51205,,,,
89.426,0.92793,24.16455,,,,
89.427,0.92885,24.24923,,,,
89.428,0.92977,24.33406,,,,
89.528,0.91068,20.69963,,,,
89.575,0.86269,15.61147,,,,
89.64,0.80114,10.57914,,,,
89.737,0.71089,5.54305,,,,
89.837,0.61757,2.48796,,,,
89.937,0.52523,0.98834,,,,
90.037,0.43208,0.35572,,,,
90.137,0.33975,0.13666,,,,
90.237,0.2466,0.0651,,,,
90.337,0.15441,0.03158,,,,
90.437,0.06114,0.02175,,,,
90.504,-0.00079,0.01359,,,,
90.505,-0.00172,0.01343,,,,
90.506,-0.00264,0.01322,,,,
90.606,0.01494,0.02539,,,,
90.706,0.1141,0.04593,,,,
90.806,0.20756,0.09398,,,,
90.906,0.3004,0.19444,,,,
91.006,0.39307,0.48123,,,,
91.106,0.48588,1.24766,,,,
91.206,0.57859,3.02303,,,,
91.306,0.67136,6.34819,,,,
91.406,0.76404,11.37608,,,,
91.485,0.83706,16.43712,,,,
91.551,0.89874,21.49257,,,,
91.583,0.92832,24.15217,,,,
91.584,0.92924,24.23728,,,,
91.585,0.93016,24.3225,,,,
91.685,0.91108,20.68792,,,,
91.732,0.86316,15.61465,,,,
91.797,0.80156,10.57018,,,,
91.894,0.71129,5.53218,,,,
91.994,0.61804,2.4684,,,,
92.094,0.52567,0.97752,,,,
92.194,0.43253,0.36281,,,,
92.294,0.34019,0.1394,,,,
92.394,0.24702,0.05434,,,,
92.494,0.1548,0.03835,,,,
92.594,0.0616,0.02524,,,,
92.661,-0.00036,0.0125,,,,
92.662,-0.00128,0.01222,,,,
92.663,-0.0022,0.01187,,,,
92.763,0.01548,0.03558,,,,
92.863,0.11456,0.05396,,,,
92.963,0.20799,0.08809,,,,
93.063,0.30083,0.19777,,,,
93.163,0.39352,0.48048,,,,
93.263,0.48631,1.24883,,,,
93.363,0.57902,3.01027,,,,
93.463,0.67181,6.3283,,,,
93.563,0.76447,11.36965,,,,
93.642,0.83749,16.41864,,,,
93.708,0.89918,21.48914,,,,
93.739,0.92783,24.05499,,,,
93.74,0.92875,24.13979,,,,
93.741,0.92967,24.22471,,,,
93.841,0.91058,20.61069,,,,
93.888,0.86268,15.53232,,,,
93.953,0.80108,10.50922,,,,
94.05,0.7108,5.48337,,,,
94.15,0.61758,2.45125,,,,
94.25,0.52517,0.96837,,,,
94.35,0.43205,0.35467,,,,
94.45,0.3397,0.13569,,,,
94.55,0.24654,0.063,,,,
94.65,0.15433,0.03558,,,,
94.75,0.06112,0.02084,,,,
94.817,-0.00086,0.01452,,,,
94.818,-0.00178,0.01429,,,,
94.819,-0.00271,0.01406,,,,
94.919,0.01483,0.03048,,,,
95.019,0.11404,0.04882,,,,
95.119,0.20747,0.08942,,,,
95.219,0.3003,0.19275,,,,
95.319,0.39302,0.47319,,,,
95.419,0.4858,1.22348,,,,
95.519,0.5785,2.98253,,,,
95.619,0.67129,6.28305,,,,
95.719,0.76395,11.29144,,,,
95.798,0.83691,16.3301,,,,
95.864,0.89858,21.37819,,,,
95.896,0.92827,24.05517,,,,
95.897,0.92919,24.14056,,,,
95.898,0.93012,24.22599,,,,
95.998,0.91106,20.59189,,,,
96.045,0.86315,15.52922,,,,
96.11,0.80154,10.4981,,,,
96.207,0.71125,5.47926,,,,
96.307,0.6181,2.447,,,,
96.407,0.52565,0.96386,,,,
96.507,0.43251,0.34904,,,,
96.607,0.34017,0.13532,,,,
96.707,0.247,0.05534,,,,
96.807,0.15473,0.03159,,,,
96.907,0.06164,0.02046,,,,
96.974,-0.0004,0.01577,,,,
96.975,-0.00132,0.01509,,,,
96.976,-0.00224,0.01438,,,,
97.076,-0.01844,0.01753,,,,
97.176,0.02321,0.02658,,,,
97.276,0.06105,0.0298,,,,
97.376,0.09871,0.04893,,,,
97.476,0.13592,0.05268,,,,
97.576,0.17289,0.07042,,,,
97.676,0.2099,0.08653,,,,
97.776,0.24694,0.12315,,,,
97.876,0.28427,0.16485,,,,
97.976,0.32134,0.23258,,,,
98.076,0.35844,0.33143,,,,
98.176,0.39516,0.48626,,,,
98.184,0.3981,0.50131,,,,
98.185,0.39847,0.50325,,,,
98.186,0.39884,0.50519,,,,
98.196,0.40254,0.51909,,,,
98.206,0.40572,0.52837,,,,
98.216,0.40806,0.54349,,,,
98.226,0.40998,0.56134,,,,
98.236,0.41199,0.56333,,,,
98.246,0.41371,0.56992,,,,
98.256,0.41515,0.58474,,,,
98.266,0.41675,0.60509,,,,
98.276,0.41901,0.62094,,,,
98.286,0.4222,0.64397,,,,
98.296,0.42619,0.67488,,,,
98.306,0.43069,0.70686,,,,
98.316,0.43541,0.74372,,,,
98.326,0.44015,0.78179,,,,
98.336,0.4448,0.81785,,,,
98.346,0.44927,0.84843,,,,
98.356,0.45352,0.88367,,,,
98.366,0.45756,0.92205,,,,
98.376,0.46146,0.96194,,,,
98.386,0.46525,1.00331,,,,
98.396,0.46902,1.04427,,,,
98.406,0.47281,1.08193,,,,
98.416,0.47667,1.12297,,,,
98.426,0.48056,1.16764,,,,
98.436,0.48446,1.2136,,,,
98.446,0.4883,1.26153,,,,
98.456,0.49205,1.3126,,,,
98.466,0.49574,1.36006,,,,
98.476,0.49937,1.40721,,,,
98.486,0.50298,1.45841,,,,
98.496,0.50662,1.51287,,,,
98.506,0.51032,1.56985,,,,
98.516,0.51409,1.62979,,,,
98.526,0.51791,1.69097,,,,
98.536,0.52175,1.75259,,,,
98.546,0.52558,1.81888,,,,
98.556,0.52935,1.88355,,,,
98.566,0.53303,1.94751,,,,
98.576,0.53663,2.01637,,,,
98.586,0.54021,2.08607,,,,
98.596,0.54381,2.15787,,,,
98.606,0.54748,2.23663,,,,
98.616,0.55121,2.31667,,,,
98.626,0.55497,2.39855,,,,
98.636,0.55873,2.48504,,,,
98.646,0.56247,2.57263,,,,
98.656,0.56619,2.65816,,,,
98.666,0.56989,2.74469,,,,
98.676,0.57354,2.83393,,,,
98.686,0.57717,2.92594,,,,
98.696,0.58082,3.02729,,,,
98.706,0.58452,3.12966,,,,
98.716,0.58826,3.23318,,,,
98.726,0.59203,3.33981,,,,
98.736,0.59581,3.44795,,,,
98.746,0.59956,3.55365,,,,
98.756,0.60329,3.66453,,,,
98.766,0.60697,3.77965,,,,
98.776,0.61063,3.89804,,,,
98.786,0.61429,4.01866,,,,
98.796,0.61797,4.14556,,,,
98.806,0.62167,4.27768,,,,
98.816,0.62541,4.40801,,,,
98.826,0.62915,4.54057,,,,
98.836,0.63289,4.67509,,,,
98.846,0.63659,4.80756,,,,
98.856,0.64026,4.9427,,,,
98.866,0.64391,5.08055,,,,
98.876,0.64759,5.21992,,,,
98.886,0.65134,5.36719,,,,
98.896,0.65515,5.52374,,,,
98.906,0.65898,5.68171,,,,
98.916,0.66279,5.84238,,,,
98.926,0.66657,6.00846,,,,
98.936,0.67029,6.17184,,,,
98.946,0.67397,6.33203,,,,
98.956,0.6776,6.4929,,,,
98.966,0.68121,6.6573,,,,
98.976,0.68484,6.8232,,,,
98.986,0.68854,6.99746,,,,
98.996,0.69232,7.17546,,,,
99.006,0.69614,7.35987,,,,
99.016,0.69994,7.55082,,,,
99.026,0.70369,7.74223,,,,
99.036,0.70737,7.92917,,,,
99.046,0.71101,8.11657,,,,
99.056,0.7146,8.30315,,,,
99.066,0.71819,8.4907,,,,
99.076,0.72183,8.68326,,,,
99.086,0.72555,8.88195,,,,
99.096,0.72934,9.08848,,,,
99.106,0.73316,9.29776,,,,
99.116,0.73697,9.51021,,,,
99.126,0.74071,9.72169,,,,
99.136,0.74438,9.93518,,,,
99.146,0.74799,10.14904,,,,
99.156,0.75157,10.36132,,,,
99.166,0.75516,10.57323,,,,
99.176,0.7588,10.79018,,,,
99.186,0.76252,11.0158,,,,
99.196,0.7663,11.24772,,,,
99.206,0.77013,11.48011,,,,
99.216,0.77393,11.71242,,,,
99.226,0.7777,11.9426,,,,
99.236,0.78141,12.17578,,,,
99.246,0.78506,12.41043,,,,
99.256,0.78866,12.64289,,,,
99.266,0.79224,12.87756,,,,
99.276,0.79586,13.11725,,,,
99.286,0.79954,13.36359,,,,
99.296,0.80329,13.61808,,,,
99.306,0.80707,13.87834,,,,
99.316,0.81085,14.13487,,,,
99.326,0.81461,14.39081,,,,
99.336,0.81833,14.64362,,,,
99.346,0.82201,14.89889,,,,
99.356,0.82564,15.15444,,,,
99.366,0.82928,15.41616,,,,
99.376,0.83296,15.68346,,,,
99.386,0.83673,15.96366,,,,
99.396,0.84054,16.25364,,,,
99.406,0.84438,16.54587,,,,
99.416,0.84819,16.83804,,,,
99.426,0.85196,17.12357,,,,
99.436,0.85569,17.40772,,,,
99.446,0.85938,17.68743,,,,
99.456,0.86307,17.97325,,,,
99.466,0.86677,18.26474,,,,
99.476,0.8705,18.56202,,,,
99.486,0.87424,18.86515,,,,
99.496,0.87798,19.17374,,,,
99.506,0.88171,19.47822,,,,
99.516,0.88539,19.77908,,,,
99.526,0.88906,20.07836,,,,
99.536,0.89271,20.37626,,,,
99.546,0.89637,20.67607,,,,
99.556,0.90006,20.98091,,,,
99.566,0.90381,21.29319,,,,
99.576,0.90759,21.61699,,,,
99.586,0.91136,21.94558,,,,
99.596,0.9151,22.27507,,,,
99.606,0.91879,22.60314,,,,
99.616,0.92243,22.92944,,,,
99.626,0.92606,23.25119,,,,
99.636,0.92968,23.57351,,,,
99.646,0.93333,23.90004,,,,
99.656,0.93702,24.23008,,,,
99.666,0.94076,24.56727,,,,
99.676,0.94454,24.91463,,,,
99.686,0.94833,25.26636,,,,
99.696,0.95208,25.61267,,,,
99.706,0.95578,25.96175,,,,
99.716,0.95943,26.30651,,,,
99.726,0.96304,26.6444,,,,
99.736,0.96664,26.97996,,,,
99.746,0.97028,27.32245,,,,
99.756,0.97398,27.6686,,,,
99.766,0.97776,28.01926,,,,
99.776,0.98157,28.37276,,,,
99.786,0.98539,28.72114,,,,
99.796,0.98916,29.06801,,,,
99.806,0.99286,29.41028,,,,
99.816,0.9965,29.74755,,,,
99.826,1.00008,30.07841,,,,
99.836,1.00367,30.41258,,,,
99.846,1.0073,30.74637,,,,
99.856,1.011,31.08417,,,,
99.866,1.01479,31.43055,,,,
99.876,1.01863,31.77572,,,,
99.886,1.02249,32.12148,,,,
99.896,1.02632,32.46754,,,,
99.906,1.0301,32.80863,,,,
99.916,1.03383,33.14108,,,,
99.926,1.03749,33.47054,,,,
99.936,1.04113,33.80404,,,,
99.946,1.0448,34.1405,,,,
99.956,1.04851,34.48215,,,,
99.966,1.05225,34.82092,,,,
99.976,1.05601,35.15502,,,,
99.986,1.05976,35.48382,,,,
99.996,1.06349,35.80833,,,,
100.006,1.06721,36.13133,,,,
100.016,1.07089,36.45425,,,,
100.026,1.07453,36.77448,,,,
100.036,1.07816,37.09212,,,,
100.046,1.0818,37.4186,,,,
100.056,1.08549,37.75005,,,,
100.066,1.08922,38.08096,,,,
100.076,1.09297,38.41177,,,,
100.086,1.09672,38.73765,,,,
100.096,1.10047,39.05754,,,,
100.106,1.10421,39.37363,,,,
100.116,1.10791,39.68721,,,,
100.126,1.1116,40.00034,,,,
100.136,1.11528,40.31552,,,,
100.146,1.11897,40.63935,,,,
100.156,1.12269,40.96712,,,,
100.166,1.12642,41.29262,,,,
100.176,1.13014,41.61523,,,,
100.186,1.13384,41.93114,,,,
100.196,1.13752,42.23938,,,,
100.206,1.14117,42.54185,,,,
100.216,1.14482,42.84163,,,,
100.226,1.14849,43.14098,,,,
100.236,1.1522,43.44933,,,,
100.246,1.15595,43.76544,,,,
100.256,1.15971,44.08521,,,,
100.266,1.16347,44.40882,,,,
100.276,1.1672,44.72582,,,,
100.286,1.17089,45.03804,,,,
100.296,1.17454,45.34526,,,,
100.306,1.17817,45.64554,,,,
100.316,1.18181,45.94159,,,,
100.326,1.18549,46.23682,,,,
100.336,1.18925,46.54606,,,,
100.346,1.19307,46.86404,,,,
100.356,1.19692,47.18559,,,,
100.366,1.20073,47.50395,,,,
100.376,1.20447,47.81481,,,,
100.386,1.20813,48.11863,,,,
100.396,1.21176,48.41806,,,,
100.406,1.21537,48.71748,,,,
100.416,1.21901,49.02201,,,,
100.426,1.2227,49.32717,,,,
100.436,1.22646,49.6378,,,,
100.446,1.23028,49.95203,,,,
100.456,1.23412,50.26684,,,,
100.466,1.23793,50.58022,,,,
100.476,1.24166,50.88483,,,,
100.486,1.24532,51.18483,,,,
100.496,1.24892,51.47843,,,,
100.506,1.2525,51.77359,,,,
100.516,1.25611,52.0753,,,,
100.526,1.25978,52.38877,,,,
100.536,1.26354,52.70695,,,,
100.546,1.26736,53.01801,,,,
100.556,1.27119,53.33187,,,,
100.566,1.27501,53.64244,,,,
100.576,1.27878,53.94529,,,,
100.586,1.28248,54.2451,,,,
100.596,1.2861,54.54221,,,,
100.606,1.28967,54.83509,,,,
100.616,1.29327,55.13442,,,,
100.626,1.29693,55.44857,,,,
100.636,1.30066,55.7695,,,,
100.646,1.30443,56.08986,,,,
100.656,1.3082,56.40931,,,,
