Strain : Tensile strain (Extension) gauge length,100,mm,,,,
22.207,0.58582,1.84664,,,,
22.307,0.6791,3.12078,,,,
22.407,0.77318,5.01732,,,,
22.507,0.86642,7.72734,,,,
22.582,0.93714,10.39633,,,,
22.583,0.93808,10.43562,,,,
22.584,0.93901,10.47494,,,,
22.684,0.91903,8.67778,,,,
22.784,0.82008,4.8288,,,,
22.884,0.72573,2.69262,,,,
22.984,0.63197,1.44828,,,,
23.084,0.5382,0.74488,,,,
23.184,0.44451,0.37393,,,,
23.284,0.35079,0.18109,,,,
23.384,0.25705,0.09261,,,,
23.484,0.16324,0.05391,,,,
23.584,0.06971,0.03325,,,,
23.659,-0.00042,0.02067,,,,
23.66,-0.00136,0.0209,,,,
23.661,-0.00231,0.02118,,,,
23.761,0.01737,0.04474,,,,
23.861,0.11643,0.06969,,,,
23.961,0.21131,0.13232,,,,
24.061,0.30474,0.2454,,,,
24.161,0.39888,0.51557,,,,
24.261,0.49221,0.99588,,,,
24.361,0.58627,1.81761,,,,
24.461,0.67954,3.07577,,,,
24.561,0.77364,4.97119,,,,
24.661,0.86687,7.67542,,,,
24.736,0.9376,10.34612,,,,
24.737,0.93853,10.38501,,,,
24.738,0.93947,10.42405,,,,
24.838,0.91946,8.62881,,,,
24.938,0.82054,4.79426,,,,
25.038,0.72621,2.66691,,,,
25.138,0.63243,1.43481,,,,
25.238,0.53868,0.73539,,,,
25.338,0.44497,0.35962,,,,
25.438,0.35126,0.18062,,,,
25.538,0.25754,0.09199,,,,
25.638,0.16376,0.0569,,,,
25.738,0.07018,0.03203,,,,
25.814,-0.00089,0.02165,,,,
25.815,-0.00183,0.02174,,,,
25.816,-0.00278,0.0219,,,,
25.916,0.01686,0.03955,,,,
26.016,0.11593,0.07678,,,,
26.116,0.21082,0.1231,,,,
26.216,0.30425,0.24,,,,
26.316,0.39839,0.49718,,,,
26.416,0.49169,0.97104,,,,
26.516,0.58576,1.7753,,,,
26.616,0.67904,3.03123,,,,
26.716,0.77316,4.90594,,,,
26.816,0.86636,7.58879,,,,
26.891,0.93709,10.2556,,,,
26.892,0.93803,10.29473,,,,
26.893,0.93896,10.33406,,,,
26.993,0.91902,8.56028,,,,
27.093,0.82007,4.73545,,,,
27.193,0.72574,2.62587,,,,
27.293,0.63198,1.40373,,,,
27.393,0.53822,0.71775,,,,
27.493,0.44451,0.35652,,,,
27.593,0.35077,0.17265,,,,
27.693,0.25707,0.09245,,,,
27.793,0.16332,0.04789,,,,
27.893,0.06971,0.03061,,,,
27.968,-0.00041,0.02111,,,,
27.969,-0.00135,0.02084,,,,
27.97,-0.0023,0.02056,,,,
28.07,0.01713,0.04236,,,,
28.17,0.11639,0.066,,,,
28.27,0.21125,0.12882,,,,
28.37,0.3047,0.22941,,,,
28.47,0.39882,0.4966,,,,
28.57,0.49213,0.9477,,,,
28.67,0.5862,1.74271,,,,
28.77,0.67948,2.98767,,,,
28.87,0.7736,4.86157,,,,
28.97,0.86682,7.55306,,,,
29.045,0.93753,10.21367,,,,
29.046,0.93847,10.25268,,,,
29.047,0.9394,10.29172,,,,
29.147,0.91952,8.51672,,,,
29.247,0.82053,4.70151,,,,
29.347,0.72621,2.60256,,,,
29.447,0.63244,1.38151,,,,
29.547,0.53868,0.71009,,,,
29.647,0.44495,0.3459,,,,
29.747,0.35124,0.16634,,,,
29.847,0.25751,0.0903,,,,
29.947,0.16378,0.05615,,,,
30.047,0.07014,0.03516,,,,
30.123,-0.00088,0.01885,,,,
30.124,-0.00183,0.01845,,,,
30.125,-0.00277,0.01802,,,,
30.225,0.01675,0.03765,,,,
30.325,0.1159,0.06931,,,,
30.425,0.21073,0.11427,,,,
30.525,0.30423,0.23389,,,,
30.625,0.39829,0.47729,,,,
30.725,0.49164,0.93278,,,,
30.825,0.5857,1.71099,,,,
30.925,0.67897,2.93716,,,,
31.025,0.77308,4.80193,,,,
31.125,0.86631,7.47524,,,,
31.201,0.93793,10.16656,,,,
31.202,0.93886,10.20553,,,,
31.203,0.93979,10.24448,,,,
31.303,0.92007,8.49154,,,,
31.403,0.82101,4.67087,,,,
31.503,0.72667,2.57983,,,,
31.603,0.6329,1.36641,,,,
31.703,0.53914,0.69619,,,,
31.803,0.44543,0.33817,,,,
31.903,0.35171,0.16012,,,,
32.003,0.25793,0.08349,,,,
32.103,0.16424,0.05496,,,,
32.203,0.0706,0.03278,,,,
32.279,-0.00041,0.0249,,,,
32.28,-0.00136,0.02492,,,,
32.281,-0.0023,0.02481,,,,
32.381,0.01723,0.0382,,,,
32.481,0.11637,0.06618,,,,
32.581,0.21121,0.11733,,,,
32.681,0.30469,0.22783,,,,
32.781,0.39875,0.46376,,,,
32.881,0.49211,0.91325,,,,
32.981,0.58617,1.69111,,,,
33.081,0.67945,2.90787,,,,
33.181,0.77356,4.76902,,,,
33.281,0.86679,7.42987,,,,
33.356,0.93744,10.08515,,,,
33.357,0.93837,10.12427,,,,
33.358,0.9393,10.16344,,,,
33.458,0.91939,8.42274,,,,
33.558,0.82052,4.62067,,,,
33.658,0.72617,2.54279,,,,
33.758,0.63241,1.34454,,,,
33.858,0.53865,0.68341,,,,
33.958,0.44494,0.32917,,,,
34.058,0.3512,0.1566,,,,
34.158,0.25746,0.07639,,,,
34.258,0.16377,0.05318,,,,
34.358,0.0701,0.02809,,,,
34.434,-0.00092,0.01978,,,,
34.435,-0.00186,0.01985,,,,
34.436,-0.0028,0.01987,,,,
34.536,0.01653,0.0356,,,,
34.636,0.11581,0.06525,,,,
34.736,0.21067,0.11064,,,,
34.836,0.30414,0.21794,,,,
34.936,0.39822,0.44908,,,,
35.036,0.49156,0.89403,,,,
35.136,0.58564,1.66189,,,,
35.236,0.67891,2.86839,,,,
35.336,0.77301,4.70504,,,,
35.436,0.86628,7.37041,,,,
35.512,0.93779,10.04906,,,,
35.513,0.93872,10.08804,,,,
35.514,0.93965,10.12702,,,,
35.614,0.92004,8.38675,,,,
35.714,0.821,4.60015,,,,
35.814,0.72663,2.517,,,,
35.914,0.63288,1.33122,,,,
36.014,0.53911,0.67053,,,,
36.114,0.44542,0.32279,,,,
36.214,0.35165,0.15536,,,,
36.314,0.25791,0.08803,,,,
36.414,0.16421,0.05061,,,,
36.514,0.07056,0.0298,,,,
36.59,-0.00046,0.02235,,,,
36.591,-0.0014,0.02195,,,,
36.592,-0.00234,0.02149,,,,
36.692,0.01712,0.03325,,,,
36.792,0.11631,0.05599,,,,
36.892,0.21117,0.10752,,,,
36.992,0.30462,0.21598,,,,
37.092,0.39869,0.44776,,,,
37.192,0.49202,0.87546,,,,
37.292,0.58612,1.63641,,,,
37.392,0.67938,2.83581,,,,
37.492,0.77349,4.67704,,,,
37.592,0.86676,7.33118,,,,
37.667,0.93739,9.9768,,,,
37.668,0.93833,10.01637,,,,
37.669,0.93927,10.05608,,,,
37.769,0.91951,8.32839,,,,
37.869,0.82057,4.55621,,,,
37.969,0.72619,2.48424,,,,
38.069,0.63244,1.30738,,,,
38.169,0.53868,0.65489,,,,
38.269,0.445,0.31974,,,,
38.369,0.35124,0.15118,,,,
38.469,0.25749,0.07912,,,,
38.569,0.16379,0.04705,,,,
38.669,0.07016,0.0289,,,,
38.745,-0.0009,0.02516,,,,
38.746,-0.00185,0.02511,,,,
38.747,-0.00279,0.02495,,,,
38.847,0.01679,0.03976,,,,
38.947,0.1159,0.06214,,,,
39.047,0.21074,0.11336,,,,
39.147,0.30422,0.22004,,,,
39.247,0.39827,0.43512,,,,
39.347,0.4916,0.85835,,,,
39.447,0.5857,1.61092,,,,
39.547,0.67896,2.801,,,,
39.647,0.77308,4.62673,,,,
39.747,0.86631,7.2703,,,,
39.822,0.93703,9.91483,,,,
39.823,0.93796,9.9539,,,,
39.824,0.9389,9.99305,,,,
39.924,0.9191,8.26869,,,,
40.024,0.82011,4.51041,,,,
40.124,0.72573,2.45227,,,,
40.224,0.63198,1.28451,,,,
40.324,0.5382,0.64435,,,,
40.424,0.44455,0.31665,,,,
40.524,0.35076,0.15039,,,,
40.624,0.25702,0.08502,,,,
40.724,0.16333,0.04351,,,,
40.824,0.06973,0.03195,,,,
40.899,-0.00043,0.02278,,,,
40.9,-0.00137,0.02325,,,,
40.901,-0.00232,0.02368,,,,
41.001,0.01726,0.02728,,,,
41.101,0.11637,0.06985,,,,
41.201,0.2112,0.10912,,,,
41.301,0.30469,0.20541,,,,
41.401,0.39874,0.42598,,,,
41.501,0.49207,0.84911,,,,
41.601,0.58618,1.5898,,,,
41.701,0.67943,2.78351,,,,
41.801,0.77354,4.60367,,,,
41.901,0.86676,7.2427,,,,
41.976,0.9375,9.89648,,,,
41.977,0.93844,9.93521,,,,
41.978,0.93937,9.97405,,,,
42.078,0.91956,8.24021,,,,
42.178,0.82056,4.48319,,,,
42.278,0.72619,2.43657,,,,
42.378,0.63244,1.27734,,,,
42.478,0.53867,0.63657,,,,
42.578,0.44501,0.30644,,,,
42.678,0.35123,0.14738,,,,
42.778,0.25749,0.07744,,,,
42.878,0.16379,0.05062,,,,
42.978,0.07023,0.0293,,,,
43.054,-0.00093,0.01445,,,,
43.055,-0.00187,0.01424,,,,
43.056,-0.00281,0.01408,,,,
43.156,0.01663,0.03263,,,,
43.256,0.11584,0.0553,,,,
43.356,0.21069,0.10612,,,,
43.456,0.30415,0.19642,,,,
43.556,0.39824,0.41071,,,,
43.656,0.49155,0.82784,,,,
43.756,0.58567,1.56869,,,,
43.856,0.67891,2.74474,,,,
43.956,0.77303,4.56301,,,,
44.056,0.86626,7.18619,,,,
44.132,0.93791,9.86627,,,,
44.133,0.93885,9.90593,,,,
44.134,0.93978,9.94579,,,,
44.234,0.91997,8.22658,,,,
44.334,0.82098,4.47132,,,,
44.434,0.7266,2.42534,,,,
44.534,0.63283,1.26495,,,,
44.634,0.53907,0.6304,,,,
44.734,0.44541,0.30296,,,,
44.834,0.35164,0.14072,,,,
44.934,0.25789,0.07353,,,,
45.034,0.16419,0.04465,,,,
45.134,0.07064,0.02543,,,,
45.21,-0.00054,0.0177,,,,
45.211,-0.00148,0.01799,,,,
45.212,-0.00242,0.01819,,,,
45.312,0.01712,0.03176,,,,
45.412,0.11627,0.0597,,,,
45.512,0.21112,0.11184,,,,
45.612,0.30458,0.19576,,,,
45.712,0.39866,0.40558,,,,
45.812,0.49198,0.82392,,,,
45.912,0.58608,1.56348,,,,
46.012,0.67935,2.72297,,,,
46.112,0.77345,4.53266,,,,
46.212,0.86671,7.16516,,,,
46.287,0.93738,9.80793,,,,
46.288,0.93832,9.84701,,,,
46.289,0.93925,9.88618,,,,
46.389,0.91952,8.17259,,,,
46.489,0.82048,4.43053,,,,
46.589,0.7261,2.39262,,,,
46.689,0.63235,1.24174,,,,
46.789,0.53857,0.62533,,,,
46.889,0.44492,0.29859,,,,
46.989,0.35115,0.14577,,,,
47.089,0.25739,0.073,,,,
47.189,0.16367,0.0447,,,,
47.289,0.07014,0.02982,,,,
47.364,-0.0001,0.01472,,,,
47.365,-0.00104,0.01467,,,,
47.366,-0.00198,0.01467,,,,
47.466,0.01747,0.03726,,,,
47.566,0.11671,0.06172,,,,
47.666,0.21156,0.10427,,,,
47.766,0.305,0.19712,,,,
47.866,0.39907,0.41018,,,,
47.966,0.4924,0.81286,,,,
48.066,0.58652,1.54011,,,,
48.166,0.67977,2.69816,,,,
48.266,0.7739,4.51194,,,,
48.366,0.86714,7.14891,,,,
48.441,0.93783,9.79513,,,,
48.442,0.93876,9.83419,,,,
48.443,0.9397,9.87335,,,,
48.543,0.92004,8.15404,,,,
48.643,0.82095,4.4102,,,,
48.743,0.72656,2.38009,,,,
48.843,0.6328,1.23536,,,,
48.943,0.53904,0.61141,,,,
49.043,0.44537,0.29265,,,,
49.143,0.35157,0.14507,,,,
49.243,0.25782,0.07392,,,,
49.343,0.16413,0.04499,,,,
49.443,0.07059,0.02746,,,,
49.519,-0.00057,0.01753,,,,
49.52,-0.00151,0.01725,,,,
49.521,-0.00245,0.0169,,,,
49.621,0.01695,0.0326,,,,
49.721,0.1162,0.05751,,,,
49.821,0.21103,0.10014,,,,
49.921,0.30451,0.18842,,,,
50.021,0.39856,0.3999,,,,
50.121,0.49191,0.80065,,,,
50.221,0.58599,1.51631,,,,
50.321,0.67928,2.6805,,,,
50.421,0.77337,4.47017,,,,
50.521,0.86662,7.09754,,,,
50.596,0.93731,9.73409,,,,
50.597,0.93825,9.77299,,,,
50.598,0.93918,9.81193,,,,
50.698,0.91936,8.09805,,,,
50.798,0.82039,4.37718,,,,
50.898,0.72602,2.35481,,,,
50.998,0.63234,1.21889,,,,
51.098,0.53841,0.60676,,,,
51.198,0.44481,0.29398,,,,
51.298,0.35105,0.14096,,,,
51.398,0.25729,0.07532,,,,
51.498,0.16358,0.04331,,,,
51.598,0.07001,0.02421,,,,
51.673,-0.00011,0.02494,,,,
51.674,-0.00105,0.02474,,,,
51.675,-0.002,0.02439,,,,
51.775,0.01756,0.03767,,,,
51.875,0.11666,0.06384,,,,
51.975,0.21148,0.10365,,,,
52.075,0.30498,0.1886,,,,
52.175,0.39903,0.39336,,,,
52.275,0.49236,0.79864,,,,
52.375,0.58644,1.51318,,,,
52.475,0.67973,2.65773,,,,
52.575,0.77385,4.4558,,,,
52.675,0.86708,7.08339,,,,
52.75,0.93775,9.72162,,,,
52.751,0.93868,9.7611,,,,
52.752,0.93962,9.80061,,,,
52.852,0.91985,8.08907,,,,
52.952,0.82086,4.36423,,,,
53.052,0.72648,2.34092,,,,
53.152,0.63278,1.21122,,,,
53.252,0.53894,0.59587,,,,
53.352,0.44525,0.2859,,,,
53.452,0.35153,0.13425,,,,
53.552,0.25777,0.07528,,,,
53.652,0.16406,0.04897,,,,
53.752,0.07047,0.02753,,,,
53.828,-0.00059,0.02116,,,,
53.829,-0.00153,0.02099,,,,
53.83,-0.00248,0.02085,,,,
53.93,0.01691,0.0304,,,,
54.03,0.11612,0.06018,,,,
54.13,0.21096,0.10431,,,,
54.23,0.30444,0.18492,,,,
54.33,0.39851,0.38214,,,,
54.43,0.49185,0.78002,,,,
54.53,0.58593,1.49238,,,,
54.63,0.6792,2.63348,,,,
54.73,0.77335,4.41667,,,,
54.83,0.86656,7.02357,,,,
54.905,0.93725,9.67711,,,,
54.906,0.93818,9.71565,,,,
54.907,0.93911,9.75433,,,,
55.007,0.91932,8.03814,,,,
55.107,0.82034,4.33714,,,,
55.207,0.72595,2.32165,,,,
55.307,0.63223,1.2014,,,,
55.407,0.53847,0.58917,,,,
55.507,0.4447,0.27812,,,,
55.607,0.35098,0.13928,,,,
55.707,0.25725,0.07019,,,,
55.807,0.16351,0.04944,,,,
55.907,0.06994,0.02398,,,,
55.982,-0.00019,0.01542,,,,
55.983,-0.00113,0.01524,,,,
55.984,-0.00207,0.0152,,,,
56.084,0.01744,0.03835,,,,
56.184,0.11656,0.05732,,,,
56.284,0.21138,0.09998,,,,
56.384,0.30487,0.18782,,,,
56.484,0.39893,0.37296,,,,
56.584,0.49229,0.77623,,,,
56.684,0.58634,1.47577,,,,
56.784,0.67962,2.62328,,,,
56.884,0.77377,4.40928,,,,
56.984,0.86699,7.01968,,,,
57.059,0.93767,9.65073,,,,
57.06,0.9386,9.69016,,,,
57.061,0.93954,9.72973,,,,
57.161,0.91972,8.02988,,,,
57.261,0.82077,4.32423,,,,
57.361,0.72638,2.31561,,,,
57.461,0.63265,1.19077,,,,
57.561,0.53892,0.58036,,,,
57.661,0.44512,0.27631,,,,
57.761,0.35143,0.1398,,,,
57.861,0.25768,0.06702,,,,
57.961,0.16397,0.04012,,,,
58.061,0.07038,0.02174,,,,
58.137,-0.00069,0.0174,,,,
58.138,-0.00163,0.01724,,,,
58.139,-0.00258,0.01702,,,,
58.239,0.01683,0.03161,,,,
58.339,0.11603,0.06246,,,,
58.439,0.21085,0.09613,,,,
58.539,0.30435,0.18313,,,,
58.639,0.39842,0.37384,,,,
58.739,0.49177,0.76216,,,,
58.839,0.58583,1.45404,,,,
58.939,0.6791,2.59283,,,,
59.039,0.77326,4.36406,,,,
59.139,0.86646,6.97403,,,,
59.214,0.93717,9.60765,,,,
59.215,0.9381,9.64629,,,,
59.216,0.93904,9.68497,,,,
59.316,0.91939,7.98743,,,,
59.416,0.82031,4.28997,,,,
59.516,0.7259,2.28876,,,,
59.616,0.63216,1.17481,,,,
59.716,0.53845,0.57657,,,,
59.816,0.44462,0.26872,,,,
59.916,0.35096,0.13429,,,,
60.016,0.2572,0.07317,,,,
60.116,0.16346,0.04232,,,,
60.216,0.06989,0.02136,,,,
60.291,-0.00024,0.01355,,,,
60.292,-0.00118,0.01363,,,,
60.293,-0.00212,0.01369,,,,
60.393,0.01721,0.03441,,,,
60.493,0.11646,0.05743,,,,
60.593,0.21131,0.09372,,,,
60.693,0.30477,0.16895,,,,
60.793,0.39887,0.37385,,,,
60.893,0.49221,0.7536,,,,
60.993,0.58628,1.44391,,,,
61.093,0.67954,2.57597,,,,
61.193,0.77372,4.35367,,,,
61.293,0.86692,6.96086,,,,
61.368,0.93761,9.59736,,,,
61.369,0.93854,9.63655,,,,
61.37,0.93947,9.67581,,,,
61.47,0.91958,7.96554,,,,
61.57,0.82067,4.28515,,,,
61.67,0.72629,2.28634,,,,
61.77,0.63254,1.17188,,,,
61.87,0.53886,0.57327,,,,
61.97,0.44499,0.26829,,,,
62.07,0.35135,0.13422,,,,
62.17,0.2576,0.07151,,,,
62.27,0.16386,0.04109,,,,
62.37,0.07029,0.0244,,,,
62.446,-0.00079,0.01823,,,,
62.447,-0.00174,0.01828,,,,
62.448,-0.00268,0.01825,,,,
62.548,0.01669,0.04035,,,,
62.648,0.11591,0.05452,,,,
62.748,0.21077,0.09995,,,,
62.848,0.30423,0.17743,,,,
62.948,0.39832,0.36839,,,,
63.048,0.49167,0.74599,,,,
63.148,0.58573,1.42535,,,,
63.248,0.67899,2.55191,,,,
63.348,0.77317,4.31853,,,,
63.448,0.86637,6.91091,,,,
63.523,0.93706,9.54226,,,,
63.524,0.938,9.58171,,,,
