Strain : Tensile strain (Extension) gauge length,"100.00000",mm
"27.82500","0.22251","0.15260"
"27.92500","0.25726","0.18178"
"28.02500","0.29197","0.22547"
"28.12500","0.32676","0.25232"
"28.22500","0.36158","0.30949"
"28.32500","0.39682","0.37433"
"28.42500","0.43166","0.46119"
"28.52500","0.46643","0.55664"
"28.62500","0.50129","0.68179"
"28.72500","0.53605","0.82837"
"28.82500","0.57100","1.03772"
"28.92500","0.60593","1.26223"
"29.02500","0.64090","1.55795"
"29.12500","0.67575","1.91923"
"29.22500","0.71066","2.35054"
"29.32500","0.74538","2.87379"
"29.42500","0.78043","3.49690"
"29.52500","0.81533","4.20652"
"29.62500","0.85022","5.03012"
"29.72500","0.88515","5.98665"
"29.82500","0.91995","7.06100"
"29.92500","0.95503","8.29380"
"30.02500","0.98985","9.66469"
"30.12500","1.02462","11.18605"
"30.22500","1.05949","12.87277"
"30.32500","1.09439","14.73838"
"30.42500","1.12942","16.77266"
"30.52500","1.16432","18.98309"
"30.62500","1.19912","21.35970"
"30.71000","1.22863","23.49073"
"30.71100","1.22898","23.51704"
"30.71200","1.22933","23.54337"
"30.81200","1.24084","23.96312"
"30.91200","1.23904","23.51700"
"31.01200","1.23768","23.20972"
"31.11200","1.23693","23.00179"
"31.21200","1.23661","22.85446"
"31.31200","1.23656","22.74767"
"31.41200","1.23647","22.64631"
"31.51200","1.23647","22.56649"
"31.61200","1.23647","22.49307"
"31.71200","1.23647","22.42155"
"31.81200","1.23643","22.35669"
"31.91200","1.23637","22.30069"
"32.01200","1.23638","22.24710"
"32.11200","1.23638","22.19561"
"32.21200","1.23643","22.15192"
"32.31200","1.23643","22.10372"
"32.41200","1.23644","22.06919"
"32.51200","1.23644","22.02519"
"32.61200","1.23647","21.98891"
"32.71200","1.23647","21.95217"
"32.81200","1.23647","21.92041"
"32.91200","1.23647","21.88544"
"33.01200","1.23647","21.86033"
"33.11200","1.23647","21.82598"
"33.21200","1.23647","21.79630"
"33.31200","1.23647","21.76942"
"33.41200","1.23647","21.73866"
"33.51200","1.23647","21.71292"
"33.61200","1.23647","21.69948"
"33.71200","1.23647","21.69065"
"33.81200","1.23647","21.63422"
"33.91200","1.23647","21.66354"
"34.01200","1.23647","21.58691"
"34.11200","1.23647","21.55732"
"34.21200","1.23647","21.53842"
"34.31200","1.23647","21.55252"
"34.41200","1.23647","21.50568"
"34.51200","1.23647","21.46566"
"34.61200","1.23647","21.47912"
"34.71200","1.23647","21.48325"
"34.81200","1.23647","21.39620"
"34.91200","1.23647","21.39428"
"35.01200","1.23647","21.42527"
"35.11200","1.23647","21.33584"
"35.21200","1.23647","21.31149"
"35.31200","1.23647","21.35538"
"35.41200","1.23647","21.26855"
"35.51200","1.23647","21.26180"
"35.61200","1.23647","21.24236"
"35.71200","1.23647","21.22763"
"35.81200","1.23647","21.21064"
"35.91200","1.23647","21.20154"
"36.01200","1.23647","21.18391"
"36.11200","1.23647","21.16077"
"36.21200","1.23647","21.10843"
"36.31200","1.23647","20.99126"
"36.41200","1.23647","20.98981"
"36.51200","1.23647","21.10119"
"36.61200","1.23647","21.08158"
"36.71200","1.23647","21.00044"
"36.81200","1.23647","21.03574"
"36.91200","1.23647","20.90239"
"37.01200","1.23647","21.10649"
"37.11200","1.23647","20.70733"
"37.21200","1.23647","20.50639"
"37.31200","1.23647","20.57049"
"37.41200","1.23647","20.67198"
"37.51200","1.23647","20.89690"
"37.61200","1.23647","20.89637"
"37.71200","1.23647","20.89744"
"37.81200","1.23647","20.58043"
"37.91200","1.23647","20.52474"
"38.01200","1.23647","20.54180"
"38.11200","1.23647","20.82850"
"38.21200","1.23647","20.57405"
"38.31200","1.23647","20.38185"
"38.41200","1.23647","20.60994"
"38.51200","1.23647","20.42126"
"38.61200","1.23647","20.25403"
"38.71200","1.23647","20.25181"
"38.81200","1.23647","20.40392"
"38.91200","1.23647","20.66796"
"39.01200","1.23647","20.73003"
"39.11200","1.23647","20.71939"
"39.21200","1.23647","20.70995"
"39.31200","1.23647","20.70314"
"39.41200","1.23647","20.69543"
"39.51200","1.23647","20.68464"
"39.61200","1.23647","20.67689"
"39.71200","1.23647","20.65833"
"39.81200","1.23647","20.65428"
"39.91200","1.23647","20.63923"
"40.01200","1.23647","20.68004"
"40.11200","1.23647","20.64512"
"40.21200","1.23647","20.69181"
"40.31200","1.23647","20.65157"
"40.41200","1.23647","20.58911"
"40.51200","1.23647","20.57895"
"40.61200","1.23647","20.56688"
"40.71200","1.23647","20.58328"
"40.81200","1.23647","20.60676"
"40.91200","1.23647","20.53411"
"41.01200","1.23647","20.52422"
"41.11200","1.23647","20.52590"
"41.21200","1.23647","20.58394"
"41.31200","1.23647","20.50325"
"41.41200","1.23647","20.49712"
"41.51200","1.23647","20.48496"
"41.61200","1.23647","20.47648"
"41.71200","1.23647","20.51449"
"41.81200","1.23647","20.56976"
"41.91200","1.23647","20.56645"
"42.01200","1.23647","20.54807"
"42.11200","1.23647","20.41923"
"42.21200","1.23647","20.39529"
"42.31200","1.23647","20.39289"
"42.41200","1.23647","20.38235"
"42.51200","1.23647","20.37416"
"42.61200","1.23647","20.36329"
"42.71200","1.23647","20.36196"
"42.81200","1.23647","20.34881"
"42.91200","1.23647","20.34016"
"43.01200","1.23647","20.34130"
"43.11200","1.23647","20.32952"
"43.21200","1.23647","20.32090"
"43.31200","1.23647","20.32228"
"43.41200","1.23647","20.30905"
"43.51200","1.23647","20.30184"
"43.61200","1.23647","20.29766"
"43.71200","1.23647","20.28626"
"43.81200","1.23647","20.28206"
"43.91200","1.23647","20.27156"
"44.01200","1.23647","20.26483"
"44.11200","1.23647","20.25075"
"44.21200","1.23647","20.25613"
"44.31200","1.23647","20.24811"
"44.41200","1.23647","20.24335"
"44.51200","1.23647","20.22823"
"44.61200","1.23647","20.22342"
"44.71200","1.23647","20.21337"
"44.81200","1.23647","20.21291"
"44.91200","1.23647","20.20778"
"45.01200","1.23647","20.20434"
"45.11200","1.23647","20.20219"
"45.21200","1.23647","20.18806"
"45.31200","1.23647","20.18727"
"45.41200","1.23647","20.18497"
"45.51200","1.23647","20.17488"
"45.61200","1.23647","20.17758"
"45.71200","1.23647","20.15894"
"45.81200","1.23647","20.15850"
"45.91200","1.23647","20.14733"
"46.01200","1.23647","20.13638"
"46.11200","1.23647","20.13787"
"46.21200","1.23647","20.13618"
"46.31200","1.23647","20.12944"
"46.41200","1.23647","20.11860"
"46.51200","1.23647","20.10810"
"46.61200","1.23647","20.11280"
"46.71200","1.23647","20.10777"
"46.81200","1.23647","20.09637"
"46.91200","1.23647","20.09305"
"47.01200","1.23647","20.07760"
"47.11200","1.23647","20.07588"
"47.21200","1.23647","20.06604"
"47.31200","1.23647","20.06099"
"47.41200","1.23647","20.05983"
"47.51200","1.23647","20.06149"
"47.61200","1.23647","20.05883"
"47.71200","1.23647","20.04884"
"47.81200","1.23647","20.04562"
"47.91200","1.23647","20.03143"
"48.01200","1.23647","20.02323"
"48.11200","1.23647","20.02344"
"48.21200","1.23647","20.01262"
"48.31200","1.23647","20.00961"
"48.41200","1.23647","19.99830"
"48.51200","1.23647","20.00139"
"48.61200","1.23647","19.98774"
"48.71200","1.23647","19.98378"
"48.81200","1.23647","19.99003"
"48.91200","1.23647","19.97344"
"49.01200","1.23647","19.97731"
"49.11200","1.23647","19.96685"
"49.21200","1.23647","19.96184"
"49.31200","1.23647","19.95315"
"49.41200","1.23647","19.95407"
"49.51200","1.23647","19.94712"
"49.61200","1.23647","19.93547"
"49.71200","1.23647","19.93153"
"49.81200","1.23647","19.93169"
"49.91200","1.23647","19.92435"
"50.01200","1.23647","19.92238"
"50.11200","1.23647","19.90502"
"50.21200","1.23647","19.91061"
"50.31200","1.23647","19.90282"
"50.41200","1.23647","19.90151"
"50.51200","1.23647","19.89116"
"50.61200","1.23647","19.88408"
"50.71100","1.23647","19.88622"
"50.71200","1.23647","19.88610"
"50.73100","1.23647","19.88726"
"50.83100","1.22168","18.46166"
"50.93100","1.18174","14.93141"
"51.03100","1.14648","12.45576"
"51.13100","1.11120","10.37801"
"51.23100","1.07659","8.66220"
"51.33100","1.04166","7.17434"
"51.43100","1.00682","5.92551"
"51.53100","0.97189","4.87285"
"51.63100","0.93695","3.96934"
"51.73100","0.90213","3.21991"
"51.83100","0.86728","2.59365"
"51.93100","0.83239","2.07241"
"52.03100","0.79748","1.64491"
"52.13100","0.76264","1.30852"
"52.23100","0.72778","1.02516"
"52.33100","0.69295","0.81007"
"52.43100","0.65794","0.64418"
"52.53100","0.62302","0.50309"
"52.63100","0.58818","0.40566"
"52.73100","0.55320","0.32499"
"52.83100","0.51853","0.26386"
"52.93100","0.48358","0.21627"
"53.03100","0.44859","0.17652"
"53.13100","0.41364","0.15341"
"53.23100","0.37877","0.13071"
"53.33100","0.34411","0.10624"
"53.43100","0.30917","0.10486"
"53.53100","0.27425","0.09618"
"53.63100","0.23925","0.08350"
"53.73100","0.20432","0.07408"
"53.83100","0.16945","0.06695"
"53.93100","0.13481","0.06344"
"54.03100","0.09988","0.06627"
"54.13100","0.06483","0.06723"
"54.23100","0.02990","0.06815"
"54.27300","0.01547","0.06033"
"54.27400","0.01512","0.05964"
"54.27500","0.01478","0.05898"
"54.37500","0.01592","0.07602"
"54.47500","0.05504","0.06538"
"54.57500","0.09056","0.07559"
"54.67500","0.12558","0.09221"
"54.77500","0.16042","0.09872"
"54.87500","0.19547","0.11151"
"54.97500","0.23050","0.13188"
"55.07500","0.26535","0.14605"
"55.17500","0.30009","0.16765"
"55.27500","0.33487","0.20290"
"55.37500","0.36968","0.23644"
"55.47500","0.40476","0.28267"
"55.57500","0.43962","0.34725"
"55.67500","0.47434","0.42140"
"55.77500","0.50929","0.51902"
"55.87500","0.54416","0.65100"
"55.97500","0.57914","0.80485"
"56.07500","0.61383","1.00019"
"56.17500","0.64869","1.24719"
"56.27500","0.68349","1.55364"
"56.37500","0.71845","1.93787"
"56.47500","0.75339","2.39581"
"56.57500","0.78829","2.95051"
"56.67500","0.82307","3.60922"
"56.77500","0.85786","4.37745"
"56.87500","0.89279","5.26553"
"56.97500","0.92775","6.29805"
"57.07500","0.96285","7.47835"
"57.17500","0.99764","8.79602"
"57.27500","1.03236","10.28922"
"57.37500","1.06718","11.94279"
"57.47500","1.10206","13.78024"
"57.57500","1.13731","15.81619"
"57.67500","1.17217","18.00320"
"57.77500","1.20698","20.39826"
"57.86000","1.23653","22.59370"
"57.86100","1.23688","22.61923"
"57.86200","1.23722","22.64469"
"57.96200","1.24867","23.09095"
"58.06200","1.24686","22.68542"
"58.16200","1.24553","22.41168"
"58.26200","1.24483","22.21503"
"58.36200","1.24453","22.08391"
"58.46200","1.24444","21.98339"
"58.56200","1.24435","21.89431"
"58.66200","1.24434","21.82723"
"58.76200","1.24434","21.74994"
"58.86200","1.24434","21.69702"
"58.96200","1.24434","21.64236"
"59.06200","1.24434","21.59153"
"59.16200","1.24434","21.54777"
"59.26200","1.24425","21.49879"
"59.36200","1.24425","21.46847"
"59.46200","1.24430","21.42683"
"59.56200","1.24430","21.38993"
"59.66200","1.24431","21.35036"
"59.76200","1.24432","21.32642"
"59.86200","1.24434","21.29431"
"59.96200","1.24434","21.26769"
"60.06200","1.24434","21.24455"
"60.16200","1.24434","21.21521"
"60.26200","1.24434","21.18600"
"60.36200","1.24434","21.16576"
"60.46200","1.24434","21.13946"
"60.56200","1.24434","21.12426"
"60.66200","1.24434","21.09164"
"60.76200","1.24434","21.07254"
"60.86200","1.24434","21.06374"
"60.96200","1.24434","21.03657"
"61.06200","1.24434","21.01141"
"61.16200","1.24434","20.99258"
"61.26200","1.24434","20.97882"
"61.36200","1.24434","20.96175"
"61.46200","1.24434","20.94663"
"61.56200","1.24434","20.92422"
"61.66200","1.24434","20.91012"
"61.76200","1.24434","20.88577"
"61.86200","1.24434","20.87352"
"61.96200","1.24434","20.86732"
"62.06200","1.24434","20.84946"
"62.16200","1.24434","20.82696"
"62.26200","1.24434","20.81830"
"62.36200","1.24434","20.80292"
"62.46200","1.24434","20.78633"
"62.56200","1.24434","20.78115"
"62.66200","1.24434","20.76561"
"62.76200","1.24434","20.75782"
"62.86200","1.24434","20.73778"
"62.96200","1.24434","20.72222"
"63.06200","1.24434","20.71843"
"63.16200","1.24434","20.70447"
"63.26200","1.24434","20.68940"
"63.36200","1.24434","20.68082"
"63.46200","1.24434","20.67172"
"63.56200","1.24434","20.65840"
"63.66200","1.24434","20.65134"
"63.76200","1.24434","20.63337"
"63.86200","1.24434","20.62347"
"63.96200","1.24434","20.61467"
"64.06200","1.24434","20.60761"
"64.16200","1.24434","20.59597"
"64.26200","1.24434","20.58396"
"64.36200","1.24434","20.57293"
"64.46200","1.24434","20.56320"
"64.56200","1.24434","20.55330"
"64.66200","1.24434","20.54595"
"64.76200","1.24434","20.54334"
"64.86200","1.24434","20.52663"
"64.96200","1.24434","20.51723"
"65.06200","1.24434","20.50862"
"65.16200","1.24434","20.50231"
"65.26200","1.24434","20.49137"
"65.36200","1.24434","20.47786"
"65.46200","1.24434","20.46641"
"65.56200","1.24434","20.45970"
"65.66200","1.24434","20.46002"
"65.76200","1.24434","20.44706"
"65.86200","1.24434","20.43913"
"65.96200","1.24434","20.43616"
"66.06200","1.24434","20.42120"
"66.16200","1.24434","20.40961"
"66.26200","1.24434","20.40614"
"66.36200","1.24434","20.39015"
"66.46200","1.24434","20.38974"
"66.56200","1.24434","20.37767"
"66.66200","1.24434","20.37394"
"66.76200","1.24434","20.36155"
"66.86200","1.24434","20.36185"
"66.96200","1.24434","20.35241"
"67.06200","1.24434","20.34711"
"67.16200","1.24434","20.33696"
"67.26200","1.24434","20.33154"
"67.36200","1.24434","20.32058"
"67.46200","1.24434","20.30836"
"67.56200","1.24434","20.30175"
"67.66200","1.24434","20.29649"
"67.76200","1.24434","20.29734"
"67.86200","1.24434","20.28804"
"67.96200","1.24434","20.28097"
"68.06200","1.24434","20.26730"
"68.16200","1.24434","20.25988"
"68.26200","1.24434","20.25397"
"68.36200","1.24434","20.25025"
"68.46200","1.24434","20.24444"
"68.56200","1.24434","20.22878"
"68.66200","1.24434","20.22221"
"68.76200","1.24434","20.22293"
"68.86200","1.24434","20.20554"
"68.96200","1.24434","20.20598"
"69.06200","1.24434","20.19840"
"69.16200","1.24434","20.19504"
"69.26200","1.24434","20.18953"
"69.36200","1.24434","20.18217"
"69.46200","1.24434","20.17523"
"69.56200","1.24434","20.17195"
"69.66200","1.24434","20.16805"
"69.76200","1.24434","20.15627"
"69.86200","1.24434","20.14938"
"69.96200","1.24434","20.14799"
"70.06200","1.24434","20.14053"
"70.16200","1.24434","20.13052"
"70.26200","1.24434","20.12610"
"70.36200","1.24434","20.11677"
"70.46200","1.24434","20.10957"
"70.56200","1.24434","20.11016"
"70.66200","1.24434","20.09920"
"70.76200","1.24434","20.09669"
"70.86200","1.24434","20.08549"
"70.96200","1.24434","20.08473"
"71.06200","1.24434","20.08019"
"71.16200","1.24434","20.07433"
"71.26200","1.24434","20.06072"
"71.36200","1.24434","20.05757"
"71.46200","1.24434","20.04809"
"71.56200","1.24434","20.05034"
"71.66200","1.24434","20.04474"
"71.76200","1.24434","20.04905"
"71.86200","1.24434","20.03475"
"71.96200","1.24434","20.02986"
"72.06200","1.24434","20.02470"
"72.16200","1.24434","20.01902"
"72.26200","1.24434","20.00709"
"72.36200","1.24434","20.00895"
"72.46200","1.24434","20.00708"
"72.56200","1.24434","19.99401"
"72.66200","1.24434","19.99046"
"72.76200","1.24434","19.99224"
"72.86200","1.24434","19.97787"
"72.96200","1.24434","19.96854"
"73.06200","1.24434","19.96169"
"73.16200","1.24434","19.96716"
"73.26200","1.24434","19.96246"
"73.36200","1.24434","19.95145"
"73.46200","1.24434","19.93583"
"73.56200","1.24434","19.93856"
"73.66200","1.24434","19.93376"
"73.76200","1.24434","19.93523"
"73.86200","1.24434","19.92109"
"73.96200","1.24434","19.92127"
"74.06200","1.24434","19.92365"
"74.16200","1.24434","19.90436"
"74.26200","1.24434","19.90145"
"74.36200","1.24434","19.89871"
"74.46200","1.24434","19.89282"
"74.56200","1.24434","19.88894"
"74.66200","1.24434","19.88654"
"74.76200","1.24434","19.88047"
"74.86200","1.24434","19.87753"
"74.96200","1.24434","19.87193"
"75.06200","1.24434","19.86603"
"75.16200","1.24434","19.86574"
"75.26200","1.24434","19.85500"
"75.36200","1.24434","19.86046"
"75.46200","1.24434","19.83890"
"75.56200","1.24434","19.84413"
"75.66200","1.24434","19.83810"
"75.76200","1.24434","19.83329"
"75.86200","1.24434","19.82765"
"75.96200","1.24434","19.82169"
"76.06200","1.24434","19.81258"
"76.16200","1.24434","19.81979"
"76.26200","1.24434","19.80854"
"76.36200","1.24434","19.80059"
"76.46200","1.24434","19.79861"
"76.56200","1.24434","19.79473"
"76.66200","1.24434","19.79150"
"76.76200","1.24434","19.78503"
"76.86200","1.24434","19.77580"
"76.96200","1.24434","19.77262"
"77.06200","1.24434","19.77829"
"77.16200","1.24434","19.76991"
"77.26200","1.24434","19.76291"
"77.36200","1.24434","19.75497"
"77.46200","1.24434","19.75879"
"77.56200","1.24434","19.75607"
"77.66200","1.24434","19.74343"
"77.76200","1.24434","19.73952"
"77.86100","1.24434","19.74003"
"77.86200","1.24434","19.73997"
"77.88600","1.24434","19.73582"
"77.98600","1.22970","18.31879"
"78.08600","1.18974","14.76647"
"78.18600","1.15434","12.26116"
"78.28600","1.11922","10.17724"
"78.38600","1.08459","8.44427"
"78.48600","1.04977","6.97358"
"78.58600","1.01483","5.71882"
"78.68600","0.97982","4.67151"
"78.78600","0.94486","3.78221"
"78.88600","0.90994","3.04002"
"78.98600","0.87532","2.43783"
"79.08600","0.84045","1.92714"
"79.18600","0.80547","1.51492"
"79.28600","0.77051","1.19013"
"79.38600","0.73550","0.93243"
"79.48600","0.70079","0.73220"
"79.58600","0.66585","0.56312"
"79.68600","0.63103","0.44885"
"79.78600","0.59608","0.35972"
"79.88600","0.56108","0.28593"
"79.98600","0.52619","0.22538"
