Strain : Tensile strain (Extension) gauge length,100,mm,,,,
2.69,0.94913,43.48955,,,,
2.7,0.95272,43.82306,,,,
2.71,0.95628,44.14977,,,,
2.72,0.95981,44.47689,,,,
2.73,0.96335,44.81353,,,,
2.74,0.96692,45.16378,,,,
2.75,0.97052,45.52433,,,,
2.76,0.97415,45.8904,,,,
2.77,0.9778,46.26014,,,,
2.78,0.98143,46.62741,,,,
2.79,0.98503,46.98837,,,,
2.8,0.98861,47.33985,,,,
2.81,0.99218,47.68575,,,,
2.82,0.99576,48.03283,,,,
2.83,0.99939,48.38574,,,,
2.84,1.00307,48.74797,,,,
2.85,1.00677,49.12193,,,,
2.86,1.01048,49.50039,,,,
2.87,1.01414,49.87661,,,,
2.88,1.01775,50.24491,,,,
2.89,1.0213,50.60633,,,,
2.9,1.02481,50.96006,,,,
2.91,1.02829,51.30579,,,,
2.92,1.03179,51.65161,,,,
2.93,1.03534,52.00341,,,,
2.94,1.03898,52.3683,,,,
2.95,1.04268,52.74699,,,,
2.96,1.0464,53.1324,,,,
2.97,1.05009,53.51688,,,,
2.98,1.0537,53.89275,,,,
2.99,1.05724,54.26287,,,,
3,1.06074,54.62574,,,,
3.01,1.06421,54.98288,,,,
3.02,1.06768,55.3404,,,,
3.03,1.07119,55.70482,,,,
3.04,1.07478,56.0758,,,,
3.05,1.07845,56.45952,,,,
3.06,1.08216,56.85045,,,,
3.07,1.08587,57.24044,,,,
3.08,1.08954,57.62709,,,,
3.09,1.09314,58.00967,,,,
3.1,1.09667,58.387,,,,
3.11,1.10016,58.76347,,,,
3.12,1.10362,59.13681,,,,
3.13,1.10712,59.51399,,,,
3.14,1.11069,59.90005,,,,
3.15,1.11433,60.29636,,,,
3.16,1.11802,60.69474,,,,
3.17,1.12172,61.09753,,,,
3.18,1.12539,61.49598,,,,
3.19,1.12901,61.88663,,,,
3.2,1.13256,62.27015,,,,
3.21,1.13606,62.64919,,,,
3.22,1.13952,63.02687,,,,
3.23,1.14301,63.41031,,,,
3.24,1.14656,63.80614,,,,
3.25,1.15017,64.20831,,,,
3.26,1.15382,64.61522,,,,
3.27,1.15749,65.02258,,,,
3.28,1.16114,65.42236,,,,
3.29,1.16475,65.81828,,,,
3.3,1.16834,66.20809,,,,
3.31,1.17189,66.59659,,,,
3.32,1.17542,66.98847,,,,
3.33,1.17896,67.38932,,,,
3.34,1.18255,67.8044,,,,
3.35,1.1862,68.23003,,,,
3.36,1.18989,68.6588,,,,
3.37,1.19358,69.08575,,,,
3.38,1.19726,69.50207,,,,
3.39,1.2009,69.90813,,,,
3.4,1.20452,70.30217,,,,
3.41,1.20811,70.69204,,,,
3.42,1.21168,71.08263,,,,
3.43,1.21525,71.47753,,,,
3.44,1.21884,71.88409,,,,
3.45,1.22245,72.29993,,,,
3.46,1.22608,72.72278,,,,
3.47,1.22969,73.14097,,,,
3.48,1.23327,73.54488,,,,
3.49,1.23683,73.93953,,,,
3.5,1.24037,74.32381,,,,
3.51,1.2439,74.70777,,,,
3.52,1.24745,75.10011,,,,
3.53,1.25104,75.50454,,,,
3.54,1.25467,75.92475,,,,
3.55,1.25833,76.35168,,,,
3.56,1.26198,76.78155,,,,
3.57,1.26558,77.20419,,,,
3.58,1.26913,77.61728,,,,
3.59,1.27266,78.02245,,,,
3.6,1.27619,78.42065,,,,
3.61,1.27971,78.81642,,,,
3.62,1.28326,79.21651,,,,
3.63,1.28686,79.62144,,,,
3.64,1.29051,80.04077,,,,
3.65,1.29418,80.46664,,,,
3.66,1.29785,80.89616,,,,
3.67,1.30146,81.32403,,,,
3.68,1.30503,81.74641,,,,
3.69,1.30855,82.16058,,,,
3.7,1.31206,82.56956,,,,
3.71,1.31555,82.97287,,,,
3.72,1.31908,83.3768,,,,
3.73,1.32266,83.78964,,,,
3.74,1.32631,84.21451,,,,
3.75,1.33,84.64594,,,,
3.76,1.33369,85.07626,,,,
3.77,1.33735,85.50649,,,,
3.78,1.34095,85.93004,,,,
3.79,1.34449,86.34827,,,,
3.8,1.34799,86.75822,,,,
3.81,1.35147,87.16618,,,,
3.82,1.35499,87.58138,,,,
3.83,1.35857,88.00888,,,,
3.84,1.36222,88.44212,,,,
3.85,1.36594,88.87489,,,,
3.86,1.36967,89.3053,,,,
3.87,1.37339,89.73095,,,,
3.88,1.37706,90.1461,,,,
3.89,1.38067,90.55183,,,,
3.9,1.38422,90.95589,,,,
3.91,1.38773,91.35527,,,,
3.92,1.39125,91.76067,,,,
3.93,1.39481,92.17648,,,,
3.94,1.39841,92.59749,,,,
3.95,1.40206,93.01799,,,,
3.96,1.40571,93.43746,,,,
3.97,1.40936,93.85164,,,,
3.98,1.41299,94.25915,,,,
3.99,1.41659,94.66474,,,,
4,1.42015,95.06336,,,,
4.01,1.42366,95.45825,,,,
4.02,1.42718,95.86167,,,,
4.03,1.43072,96.28078,,,,
4.04,1.43431,96.71096,,,,
4.05,1.43794,97.14088,,,,
4.051,1.43831,97.18398,,,,
4.052,1.43867,97.22709,,,,
4.152,1.43692,94.38426,,,,
4.204,1.41606,89.28825,,,,
4.261,1.39398,84.2146,,,,
4.325,1.3704,79.21266,,,,
4.393,1.34606,74.2065,,,,
4.465,1.32001,69.16888,,,,
4.541,1.29286,64.13148,,,,
4.621,1.26411,59.08364,,,,
4.705,1.23359,54.04319,,,,
4.794,1.20147,49.02579,,,,
4.889,1.16735,44.01018,,,,
4.989,1.13175,39.134,,,,
5.089,1.09584,34.58554,,,,
5.189,1.05974,30.40602,,,,
5.289,1.02363,26.57524,,,,
5.389,0.98752,23.08712,,,,
5.489,0.95179,19.96787,,,,
5.589,0.91598,17.13913,,,,
5.689,0.88004,14.62185,,,,
5.789,0.84405,12.38344,,,,
5.889,0.80793,10.404,,,,
5.989,0.77214,8.69211,,,,
6.089,0.73619,7.18742,,,,
6.189,0.70022,5.87947,,,,
6.289,0.66426,4.75586,,,,
6.389,0.62834,3.79414,,,,
6.489,0.59259,3.00309,,,,
6.589,0.55663,2.32463,,,,
6.689,0.52073,1.78317,,,,
6.789,0.48452,1.34798,,,,
6.889,0.44859,1.00397,,,,
6.989,0.41268,0.74197,,,,
7.089,0.37706,0.54749,,,,
7.189,0.34105,0.40004,,,,
7.289,0.30499,0.28862,,,,
7.389,0.26899,0.21286,,,,
7.489,0.23288,0.15873,,,,
7.589,0.19716,0.12074,,,,
7.689,0.16126,0.09463,,,,
7.789,0.12528,0.0752,,,,
7.889,0.08932,0.06055,,,,
7.989,0.05339,0.05131,,,,
8.089,0.01762,0.04597,,,,
8.137,0.00024,0.03462,,,,
8.138,-0.00014,0.03487,,,,
8.139,-0.00051,0.03521,,,,
8.239,0.00056,0.0599,,,,
8.339,0.04037,0.06566,,,,
8.439,0.07731,0.0899,,,,
8.539,0.11342,0.11519,,,,
8.639,0.1494,0.1631,,,,
8.739,0.18535,0.21418,,,,
8.839,0.22132,0.29015,,,,
8.939,0.25737,0.40404,,,,
9.003,0.28046,0.50198,,,,
9.004,0.28081,0.50396,,,,
9.005,0.28116,0.50591,,,,
9.01,0.28292,0.52325,,,,
9.015,0.28508,0.59536,,,,
9.02,0.28891,0.71205,,,,
9.025,0.2963,0.87786,,,,
9.03,0.3094,1.1122,,,,
9.035,0.33035,1.47438,,,,
9.04,0.36111,2.06954,,,,
9.045,0.40336,3.09158,,,,
9.05,0.45846,4.84563,,,,
9.055,0.52747,7.77682,,,,
9.06,0.61115,12.48312,,,,
9.065,0.71,19.66951,,,,
9.07,0.8243,29.99109,,,,
9.075,0.95405,43.84218,,,,
9.08,1.09859,61.02299,,,,
9.085,1.2556,80.7543,,,,
9.09,1.42173,102.00037,,,,
9.095,1.59375,123.68425,,,,
9.1,1.76924,144.37949,,,,
9.105,1.94673,163.60515,,,,
9.11,2.12542,181.42586,,,,
9.115,2.305,197.7811,,,,
9.12,2.48534,212.58678,,,,
9.125,2.66639,225.79642,,,,
9.13,2.84805,237.51498,,,,
9.135,3.03015,247.9068,,,,
9.14,3.2125,257.0769,,,,
9.145,3.39492,264.90637,,,,
9.15,3.57723,268.79779,,,,
9.155,3.75931,253.79124,,,,
9.16,3.94112,223.91649,,,,
9.165,4.12268,187.02782,,,,
9.17,4.30401,148.59123,,,,
9.175,4.48514,112.24882,,,,
9.18,4.66605,80.08685,,,,
9.185,4.84676,53.11566,,,,
9.19,5.02726,31.63803,,,,
9.195,5.20755,15.36242,,,,
9.2,5.38765,3.70399,,,,
9.205,5.56762,-4.07771,,,,
9.21,5.7475,-8.73148,,,,
9.215,5.92732,-11.0125,,,,
9.22,6.1071,-11.59903,,,,
9.225,6.28686,-11.04799,,,,
9.23,6.46663,-9.82005,,,,
9.235,6.6464,-8.24146,,,,
9.24,6.82616,-6.57202,,,,
9.245,7.00591,-4.97452,,,,
9.25,7.18568,-3.55165,,,,
9.255,7.36545,-2.34864,,,,
9.26,7.5452,-1.38813,,,,
9.265,7.72493,-0.65653,,,,
9.27,7.90465,-0.13875,,,,
9.275,8.08438,0.20381,,,,
9.28,8.26412,0.42024,,,,
9.285,8.44387,0.52034,,,,
9.29,8.62366,0.5484,,,,
9.295,8.80347,0.52131,,,,
9.3,8.98328,0.47083,,,,
9.305,9.16308,0.4021,,,,
9.31,9.34288,0.33496,,,,
9.315,9.52267,0.26729,,,,
9.32,9.70245,0.20524,,,,
9.325,9.88221,0.16216,,,,
9.33,10.06195,0.12315,,,,
9.335,10.24166,0.09213,,,,
9.34,10.42134,0.0653,,,,
9.345,10.601,0.0507,,,,
9.35,10.78066,0.0351,,,,
9.355,10.96033,0.02863,,,,
9.36,11.14002,0.02319,,,,
9.365,11.31971,0.02307,,,,
9.37,11.4994,0.02524,,,,
9.375,11.6791,0.03023,,,,
9.38,11.85881,0.03674,,,,
9.385,12.03851,0.03746,,,,
9.39,12.21821,0.0455,,,,
9.395,12.39793,0.05082,,,,
9.4,12.57765,0.06089,,,,
9.405,12.75735,0.07359,,,,
9.41,12.93704,0.07806,,,,
9.415,13.11672,0.08015,,,,
9.42,13.29641,0.08596,,,,
9.425,13.47611,0.08847,,,,
9.43,13.6558,0.09472,,,,
9.435,13.83549,0.10466,,,,
9.44,14.01519,0.11617,,,,
9.445,14.1949,0.12699,,,,
9.45,14.3746,0.13506,,,,
9.455,14.5543,0.14097,,,,
9.46,14.73402,0.1465,,,,
9.465,14.91375,0.15744,,,,
9.47,15.09347,0.16882,,,,
9.475,15.27317,0.18886,,,,
9.48,15.45286,0.19641,,,,
9.485,15.63253,0.20991,,,,
9.49,15.8122,0.21528,,,,
9.495,15.99187,0.22849,,,,
9.5,16.17156,0.24043,,,,
9.505,16.35126,0.25527,,,,
9.51,16.53096,0.26904,,,,
9.515,16.71064,0.28458,,,,
9.52,16.89032,0.29849,,,,
9.525,17.06999,0.31597,,,,
9.53,17.24964,0.33458,,,,
9.535,17.4293,0.35365,,,,
9.54,17.60897,0.38074,,,,
9.545,17.78865,0.40929,,,,
9.55,17.96835,0.43041,,,,
9.555,18.14804,0.44765,,,,
9.558,18.25587,0.45896,,,,
