Strain : Tensile strain (Extension) gauge length,"100.00000",mm
"2.85000","0.81574","20.44268"
"2.86000","0.81859","20.57201"
"2.87000","0.82141","20.70001"
"2.88000","0.82419","20.82726"
"2.89000","0.82698","20.95708"
"2.90000","0.82980","21.08760"
"2.91000","0.83267","21.22017"
"2.92000","0.83561","21.35903"
"2.93000","0.83861","21.50186"
"2.94000","0.84164","21.64480"
"2.95000","0.84468","21.79064"
"2.96000","0.84771","21.93064"
"2.97000","0.85069","22.06458"
"2.98000","0.85363","22.19627"
"2.99000","0.85653","22.32536"
"3.00000","0.85938","22.45442"
"3.01000","0.86218","22.58164"
"3.02000","0.86498","22.71223"
"3.03000","0.86781","22.84676"
"3.04000","0.87071","22.99105"
"3.05000","0.87366","23.13827"
"3.06000","0.87666","23.28351"
"3.07000","0.87965","23.42843"
"3.08000","0.88264","23.56985"
"3.09000","0.88558","23.70443"
"3.10000","0.88848","23.83747"
"3.11000","0.89136","23.96795"
"3.12000","0.89421","24.09574"
"3.13000","0.89706","24.22633"
"3.14000","0.89990","24.36412"
"3.15000","0.90275","24.50390"
"3.16000","0.90563","24.64823"
"3.17000","0.90855","24.79777"
"3.18000","0.91150","24.94835"
"3.19000","0.91447","25.09757"
"3.20000","0.91745","25.24900"
"3.21000","0.92042","25.39877"
"3.22000","0.92337","25.54548"
"3.23000","0.92630","25.68519"
"3.24000","0.92921","25.82018"
"3.25000","0.93209","25.95487"
"3.26000","0.93496","26.09340"
"3.27000","0.93784","26.23725"
"3.28000","0.94073","26.38581"
"3.29000","0.94365","26.53702"
"3.30000","0.94660","26.69027"
"3.31000","0.94956","26.84031"
"3.32000","0.95251","26.99128"
"3.33000","0.95545","27.14260"
"3.34000","0.95835","27.29151"
"3.35000","0.96122","27.43693"
"3.36000","0.96409","27.58128"
"3.37000","0.96697","27.72285"
"3.38000","0.96986","27.86629"
"3.39000","0.97278","28.01281"
"3.40000","0.97574","28.16324"
"3.41000","0.97876","28.31881"
"3.42000","0.98181","28.47874"
"3.43000","0.98487","28.63920"
"3.44000","0.98788","28.79660"
"3.45000","0.99083","28.95034"
"3.46000","0.99372","29.09999"
"3.47000","0.99656","29.24678"
"3.48000","0.99939","29.39285"
"3.49000","1.00222","29.53672"
"3.50000","1.00505","29.67718"
"3.51000","1.00791","29.81952"
"3.52000","1.01082","29.96772"
"3.53000","1.01378","30.12106"
"3.54000","1.01680","30.28341"
"3.55000","1.01985","30.44725"
"3.56000","1.02288","30.60556"
"3.57000","1.02585","30.76001"
"3.58000","1.02876","30.91338"
"3.59000","1.03159","31.06135"
"3.60000","1.03440","31.20871"
"3.61000","1.03721","31.35771"
"3.62000","1.04001","31.50457"
"3.63000","1.04284","31.65220"
"3.64000","1.04571","31.80260"
"3.65000","1.04865","31.95575"
"3.66000","1.05164","32.11503"
"3.67000","1.05468","32.28349"
"3.68000","1.05772","32.44830"
"3.69000","1.06074","32.61118"
"3.70000","1.06372","32.77034"
"3.71000","1.06664","32.92354"
"3.72000","1.06949","33.07220"
"3.73000","1.07231","33.22122"
"3.74000","1.07510","33.36761"
"3.75000","1.07789","33.51789"
"3.76000","1.08071","33.66923"
"3.77000","1.08357","33.82532"
"3.78000","1.08650","33.98889"
"3.79000","1.08949","34.15677"
"3.80000","1.09250","34.32272"
"3.81000","1.09550","34.48603"
"3.82000","1.09849","34.64656"
"3.83000","1.10145","34.80367"
"3.84000","1.10436","34.95765"
"3.85000","1.10725","35.11079"
"3.86000","1.11011","35.26649"
"3.87000","1.11294","35.42102"
"3.88000","1.11576","35.57744"
"3.89000","1.11861","35.74049"
"3.90000","1.12151","35.90664"
"3.91000","1.12446","36.07941"
"3.92000","1.12746","36.25303"
"3.93000","1.13047","36.42348"
"3.94000","1.13347","36.58920"
"3.95000","1.13643","36.74762"
"3.96000","1.13937","36.90395"
"3.97000","1.14228","37.05859"
"3.98000","1.14516","37.21056"
"3.99000","1.14802","37.36408"
"4.00000","1.15087","37.52223"
"4.01000","1.15371","37.68255"
"4.02000","1.15660","37.84771"
"4.03000","1.15954","38.01772"
"4.04000","1.16252","38.19500"
"4.05000","1.16553","38.37283"
"4.05600","1.16734","38.47842"
"4.05700","1.16764","38.49549"
"4.05800","1.16794","38.51252"
"4.15800","1.16689","37.45881"
"4.25800","1.13517","33.79496"
"4.35800","1.10536","30.71393"
"4.45800","1.07610","27.97463"
"4.55800","1.04651","25.40072"
"4.65800","1.01750","23.05382"
"4.75800","0.98841","20.85124"
"4.85800","0.95907","18.81123"
"4.95800","0.92985","16.91889"
"5.05800","0.90075","15.14492"
"5.15800","0.87177","13.51903"
"5.25800","0.84230","11.97781"
"5.35800","0.81327","10.58012"
"5.45800","0.78389","9.26644"
"5.55800","0.75455","8.07631"
"5.65800","0.72563","6.99807"
"5.75800","0.69674","6.01153"
"5.85800","0.66730","5.11675"
"5.95800","0.63800","4.31571"
"6.05800","0.60881","3.60983"
"6.15800","0.57968","2.98990"
"6.25800","0.55059","2.47007"
"6.35800","0.52157","1.99905"
"6.45800","0.49239","1.61558"
"6.55800","0.46287","1.27325"
"6.65800","0.43366","1.00794"
"6.75800","0.40464","0.78782"
"6.85800","0.37559","0.61295"
"6.95800","0.34642","0.47290"
"7.05800","0.31733","0.36871"
"7.15800","0.28788","0.29295"
"7.25800","0.25854","0.24906"
"7.35800","0.22950","0.21082"
"7.45800","0.20054","0.19226"
"7.55800","0.17137","0.17175"
"7.65800","0.14214","0.16295"
"7.75800","0.11285","0.15585"
"7.85800","0.08362","0.14140"
"7.95800","0.05455","0.14526"
"8.05800","0.02530","0.14541"
"8.14500","-0.00003","0.13936"
"8.14600","-0.00031","0.13967"
"8.14700","-0.00060","0.14006"
"8.24700","0.00039","0.14892"
"8.34700","0.03242","0.14982"
"8.44700","0.06280","0.15958"
"8.54700","0.09182","0.16791"
"8.64700","0.12102","0.19632"
"8.74700","0.15023","0.21636"
"8.84700","0.17948","0.25478"
"8.94700","0.20873","0.30866"
"9.04700","0.23818","0.39052"
"9.13400","0.26319","0.50031"
"9.13500","0.26348","0.50161"
"9.13600","0.26378","0.50299"
"9.14100","0.26529","0.51669"
"9.14600","0.26717","0.58414"
"9.15100","0.27062","0.69802"
"9.15600","0.27752","0.86410"
"9.16100","0.28999","1.09571"
"9.16600","0.31018","1.44140"
"9.17100","0.34007","1.98542"
"9.17600","0.38135","2.86757"
"9.18100","0.43542","4.28155"
"9.18600","0.50337","6.46541"
"9.19100","0.58597","9.68829"
"9.19600","0.68360","14.18723"
"9.20100","0.79524","20.02446"
"9.20600","0.91824","27.15004"
"9.21100","1.04943","35.37731"
"9.21600","1.18610","44.48080"
"9.22100","1.32632","54.27977"
"9.22600","1.46891","64.57634"
"9.23100","1.61322","75.12244"
"9.23600","1.75891","85.72733"
"9.24100","1.90576","96.28362"
"9.24600","2.05355","106.65881"
"9.25100","2.20202","114.29486"
"9.25600","2.35089","117.85227"
"9.26100","2.49992","119.23923"
"9.26600","2.64890","119.75290"
"9.27100","2.79769","120.22564"
"9.27600","2.94618","121.07849"
"9.28100","3.09430","122.45583"
"9.28600","3.24205","124.20702"
"9.29100","3.38946","123.39159"
"9.29600","3.53657","119.38234"
"9.30100","3.68345","110.58170"
"9.30600","3.83015","96.80653"
"9.31100","3.97671","81.02106"
"9.31600","4.12319","65.21120"
"9.32100","4.26961","50.62833"
"9.32600","4.41598","37.99170"
"9.33100","4.56230","27.61533"
"9.33600","4.70855","19.50202"
"9.34100","4.85475","13.47207"
"9.34600","5.00089","9.25963"
"9.35100","5.14701","6.56219"
"9.35600","5.29309","5.04174"
"9.36100","5.43914","4.38462"
"9.36600","5.58518","4.30798"
"9.37100","5.73120","4.60720"
"9.37600","5.87721","5.11114"
"9.38100","6.02321","5.70865"
"9.38600","6.16918","6.31242"
"9.39100","6.31514","6.86312"
"9.39600","6.46109","7.31519"
"9.40100","6.60704","7.66190"
"9.40600","6.75297","7.90283"
"9.41100","6.89890","8.05925"
"9.41600","7.04482","8.14806"
"9.42100","7.19075","8.17527"
"9.42600","7.33667","8.14692"
"9.43100","7.48258","8.06118"
"9.43600","7.62845","7.91348"
"9.44100","7.77430","7.73626"
"9.44600","7.92016","7.54931"
"9.45100","8.06604","7.35736"
"9.45600","8.21194","7.16179"
"9.46100","8.35786","6.96456"
"9.46600","8.50378","6.78024"
"9.47100","8.64972","6.60566"
"9.47600","8.79566","6.45476"
"9.48100","8.94160","6.32362"
"9.48600","9.08753","6.20914"
"9.49100","9.23345","6.09106"
"9.49600","9.37935","5.95208"
"9.50100","9.52527","5.79629"
"9.50600","9.67120","5.63630"
"9.51100","9.81712","5.48149"
"9.51600","9.96304","5.32498"
"9.52100","10.10894","5.14796"
"9.52600","10.25486","4.94502"
"9.53100","10.40080","4.72563"
"9.53600","10.54675","4.50448"
"9.54100","10.69270","4.28743"
"9.54600","10.83864","4.08388"
"9.55100","10.98460","3.89631"
"9.55600","11.13055","3.71736"
"9.56100","11.27649","3.54615"
"9.56600","11.42240","3.39652"
"9.57100","11.56830","3.27441"
"9.57600","11.71419","3.17937"
"9.58100","11.86007","3.10650"
"9.58600","12.00595","3.03869"
"9.59100","12.15181","2.97590"
"9.59600","12.29767","2.91388"
"9.60100","12.44353","2.85539"
"9.60600","12.58939","2.79586"
"9.61100","12.73525","2.72140"
"9.61600","12.88110","2.63475"
"9.62100","13.02697","2.53568"
"9.62600","13.17285","2.42416"
"9.63100","13.31876","2.30718"
"9.63600","13.46468","2.20067"
"9.64100","13.61061","2.10561"
"9.64600","13.75653","2.01981"
"9.65100","13.90245","1.93654"
"9.65600","14.04837","1.84769"
"9.66100","14.19428","1.75977"
"9.66600","14.34019","1.65879"
"9.67100","14.48608","1.55763"
"9.67600","14.63199","1.46882"
"9.68100","14.77791","1.39161"
"9.68400","14.86546","1.34881"
