DataType=double
version=2
endheader
time,height,activation,active_fiber_force,active_force_length_multiplier,fiber_active_power,fiber_force,fiber_length,fiber_velocity,force_velocity_multiplier,muscle_power,muscle_stiffness,normalized_fiber_length,normalized_fiber_velocity,passive_fiber_force,passive_force_multiplier,pennation_angle,potential_energy,power,speed,tendon_force,tendon_length,tendon_power,tendon_stiffness,tendon_strain,tendon_velocity
0.1,0.9740199765254582,0.2999954811091776,352.1463077193072,0.1156842847182513,-62.67072592961316,379.1912604076872,0.2777351518115941,0.165274710873433,1.127435099269861,-60.01998118125832,18422.77579637248,0.5049730032938075,0.03004994743153328,27.04495268837995,0,0,0.154466684759252,-60.01998118125832,0.1582841888573523,379.1912610762978,0.2562263963976281,2.650744858859261,472621.3065784907,0.003372296573482592,-0.006990522016080691
0.11,0.9685807749434909,0.2999984227287444,415.5180719572368,0.1284975128149188,-179.5432227976471,477.0982591246824,0.2797646995192729,0.376323366023279,1.197660467944073,-127.4969417403029,19616.24273899,0.5086630900350415,0.06842243018605072,61.58018716744565,0,0,0.2429458063319115,-127.4969417403029,0.2672341374169289,477.0982591246824,0.2564330709781291,52.04628105734415,474741.9658379454,0.004181625945460343,-0.1090892286063501
0.12,0.9627836193256945,0.2999994494970501,460.9917567285369,0.1441897958829158,-162.5884016634139,512.867485932319,0.2822389939704411,0.3170183451342243,1.184119860477425,-118.4431776378965,19485.30409745145,0.5131618072189837,0.05763969911531352,51.87572920378216,0,0,0.2802130388081573,-118.4431776378965,0.2309430425728309,512.8674859323543,0.2565083615662445,44.14522402552858,475417.7635628454,0.004476460870237231,-0.08607530256139342
0.13,0.9562990057405364,0.2999998078626889,488.2982463674589,0.1569496170216943,-114.3528726800399,524.0081637883126,0.284244028987469,0.218227273127439,1.152289005974063,-93.28646907455753,19031.19596424876,0.5168073254317618,0.03967768602317072,35.70991742085365,0,0,0.2923591899330943,-93.28646907455753,0.1780248391554505,524.0081637883137,0.2565317899504541,21.06640360548259,475623.019770317,0.004568205483594268,-0.04020243397198844
0.14,0.9493351433121336,0.2999999329411436,540.9967766267717,0.1686462002328362,-198.3671094148434,595.5052352102489,0.2860778059917894,0.3331072468990267,1.188103977677745,-146.3121184607327,19637.11125822612,0.520141465439617,0.06056495398164121,54.50845858347709,0,0,0.3763862248434592,-146.3121184607327,0.245694092696021,595.5052352103304,0.2566819078010169,52.0549909541378,476923.1266352523,0.00515606096840604,-0.08741315420300572
0.15,0.94221279585239,0.2999999765948825,597.1226454083462,0.1854406830326527,-230.8723777204269,654.8168205833175,0.2887053493040615,0.352575514958158,1.192599967675197,-181.9594025559587,19751.60150039626,0.5249188169164755,0.06410463908330144,57.6941751749713,0,0,0.4540416366020934,-181.9594025559587,0.2778783269401137,654.8168205833961,0.2568061267564315,48.91297516449589,478042.8030025148,0.005642497418063996,-0.07469718801804426
0.16,0.93462088621113,0.2999999918313361,637.9939944922602,0.2009629637323253,-196.2723556094888,684.8882089557413,0.2911293702544016,0.2865757550546068,1.175809084816881,-149.9927515374438,19514.82516051958,0.5293261277352757,0.05210468273720122,46.8942144634811,0,0,0.496152128442648,-149.9927515374438,0.2190032615193177,684.8882089557984,0.2568689923742538,46.27960407206136,478651.3635990252,0.005888676657270775,-0.06757249353528902
0.17,0.9265726504853025,0.2999999971488506,654.5643560239904,0.2150712931811269,-112.3621065607481,681.5421822072158,0.2933296772970622,0.1648644933419331,1.127213407656898,-167.2739805234396,18759.83325149491,0.5333266859946585,0.02997536242580601,26.97782618322541,0,0,0.491375744570166,-167.2739805234396,0.2454345231885914,681.5421822092511,0.2568620013351938,-54.911873962356,478581.7540156071,0.005861300028571659,0.08057002984665831
0.18,0.9183200707233877,0.2999999990048972,719.8665346452951,0.2317833683046411,-161.0386178291897,754.7797321063039,0.2959332431467289,0.2133584289283868,1.150286312121241,-214.6738787676742,19150.34188612771,0.5380604420849616,0.03879244162334305,34.91319746100874,0,0,0.6010876939827936,-214.6738787676742,0.2844192411045455,754.7797326720429,0.2570147737745819,-53.63526081777929,480257.7783796088,0.006459550776804823,0.07106081217615867
0.19,0.9097251354902526,0.2999999996526868,775.5327708892636,0.2477934664293642,-192.1002864777726,814.1434040719508,0.2984251864006614,0.2359538694497554,1.159168415778344,-192.788944619704,19309.52933561664,0.5425912480012025,0.04290070353631916,38.61063318268724,0,0,0.6978860302982385,-192.788944619704,0.2367997378047494,814.1434040719506,0.257138171152121,-0.688658141931516,481966.8135240587,0.0069427699604383,0.0008458683549939505
0.2,0.9007868840863744,0.2999999998787802,822.6184418463571,0.2624863411240782,-207.022123543858,861.9217182037434,0.3007105696453046,0.2401866888506939,1.160721338102771,-223.2681889663927,19347.79118934955,0.5467464902641902,0.04367030706376252,39.30327635738627,0,0,0.7808154449939315,-223.2681889663927,0.2590353442209191,861.9217182037435,0.257237130131142,-16.2460654225347,483724.594524988,0.007330289355172104,0.01884865537022518
0.21,0.8916395082930958,0.2999999999576911,872.0125980924975,0.2797037326129283,-203.7311334203859,908.6999785475022,0.3033871516630677,0.2242006583361396,1.154677579564654,-253.1587110967295,19264.35823226491,0.5516130030237594,0.04076375606111629,36.68738045500466,0,0,0.8662382569226146,-253.1587110967295,0.2785943842909472,908.6999787919121,0.2573336211576107,-49.42757762154672,485973.1247017686,0.007708144346647572,0.05439372595480757
0.22,0.8822211790870249,0.299999999985233,933.3179927759496,0.2954865380833814,-260.86808907199,977.0099779627527,0.3058396184225387,0.2670065761415747,1.169844599070131,-237.6663361598481,19522.16168440901,0.5560720334955248,0.04854665020755904,43.69198518680314,0,0,0.9981499836507336,-237.6663361598481,0.24325886277582,977.0099779627526,0.2574735363517528,23.20175291214183,490920.4272553625,0.008256046637924452,-0.02374771336575476
0.23,0.8725614617928708,0.2999999999948459,947.7914933989412,0.3117627677822031,-158.4080590539353,974.3939959412927,0.3083679090610825,0.1625708488699261,1.125964748604345,-262.6321945791144,18823.0135405638,0.5606689255656044,0.02955833615816838,26.60250254235154,0,0,0.9929494335231233,-262.6321945791144,0.2695338802097198,974.3939959413067,0.2574682062911795,-104.2241355251768,490676.1441623167,0.008235174334393358,0.1069630313397937
0.24,0.8627150487314753,0.2999999999982011,1037.742244833195,0.3279964284775079,-295.7897593089432,1082.457142729425,0.3108889308285617,0.2732577093658478,1.171808428994864,-287.9953834310243,19591.82514678436,0.5652526015064758,0.04968321988469959,44.71489789622963,0,0,1.216008309987163,-287.9953834310243,0.2660570770541931,1082.457142729425,0.2576851685779201,7.794375877918908,509434.1204114475,0.009084789951587346,-0.007200632311654687
0.25,0.8526675382876181,0.2999999999993721,1063.782384691323,0.3441469360872389,-220.1148338088329,1096.627441830135,0.3133965547094214,0.2007197936260728,1.144840864463054,-273.5976747162158,19168.04427659692,0.5698119176534934,0.03649450793201323,32.84505713881191,0,0,1.24616978248835,-273.5976747162158,0.2494900859486177,1096.627441831749,0.2577128515752078,-53.482840907059,514517.5687780087,0.009193195459197723,0.0487702923225449
0.26,0.842450866005228,0.2999999999997808,1131.024890794995,0.3600571228040065,-290.2741143020439,1171.568322707181,0.3158665255433333,0.247765417241137,1.163421249494845,-316.021559449272,19551.93329016225,0.5743027737151515,0.04504825768020673,40.54343191218606,0,0,1.403809845997463,-316.021559449272,0.2697423217132957,1171.568322842441,0.2578519397313629,-25.74744511371547,579053.2221094416,0.00973785910287206,0.02197690447215866
0.27,0.8320830752033997,0.2999999999999235,1197.039100186452,0.3762589903499077,-367.762405481188,1245.361845060787,0.3183815454924769,0.295305663120936,1.178304907669279,-315.4751787008994,19890.22509283611,0.5788755372590489,0.0536919387492611,48.32274487433499,0,0,1.545184360047882,-315.4751787008994,0.2533200932340277,1245.361845060787,0.2579690080581739,52.28722678028878,673456.4676373714,0.01019629397757571,-0.04198556988690832
0.28,0.8215778315388672,0.2999999999999733,1219.576626145847,0.3923672165226696,-270.5163129956005,1254.852722665669,0.3208818919573783,0.2155761453989164,1.151204860395432,-321.6939302092431,19463.8948925625,0.5834216217406877,0.03919566279980298,35.27609651982268,0,0,1.562531788069475,-321.6939302092431,0.2563599093329038,1254.852722667716,0.2579828850835891,-51.1776172132015,694724.8586142419,0.0102506358527934,0.04078376393398742
0.29,0.810949354534199,0.2999999999999907,1215.005024744493,0.4093493584210058,-147.216147423309,1234.518634630276,0.3235178302103286,0.1192498381908982,1.099310043509771,-318.8402110964421,18579.61467151998,0.588214236746052,0.02168178876198149,19.51360988578334,0,0,1.524911137006582,-318.8402110964421,0.2582708775173216,1234.518634703823,0.2579526575573617,-171.6240636643627,654665.8488990011,0.01013226607186168,0.1390210393264234
0.3,0.8002182416646532,0.2999999999999968,1308.658149796316,0.4246143891770656,-259.1075726319315,1340.292601066433,0.325887334888987,0.1933216466507142,1.141478517879793,-331.1847132010125,19371.71168828526,0.5925224270708853,0.03514939030012985,31.63445127011687,0,0,1.708636325148286,-331.1847132010125,0.2470988147942381,1340.292601066475,0.2580955651809314,-72.07714056907278,797636.3689125034,0.01069188659681508,0.05377716814352387
0.31,0.7893988424868456,0.2999999999999989,1363.235620121386,0.4403560068635648,-285.8508284984388,1396.725095095506,0.3283312386215724,0.2046579026196224,1.146577027806673,-355.5654905864509,19462.83719841521,0.5969658884028588,0.03721052774902225,33.48947497412002,0,0,1.804124123197428,-355.5654905864509,0.2545708470728847,1396.725095095633,0.2581653460610574,-69.71466208798593,817468.6487201458,0.01096514572598095,0.04991294445326236
0.32,0.7785085552567222,0.2999999999999995,1417.796077366856,0.4560575579986482,-313.9935492521408,1453.15417191587,0.3307697560820347,0.2160772444661978,1.151410932840144,-356.2352265757325,19540.53457733489,0.6013995565127903,0.03928677172112687,35.35809454901418,0,0,1.901799225398095,-356.2352265757325,0.2451462022821571,1453.154171916213,0.2582338957668894,-42.24167732351761,827980.6378790637,0.0112335836259676,0.02906895781595925
0.33,0.7675664710075841,0.2999999999999998,1469.386447003763,0.471359839969537,-337.2354622485648,1506.028505588192,0.3331475357157737,0.2239236913492913,1.154568455872605,-370.1531483933927,19584.08737797545,0.6057227922104976,0.04071339842714387,36.64205858442948,0,0,1.995910290006042,-370.1531483933927,0.2457809709575767,1506.028505588756,0.258297503284075,-32.91768614470165,834134.5560039356,0.01148266811333931,0.0218572796082854
0.34,0.7565803005522295,0.2999999999999999,1531.574253403011,0.4866403609306726,-399.941606841783,1573.174836313326,0.3355237347681754,0.2542257844519245,1.165644630046228,-382.3254906972005,19753.2994448742,0.6100431541239553,0.04622286990034989,41.60058291031491,0,0,2.119431713878982,-382.3254906972005,0.2430279723970943,1573.174836320906,0.2583777345555998,17.61611614650963,839331.463460271,0.01179685055628288,-0.01119781205483011
0.35,0.745572871021699,0.2999999999999999,1579.214680802707,0.501651426937721,-413.4944435132278,1620.957133891462,0.337860420178888,0.2550927688757223,1.165937730494761,-385.9347401813987,19737.13385030054,0.6142916730525235,0.0463805034319495,41.74245308875455,0,0,2.210201022205081,-385.9347401813987,0.2380906515729494,1620.957133897174,0.2584345700410304,27.55970333328631,841984.4266940816,0.01201941603878276,-0.0170021173027729
0.36,0.7345506162133505,0.2999999999999999,1575.585618309397,0.5170829113366113,-268.2379764736892,1602.968248686081,0.340265817463544,0.1673382967464005,1.128542862681455,-380.5928374812558,19088.72176896169,0.6186651226609891,0.0304251448629819,27.38263037668371,0,0,2.175743095011835,-380.5928374812558,0.2374300537725684,1602.96824868608,0.2584131936398848,-112.3548610075666,841062.0861108191,0.01193570690884327,0.07009175702616791
0.37,0.7235319650575102,0.2999999999999999,1642.947848506991,0.5315450184580566,-336.1105398132086,1675.768554192913,0.3425240039805406,0.2005709791917457,1.14477453841241,-388.0922701972594,19323.03899157148,0.6227709163282555,0.03646745076213558,32.82070568592202,0,0,2.31734820423229,-388.0922701972594,0.2315906150799993,1675.76855419292,0.2584995727291459,-51.98173038404949,844352.8629733289,0.01227396395958547,0.03101963588825357
0.38,0.7125284827563538,0.2999999999999999,1734.50304525665,0.5455045203748935,-522.1673295084908,1782.440446573337,0.3447082561799308,0.2929507858241965,1.177641085061497,-411.4966522873418,19822.19977060163,0.6267422839635106,0.05326377924076299,47.93740131668669,0,0,2.535335508157055,-411.4966522873418,0.2308613749591197,1782.440446610909,0.2586256447310665,110.6706772321556,847660.3870125694,0.01276765686507542,-0.06208941086507674
0.39,0.7015505400786911,0.2999999999999999,1728.993679553077,0.5602263265625128,-346.5103373699176,1761.18880335893,0.3470178866773724,0.1967479788135462,1.143052368483521,-397.4409853765669,19195.98127170608,0.6309416121406771,0.03577235978428113,32.19512380585302,0,0,2.490900055657346,-397.4409853765669,0.2256663139230553,1761.188803358932,0.25860056565056,-50.9306480066489,847103.2266501682,0.01266944819119353,0.02891833510950909
0.4,0.6906144474935676,0.2999999999999999,1804.179914189562,0.5738322400963606,-462.7988910914909,1845.221452870644,0.3491594251108134,0.2508094030510573,1.164477588294728,-411.9968559755346,19481.79279462648,0.634835318383297,0.04560170964564677,41.04153868108209,0,0,2.669557109423808,-411.9968559755346,0.2232777292581385,1845.221452871423,0.2586996440492033,50.80203511615166,849090.6216035741,0.01305743522838076,-0.02753167379291876
0.41,0.6797270025274066,0.2999999999999999,1782.978480862681,0.588119835308173,-283.8626646467801,1808.660609380337,0.3514173163891898,0.1569463409412305,1.122836470858841,-395.938077254594,18716.03142235794,0.6389405752530724,0.02853569835295099,25.68212851765589,0,0,2.590855085087227,-395.938077254594,0.2189123128187327,1808.660610070138,0.2586565654020925,-112.0754124995522,848293.7503736356,0.01288874097325121,0.06196597187750225
0.42,0.6689045848392892,0.2999999999999999,1876.429302544926,0.6010147857727811,-437.2181476247935,1913.812683074218,0.3534650659553277,0.2284539921234487,1.156333974153044,-412.7293632459705,19166.04062980134,0.642663756282414,0.04153708947699066,37.38338052929159,0,0,2.821269826923693,-412.7293632459705,0.2156581816476315,1913.812683074263,0.2587803634060769,24.48878437883334,850366.0079326545,0.01337352899398381,-0.01279581047581713
0.43,0.6581540899285634,0.2999999999999999,1887.876103050373,0.6143807840186266,-357.0567688687124,1918.333513535654,0.3556000911945765,0.1861286196322693,1.138078191389104,-406.8009644841098,18748.21205456775,0.6465456203537754,0.03384156720586715,30.45741048528043,0,0,2.831455859118039,-406.8009644841098,0.2120595619133717,1918.333513535654,0.2587856795041965,-49.74419561539737,850441.5941907431,0.01339434662110617,0.02593094228110238
0.44,0.6474884047752061,0.2999999999999999,1931.523489337669,0.6271071103482708,-376.4449449536555,1962.905580515649,0.3576477072995362,0.1917794460876537,1.140760578727562,-408.3391585534758,18647.37312731407,0.6502685587264294,0.03486899019775522,31.3820911779797,0,0,2.93312199352036,-408.3391585534758,0.2080279166796227,1962.905580515649,0.2588380680798053,-31.89421359982023,851139.6898713505,0.01359949818301298,0.01624847059196893
0.45,0.6369157729363081,0.2999999999999999,1984.060292906522,0.639423064315901,-425.5394226638429,2018.557075072626,0.3596465652896037,0.210813668792859,1.149219017157465,-413.19878620375,18608.73072603969,0.6539028459810976,0.038329757962338,34.4967821661042,0,0,3.063225065912203,-413.19878620375,0.2047000757652013,2018.557075072628,0.2589034226275951,12.34063646009322,851907.1626982004,0.01385542397219552,-0.006113593027657738
0.46,0.6264460379872613,0.2999999999999999,2002.435947371858,0.6516695166310577,-378.3276017632331,2032.889231329351,0.3616554468277744,0.1861034019624554,1.138066035841507,-407.6048288312636,18218.80697402641,0.6575553578686807,0.03383698217499189,30.4532839574927,0,0,3.097301391211848,-407.6048288312636,0.20050518373041,2032.889231329351,0.2589202444374911,-29.27722706803038,852088.7716338276,0.01392129750538773,0.01440178176795465
0.47,0.6160877052691974,0.2999999999999999,2009.77825131549,0.6636104117659578,-315.2809672680111,2035.128702587636,0.3636402922363308,0.1549194244408897,1.121685709121386,-400.0892526815118,17705.79090455219,0.6611641677024195,0.02816716808016177,25.35045127214559,0,0,3.102647114425881,-400.0892526815118,0.1965916220049142,2035.12870284732,0.2589228726083816,-84.80828537327046,852116.6092433876,0.01393158931723604,0.04167219756402452
0.48,0.6058496998943487,0.2999999999999999,2076.433362915783,0.6746462361517391,-400.452895913745,2107.526053600684,0.3655040751775132,0.1900108875188403,1.139929866146234,-406.5241981021981,17688.1200197207,0.6645528639591147,0.0345474340943346,31.09269068490114,0,0,3.278542456381526,-406.5241981021981,0.1928916595871525,2107.526053600685,0.2590077919897757,-6.071302188452962,852946.0641971276,0.01426413021048867,0.002880772068312137
0.49,0.5957392750847804,0.2999999999999999,2118.264156564334,0.6854406213081023,-430.498145437864,2151.013898955977,0.3673623188932867,0.2001373146155922,1.144580953944317,-406.972981286735,17392.55249828316,0.6679314888968849,0.0363886026573804,32.74974239164236,0,0,3.387075695114154,-406.972981286735,0.1892005353774165,2151.013898955978,0.2590587640767338,23.52516415112918,853387.2067047831,0.01446373485962438,-0.01093677923817574
0.5,0.585762842574772,0.2999999999999999,2142.445581044877,0.695904770449335,-414.446667989941,2173.645945488698,0.3692069220132279,0.1906688938233506,1.140239867643966,-402.4611156658452,16886.70003306609,0.6712853127513234,0.03466707160424556,31.200364443821,0,0,3.444413942889137,-402.4611156658452,0.1851548622723654,2173.645945488698,0.2590852809648155,11.98555232409574,853602.4038140513,0.01456757393033148,-0.005514031550985204
0.51,0.5759278841445938,0.2999999999999999,2173.877068952857,0.705791368541528,-422.9280247326816,2205.259499931755,0.371000933269362,0.1917815226488174,1.140761549452629,-399.9045893526829,16375.85050948299,0.6745471513988399,0.03486936775433044,31.38243097889739,0,0,3.525487586729667,-399.9045893526829,0.1813412840371206,2205.259499931755,0.2591223101619082,23.02343537999873,853888.2462760397,0.01471257878170329,-0.01044023861169682
0.52,0.5662390795778099,0.2999999999999999,2184.343258184914,0.7152830968982058,-380.7332222460666,2212.50223538614,0.3727851174229684,0.172082638451942,1.131043114339247,-392.1052878322213,15629.36048248069,0.6777911225872153,0.03128775244580764,28.15897720122687,0,0,3.544222764260582,-392.1052878322213,0.1772225498398668,2212.502236236395,0.2591307919130437,-11.37206543984066,853951.4719926269,0.01474579297912948,0.005139911387924856
0.53,0.556702600444491,0.2999999999999999,2213.47173567316,0.724045345389439,-391.0702489690811,2242.014509679038,0.3745033150212588,0.1744280633692535,1.132255530355865,-388.7958122060565,14959.12957519233,0.6809151182204705,0.03171419333986428,28.54277400587785,0,0,3.621184693924931,-388.7958122060565,0.1734136021544819,2242.014509679038,0.2591653464828806,2.274436763024638,854201.0106299012,0.01488110728937153,-0.001014461214771639
0.54,0.5473217868637588,0.2999999999999999,2230.859826072121,0.732271722930828,-376.981371695483,2258.177370577985,0.3761986209004294,0.1669405497580529,1.128330309846965,-382.6371077754163,14140.0115832217,0.6839974925462353,0.03035282722873689,27.3175445058632,0,0,3.663756845444144,-382.6371077754163,0.1694451076709961,2258.177371036085,0.2591842666339601,-5.655736003457788,854332.4728208554,0.01495519784251931,0.002504557912943239
0.55,0.5381009955209594,0.3,2260.666877786036,0.7397817952654749,-397.2458177878507,2289.064444852673,0.3778374189865443,0.1735406876294468,1.131798638690722,-379.3312708797686,13362.80029384432,0.6869771254300805,0.03155285229626305,28.39756706663674,0,0,3.745944355314883,-379.3312708797686,0.1657145440368623,2289.064445637243,0.2592204149364561,17.91454704423694,854574.2574247535,0.01509675314596404,-0.007826143592584517
0.5600000000000001,0.5290420146791717,0.3,2272.433748665007,0.7467655580428512,-378.3893065376125,2299.362194435982,0.3794624030780238,0.1645627241559605,1.127050009297419,-372.100998824981,12448.70456231795,0.6899316419600431,0.02992049530108372,26.92844577097535,0,0,3.773588706675215,-372.100998824981,0.1618279189216393,2299.362194759241,0.2592324645362925,6.288307765827875,854652.2754985966,0.01514393889587362,-0.002734805234321208
0.5700000000000001,0.5201475518058319,0.3,2300.117401737429,0.7530377237842428,-401.7231722876522,2328.350487543581,0.38102701264038,0.1725355243709342,1.131278430110769,-368.2987878184225,11648.56930315113,0.6927763866188726,0.03137009534016986,28.23308580615287,0,0,3.852060744594541,-368.2987878184225,0.158180132109488,2328.350488185811,0.2592663785077532,33.42438458003712,854865.4263701654,0.01527674464855533,-0.01435539226144622
0.58,0.5114179461270356,0.3,2310.317852320791,0.7588181999999339,-387.2026114292692,2337.424789666919,0.3825779300955307,0.1656535060041205,1.127639372167674,-361.026971933856,10791.63698033098,0.6955962365373285,0.03011881927347645,27.10693734612881,0,0,3.876823146369486,-361.026971933856,0.1544550111215258,2337.424789991427,0.2592769929934489,26.17563954916911,854930.2829755838,0.01531831054902133,-0.01119849488259475
0.59,0.5028537407972009,0.3,2313.804909207131,0.7640867144014335,-361.8368449592512,2339.117728995899,0.3841006171358406,0.1546894542646962,1.121554353760948,-352.4915383523767,9976.256904647891,0.698364758428801,0.02812535532085385,25.31281978876846,0,0,3.881453375412451,-352.4915383523767,0.1506942271298377,2339.117729099676,0.2592789731867473,9.345306622927692,854942.2883558514,0.01532606490659472,-0.003995227134858531
0.6,0.4944550480689815,0.3,2323.022599368808,0.7688434923410673,-353.0082582721307,2347.62827832176,0.3855791350531804,0.1503680380458206,1.119055762424653,-345.3850448495857,9279.551123971758,0.7010529728239643,0.02733964328105828,24.60567895295245,0,0,3.904779734365784,-345.3850448495857,0.1471208402240129,2347.628278384534,0.2592889273680023,7.623213431984189,855002.1989025444,0.01536504508134162,-0.003247197821807601
0.61,0.4862206453740964,0.3,2310.522055391893,0.7732603936434781,-303.8251250675169,2331.84289087441,0.3870509578298998,0.1302939946153862,1.106676245723971,-334.3458823205473,8581.513351329237,0.7037290142361814,0.02368981720279748,21.32083548251773,0,0,3.861579806040014,-334.3458823205473,0.1433826796943421,2331.842890879802,0.2592704637723437,-30.52075725232789,854890.4894200501,0.01529274238091949,0.01308868507895591
0.62,0.4781502348150278,0.3,2327.982762798909,0.7771912292174862,-316.1585864567473,2349.997695629022,0.3884479161205955,0.1345357006284729,1.109399856379994,-329.1581633783343,8100.726852117031,0.7062689384010826,0.02446103647790416,22.01493283011374,0,0,3.911288798416377,-329.1581633783343,0.140067440912516,2349.997695638071,0.2592916985822887,-12.99957692036964,855018.7491689837,0.01537589704539366,0.00553174028404313
0.63,0.4702418598599351,0.3,2346.41919833874,0.7808072396115787,-332.4211888499701,2369.377212057397,0.3898095265861563,0.1402989727251236,1.11300728713169,-324.1991936696662,7696.477454013155,0.7087445937930114,0.02550890413184064,22.95801371865658,0,0,3.964768346423213,-324.1991936696662,0.1368288645714218,2369.377212075314,0.2593143624115625,8.221995182817658,855152.0629339127,0.01546464769227174,-0.003470108153701745
0.64,0.4624935447048667,0.3,2360.212085622012,0.784171032457898,-341.1975411376278,2383.635268543594,0.3911440466950057,0.1431416734096657,1.114747406014876,-318.6077036310576,7339.707800461892,0.7111709939909193,0.02602575880175739,23.42318292158165,0,0,4.004389900706926,-318.6077036310576,0.1336646205199261,2383.635268568028,0.2593310345985066,22.58983751006772,855247.8955591528,0.01552993530798275,-0.009477052889739546
0.65,0.4549027522206489,0.3,2353.817936590514,0.7873669024532224,-311.4598781756542,2375.27488968033,0.3924731949869944,0.1311258244377648,1.107214969594486,-309.5867654094633,6973.163947605245,0.7135876272490806,0.02384105898868451,21.45695308981606,0,0,3.981129047927452,-309.5867654094633,0.1303372366515565,2375.274889685688,0.2593212588925705,1.873112766893401,855191.9283665328,0.01549165403543018,-0.0007885877862083002
