DataType=double
version=2
endheader
time,height,activation,active_fiber_force,active_force_length_multiplier,fiber_active_power,fiber_force,fiber_length,fiber_velocity,force_velocity_multiplier,muscle_power,muscle_stiffness,normalized_fiber_length,normalized_fiber_velocity,passive_fiber_force,passive_force_multiplier,pennation_angle,potential_energy,power,speed,tendon_force,tendon_length,tendon_power,tendon_stiffness,tendon_strain,tendon_velocity
0,1,0.05,0,0,-4066073.705999299,25794.5249137711,0.244255,157.6332078063789,1.4,-0,-4.448093774134949e-12,0.4441,28.66058323752344,25794.5249137711,0,0,333.3623023628536,-0,0,25794.5249137711,0.2788519423821383,4066073.705999299,1011600,0.1154077695285531,-157.6332078063789
0.01,1.000375636821705,0.234826044820432,193.5973045224511,0.08446417902215395,-20.69161954561579,209.7405862794694,0.272733562027033,0.09865338851511168,1.084521006284833,-21.29641051564082,13630.39601772948,0.4958792036855146,0.0179369797300203,16.14328175701827,0,0,0.06638348890591662,-21.29641051564082,0.1015369075361398,209.7405862795342,0.2509224504941365,-0.6047909700186274,377162.816888451,0.003689801976546114,0.002883519021028125
0.02,1.000279340096683,0.2787760676138636,235.9888407974152,0.08949527651996576,-14.01470347494001,245.336472994494,0.2735470877910243,0.05712441898214837,1.050977347853681,-18.6607670396287,15681.33583332039,0.4973583414382259,0.01038625799675425,9.347632197078823,0,0,0.0875723193793079,-18.6607670396287,0.07606193572237627,245.336472999319,0.2510156029844448,-4.646063564413072,386786.0070861976,0.004062411937779009,0.01893751674022789
0.03,0.9993410545213584,0.2927539208223935,259.7997395982441,0.09282777516833134,-19.11840366528143,271.3298603532745,0.2740840078124797,0.07046184905851886,1.062222606728904,-12.08818154190233,16656.17579694207,0.498334559659054,0.01281124528336706,11.53012075503036,0,0,0.1047965330234808,-12.08818154190233,0.04455160785122594,271.3298604680929,0.2510822859014755,7.03022213146942,392712.8823734247,0.004329143605901864,-0.02591024120729292
0.04,0.9975695867857489,0.2974897577795671,252.6143799281175,0.09491145399823706,1.635896132445738,251.5502102973955,0.2744190137154351,-0.006503258854412001,0.9940881909836072,-3.111263393627803,15889.37088151606,0.4989436613007912,-0.001182410700802182,-1.064169630721963,0,0,0.09155584099567961,-3.111263393627803,0.01236835934245308,251.5502102973934,0.2510316370394362,-4.747159526073528,388274.2889999276,0.004126548157744603,0.01887161819686508
0.05,0.9950263636493261,0.2991261311074389,262.6322833685335,0.09524673235754061,-7.145809162477806,267.0115479935067,0.2744728703164113,0.02676217270816909,1.024238652266034,-10.49869357471817,16447.18125398586,0.499041582393475,0.004865849583303472,4.379264624973125,0,0,0.1018332017269128,-10.49869357471817,0.0393192491246614,267.0115479935067,0.2510712767528387,-3.352884412240366,391779.6315568559,0.004285107011354983,0.01255707641649231
0.06,0.9925191539223508,0.2996952687008412,309.2732571140243,0.1015292512936836,-56.88891903129375,336.9045158355006,0.2754797692583303,0.1688576921867997,1.129350603684971,-60.53926392703786,18189.63330193318,0.5008723077424188,0.03070139857941813,27.63125872147632,0,0,0.154736624714936,-60.53926392703786,0.1796926460807584,336.9045158355006,0.2512465903589697,-3.650344895744107,405063.6588907973,0.004986361435878939,0.01083495389395864
0.07000000000000001,0.989850854689351,0.2998936665327117,341.4315239945071,0.1123508472456677,-59.81790993510645,368.0283481553881,0.2772054427139983,0.162536147649828,1.125945737992397,-60.31754749975998,18258.90668995816,0.5040098958436333,0.02955202684542326,26.59682416088094,0,0,0.1816476585325441,-60.31754749975998,0.1638937535922359,368.0283487180892,0.2513229479222582,-0.4996374731942599,410095.9419780234,0.005291791689032932,0.001357605942407941
0.08,0.9864361075622595,0.299962889138032,363.1972380150754,0.1209806995521595,-53.5317301898335,385.8969207451491,0.2785752578835752,0.1387202833504507,1.112029756139173,-45.84394742730111,18115.15849976864,0.5065004688792276,0.02522186970008194,22.69968273007374,0,0,0.1980172220359566,-45.84394742730111,0.1187984276681006,385.8969207520158,0.251366373960849,7.68778276348493,412834.5954204591,0.005465495843395951,-0.01992185568235004
0.09,0.9822830603597641,0.299987047843783,367.7795532785996,0.1274396252686655,-29.92868919509774,380.6456452194778,0.2795974875817979,0.07862611741647813,1.068902472371302,-38.41174661399024,17480.47470697774,0.5083590683305416,0.01429565771208693,12.86609194087824,0,0,0.1931373079900374,-38.41174661399024,0.1009120873622491,380.6456453140416,0.2513536416614003,-8.483057411457315,412039.0908624141,0.00541456664560136,0.02228596994577094
0.1,0.9779176129474765,0.2999954793380838,424.6453629555872,0.1361541506973683,-104.0304330110572,461.5295891576698,0.2809733003459207,0.2254036045682823,1.155149729604699,-98.71469090877672,18898.15448100253,0.5108605460834921,0.0409824735578695,36.88422620208255,0,0,0.2745929475774306,-98.71469090877672,0.2138859419369788,461.5295891576777,0.2515471693668986,5.315742102282226,423751.6085917453,0.00618867746759455,-0.01151766263130347
0.11,0.9734334237371641,0.2999984221991691,463.4066454260588,0.149784731905907,-100.8315051002988,496.6299740542121,0.2831188205392143,0.2030314527276036,1.145864410812964,-104.0061510036912,18821.67879593074,0.5147614918894805,0.03691480958683701,33.22332862815331,0,0,0.3140444999051842,-104.0061510036912,0.2094238294854466,496.6299740542125,0.2516295237869142,-3.174645903392314,428681.0597630312,0.006518095147656888,0.006392376757842988
0.12,0.968326841099686,0.299999449321573,468.3957169677063,0.1614924756927235,-41.14294696898328,482.353291931745,0.2849566793437702,0.08529629144690315,1.074230937809642,-73.66711673514143,17727.82394228595,0.5181030533523094,0.01550841662670966,13.9575749640387,0,0,0.2977045125385848,-73.66711673514143,0.152724399219156,482.3532920200314,0.2515961418607026,-32.52416975862764,426675.3156006765,0.006384567442810241,0.06742810777225289
0.13,0.9627025949108393,0.2999998078001613,532.9931325057263,0.1702656644277711,-135.2440006960442,571.7034736158867,0.2863314352124958,0.2365631956732019,1.159394003630383,-109.1593153867402,19120.50945235376,0.520602609477265,0.04301149012240035,38.71034111016031,0,0,0.4064168160000151,-109.1593153867402,0.1909369462045298,571.703473615891,0.2518025019617516,26.08468530930509,439468.5378066428,0.007210007847006539,-0.04562624946867219
0.14,0.9569766285248883,0.2999999329157464,568.1192314596547,0.1845038996172631,-114.5326153158558,599.3873277638734,0.2885589317349398,0.1910828107480036,1.14043430875126,-147.0565945326592,18861.9995002772,0.524652603154436,0.03474232922690974,31.26809630421877,0,0,0.4431285393042809,-147.0565945326592,0.2453448506723711,599.3873282021142,0.2518652009203241,-32.52397913306306,443631.7095146225,0.007460803681296424,0.05426203992436746
0.15,0.9508857827277636,0.2999999765868156,598.5941824217657,0.1985619229105648,-90.9529978965347,622.5028563898325,0.2907546523536446,0.1461085631381856,1.116536157072882,-123.0451363957437,18514.91649896037,0.5286448224611718,0.02656519329785192,23.90867396806673,0,0,0.4748339404115928,-123.0451363957437,0.1976619627246489,622.5028563899801,0.2519170978999483,-32.09213849918744,447213.9276368231,0.007668391599793045,0.05155339958646332
0.16,0.9443233745312246,0.2999999918281946,651.2407721646425,0.2096314950335693,-146.9266986366226,686.274218057517,0.2924815849083294,0.2140932804564554,1.150591863681646,-135.486862373314,19091.14418802869,0.5317846998333261,0.03892605099208279,35.03344589287452,0,0,0.5670706289696179,-135.486862373314,0.1974237976720243,686.2742180575171,0.2520580753325335,11.43983626330867,457679.007390622,0.008232301330133973,-0.01666948278443106
0.17,0.9375771692528967,0.2999999971477763,666.1668759450496,0.2244050750896022,-81.94045979918819,685.7206673284559,0.2947841156380421,0.1194953917874831,1.099478141568208,-172.1301748956718,18294.60793024142,0.5359711193418948,0.02172643487045147,19.55379138340632,0,0,0.5662408471816888,-172.1301748956718,0.251020835592261,685.7206673284559,0.2520568657335737,-90.18971509648361,457584.2435669904,0.008227462934294882,0.1315254438047779
0.18,0.9305724813578323,0.2999999990045161,740.7954961282712,0.2385188049937426,-165.5348818562863,775.7149299019163,0.2969818408302379,0.2133965397278314,1.150302187650823,-169.1789763870177,19146.80617542625,0.5399669833277053,0.03879937085960571,34.91943377364514,0,0,0.7074456996500091,-169.1789763870177,0.2180942634621793,775.7149303303695,0.2522501765135194,-3.644094439300985,473887.2982951808,0.009000706054077767,0.004697723734347875
