Strain : Tensile strain (Extension) gauge length,100,mm,,,,
,,,,,,
Time,Extension,Load,,,,
(s),(mm),(N),Low Start,Low End,High Start,High End
57.741,0.39717,0.39708,,,,
57.841,0.29312,0.13871,,,,
57.941,0.18969,0.06863,,,,
58.041,0.08551,0.03686,,,,
58.124,-0.00004,0.03611,,,,
58.125,-0.00107,0.03633,,,,
58.126,-0.00211,0.03653,,,,
58.226,0.02044,0.05445,,,,
58.326,0.12986,0.07604,,,,
58.426,0.23434,0.16063,,,,
58.526,0.33823,0.46118,,,,
58.626,0.4418,1.27179,,,,
58.726,0.54575,2.96274,,,,
58.826,0.64908,5.79722,,,,
58.926,0.75316,9.95892,,,,
59.019,0.84916,14.99023,,,,
59.096,0.92942,20.0326,,,,
59.164,0.99966,25.10138,,,,
59.201,1.03788,28.07251,,,,
59.202,1.03891,28.1548,,,,
59.203,1.03995,28.23726,,,,
59.303,1.01739,24.64422,,,,
59.351,0.96351,19.60865,,,,
59.413,0.89788,14.60194,,,,
59.495,0.8122,9.58474,,,,
59.595,0.70842,5.35322,,,,
59.695,0.60479,2.66003,,,,
59.795,0.50091,1.12892,,,,
59.895,0.3975,0.40013,,,,
59.995,0.29346,0.13363,,,,
60.095,0.18998,0.06964,,,,
60.195,0.08582,0.04608,,,,
60.279,-0.00076,0.03423,,,,
60.28,-0.0018,0.03444,,,,
60.281,-0.00284,0.03468,,,,
60.381,0.01974,0.05651,,,,
60.481,0.12912,0.07934,,,,
60.581,0.2336,0.16387,,,,
60.681,0.33747,0.45457,,,,
60.781,0.44109,1.25977,,,,
60.881,0.54501,2.91589,,,,
60.981,0.64834,5.72854,,,,
61.081,0.75243,9.87529,,,,
61.174,0.84843,14.88696,,,,
61.251,0.92866,19.90787,,,,
61.319,0.99895,24.96861,,,,
61.356,1.03715,27.93543,,,,
61.357,1.03818,28.01852,,,,
61.358,1.03922,28.10174,,,,
61.458,1.01656,24.50487,,,,
61.506,0.96272,19.48385,,,,
61.569,0.89604,14.43276,,,,
61.652,0.80937,9.40907,,,,
61.752,0.70556,5.21834,,,,
61.852,0.60197,2.58724,,,,
61.952,0.49805,1.08191,,,,
62.052,0.39466,0.37737,,,,
62.152,0.29059,0.12428,,,,
62.252,0.18712,0.06943,,,,
62.352,0.08299,0.04408,,,,
62.433,-0.00051,0.04211,,,,
62.434,-0.00154,0.04229,,,,
62.435,-0.00258,0.04253,,,,
62.535,0.0199,0.05221,,,,
62.635,0.12936,0.08128,,,,
62.735,0.23384,0.16079,,,,
62.835,0.33767,0.44817,,,,
62.935,0.44133,1.23968,,,,
63.035,0.54524,2.89444,,,,
63.135,0.64857,5.6896,,,,
63.235,0.75265,9.82861,,,,
63.328,0.84866,14.84046,,,,
63.405,0.92889,19.87362,,,,
63.473,0.99919,24.92689,,,,
63.51,1.03737,27.89953,,,,
63.511,1.03841,27.98172,,,,
63.512,1.03944,28.06394,,,,
63.612,1.01678,24.46169,,,,
63.66,0.96296,19.44341,,,,
63.723,0.89628,14.38768,,,,
63.806,0.80961,9.36569,,,,
63.906,0.70579,5.19305,,,,
64.006,0.60222,2.5752,,,,
64.106,0.49827,1.06392,,,,
64.206,0.3949,0.37054,,,,
64.306,0.29082,0.12529,,,,
64.406,0.18739,0.05902,,,,
64.506,0.08323,0.05634,,,,
64.587,-0.00025,0.03995,,,,
64.588,-0.00129,0.04001,,,,
64.589,-0.00233,0.04009,,,,
64.689,0.02002,0.05212,,,,
64.789,0.12958,0.07201,,,,
64.889,0.23407,0.15045,,,,
64.989,0.33791,0.44566,,,,
65.089,0.44155,1.22601,,,,
65.189,0.54547,2.8728,,,,
65.289,0.6488,5.6612,,,,
65.389,0.75289,9.79541,,,,
65.483,0.84992,14.84393,,,,
65.56,0.93015,19.89085,,,,
65.628,1.00045,24.95692,,,,
65.664,1.0376,27.84901,,,,
65.665,1.03864,27.93183,,,,
65.666,1.03967,28.01477,,,,
65.766,1.0171,24.42545,,,,
65.814,0.96324,19.40781,,,,
65.877,0.89655,14.35508,,,,
65.96,0.80985,9.33696,,,,
66.06,0.70604,5.17473,,,,
66.16,0.60248,2.55577,,,,
66.26,0.49852,1.05909,,,,
66.36,0.39515,0.36549,,,,
66.46,0.29106,0.12645,,,,
66.56,0.18768,0.06232,,,,
66.66,0.0835,0.04117,,,,
66.741,-0.00002,0.03725,,,,
66.742,-0.00106,0.03724,,,,
66.743,-0.00209,0.0372,,,,
66.843,0.02044,0.05241,,,,
66.943,0.12985,0.07994,,,,
67.043,0.23435,0.15679,,,,
67.143,0.33815,0.4422,,,,
67.243,0.4418,1.21883,,,,
67.343,0.54574,2.85984,,,,
67.443,0.64908,5.63291,,,,
67.543,0.75315,9.76291,,,,
67.637,0.85018,14.80332,,,,
67.714,0.93044,19.8465,,,,
67.782,1.00071,24.91333,,,,
67.818,1.03786,27.80267,,,,
67.819,1.0389,27.8854,,,,
67.82,1.03993,27.96826,,,,
67.92,1.01739,24.39299,,,,
67.968,0.96353,19.37981,,,,
68.03,0.89788,14.37561,,,,
68.113,0.81115,9.35979,,,,
68.213,0.70738,5.18818,,,,
68.313,0.6038,2.55744,,,,
68.413,0.49985,1.05816,,,,
68.513,0.39647,0.36205,,,,
68.613,0.29237,0.12357,,,,
68.713,0.189,0.0628,,,,
68.813,0.08479,0.05178,,,,
68.896,-0.00077,0.03505,,,,
68.897,-0.00181,0.03486,,,,
68.898,-0.00285,0.03476,,,,
68.998,0.01969,0.05619,,,,
69.098,0.12909,0.07799,,,,
69.198,0.23361,0.14477,,,,
69.298,0.33741,0.43276,,,,
69.398,0.44105,1.18902,,,,
69.498,0.54498,2.81186,,,,
69.598,0.64833,5.57111,,,,
69.698,0.75242,9.68089,,,,
69.792,0.84943,14.71389,,,,
69.869,0.92971,19.73935,,,,
69.937,0.99996,24.79546,,,,
69.973,1.0371,27.68357,,,,
69.974,1.03814,27.76631,,,,
69.975,1.03917,27.84906,,,,
70.075,1.0165,24.26608,,,,
70.123,0.96272,19.25706,,,,
70.186,0.89604,14.22364,,,,
70.27,0.80831,9.18759,,,,
70.37,0.7045,5.06803,,,,
70.47,0.60095,2.4782,,,,
70.57,0.497,1.02466,,,,
70.67,0.39361,0.35728,,,,
70.77,0.28952,0.11664,,,,
70.87,0.18615,0.06658,,,,
70.97,0.08195,0.04434,,,,
71.05,-0.00053,0.03987,,,,
71.051,-0.00157,0.03984,,,,
71.052,-0.00261,0.03968,,,,
71.152,0.01994,0.04938,,,,
71.252,0.12936,0.08088,,,,
71.352,0.23387,0.14845,,,,
71.452,0.33769,0.42445,,,,
71.552,0.44129,1.19239,,,,
71.652,0.54526,2.80234,,,,
71.752,0.64859,5.55098,,,,
71.852,0.75268,9.64725,,,,
71.946,0.84968,14.67463,,,,
72.023,0.92997,19.70129,,,,
72.091,1.00021,24.75192,,,,
72.127,1.03736,27.64597,,,,
72.128,1.0384,27.72874,,,,
72.129,1.03943,27.81152,,,,
72.229,1.01676,24.23071,,,,
72.277,0.96298,19.22727,,,,
72.34,0.89631,14.19447,,,,
72.424,0.80857,9.15758,,,,
72.524,0.70476,5.04655,,,,
72.624,0.6012,2.46795,,,,
72.724,0.49727,1.01303,,,,
72.824,0.39386,0.35821,,,,
72.924,0.28978,0.12028,,,,
73.024,0.18643,0.05391,,,,
73.124,0.08221,0.04803,,,,
73.204,-0.00027,0.04066,,,,
73.205,-0.00131,0.04068,,,,
73.206,-0.00234,0.04065,,,,
73.306,0.02006,0.06112,,,,
73.406,0.12958,0.06952,,,,
73.506,0.2341,0.14862,,,,
73.606,0.33795,0.42478,,,,
73.706,0.44151,1.17465,,,,
73.806,0.54548,2.77623,,,,
73.906,0.64881,5.5229,,,,
74.006,0.75291,9.61169,,,,
74.1,0.84992,14.62366,,,,
74.177,0.93022,19.65689,,,,
74.245,1.00043,24.71572,,,,
74.281,1.03759,27.61197,,,,
74.282,1.03863,27.69453,,,,
74.283,1.03966,27.77718,,,,
74.383,1.01682,24.17755,,,,
74.432,0.96213,19.09339,,,,
74.495,0.89548,14.09298,,,,
74.579,0.80776,9.082,,,,
74.679,0.70396,5.00362,,,,
74.779,0.6004,2.43729,,,,
74.879,0.49645,0.99943,,,,
74.979,0.39305,0.34825,,,,
75.079,0.28897,0.12248,,,,
75.179,0.1856,0.06864,,,,
75.279,0.08141,0.04739,,,,
75.358,-0.00003,0.04221,,,,
75.359,-0.00107,0.04179,,,,
75.36,-0.00211,0.04135,,,,
75.46,0.02035,0.05911,,,,
75.56,0.12982,0.07264,,,,
75.66,0.23432,0.15185,,,,
75.76,0.33818,0.41621,,,,
75.86,0.44174,1.16573,,,,
75.96,0.54571,2.76076,,,,
76.06,0.64903,5.50361,,,,
76.16,0.75313,9.58086,,,,
76.254,0.85014,14.59667,,,,
76.331,0.93044,19.62783,,,,
76.399,1.00065,24.67111,,,,
76.435,1.03783,27.55982,,,,
76.436,1.03886,27.64189,,,,
76.437,1.0399,27.72413,,,,
76.537,1.01731,24.16328,,,,
76.585,0.96346,19.16015,,,,
76.648,0.8968,14.13188,,,,
76.732,0.80904,9.10597,,,,
76.832,0.70525,5.00872,,,,
76.932,0.60168,2.44041,,,,
77.032,0.49774,0.99722,,,,
77.132,0.39434,0.34218,,,,
77.232,0.29026,0.11994,,,,
77.332,0.18687,0.06437,,,,
77.432,0.08274,0.04453,,,,
77.513,-0.00081,0.03654,,,,
77.514,-0.00185,0.0363,,,,
77.515,-0.00289,0.03607,,,,
77.615,0.01957,0.05469,,,,
77.715,0.12901,0.07181,,,,
77.815,0.23354,0.14141,,,,
77.915,0.33736,0.40939,,,,
78.015,0.44093,1.13686,,,,
78.115,0.54491,2.7233,,,,
78.215,0.64823,5.44475,,,,
78.315,0.75232,9.49922,,,,
78.409,0.84935,14.50304,,,,
78.486,0.92963,19.50669,,,,
78.554,0.99985,24.55348,,,,
78.59,1.03703,27.44566,,,,
78.591,1.03806,27.52825,,,,
78.592,1.0391,27.61101,,,,
78.692,1.01646,24.04095,,,,
78.741,0.96154,18.9576,,,,
78.805,0.89385,13.89744,,,,
78.89,0.80511,8.88982,,,,
78.99,0.70128,4.86635,,,,
79.09,0.59774,2.34966,,,,
79.19,0.49376,0.9516,,,,
79.29,0.39039,0.32725,,,,
79.39,0.2863,0.10902,,,,
79.49,0.18292,0.0644,,,,
79.59,0.07882,0.05005,,,,
79.667,-0.00063,0.03402,,,,
79.668,-0.00166,0.03352,,,,
79.669,-0.0027,0.03307,,,,
79.769,0.01969,0.05034,,,,
79.869,0.1292,0.06987,,,,
79.969,0.23372,0.14313,,,,
80.069,0.33755,0.40944,,,,
80.169,0.44112,1.13534,,,,
80.269,0.54509,2.70359,,,,
80.369,0.64843,5.41481,,,,
80.469,0.75251,9.46458,,,,
80.564,0.85058,14.51697,,,,
80.641,0.93085,19.53844,,,,
80.709,1.00108,24.59029,,,,
80.744,1.03724,27.40822,,,,
80.745,1.03827,27.4907,,,,
80.746,1.0393,27.57324,,,,
80.846,1.01665,23.99897,,,,
80.895,0.96173,18.92602,,,,
80.959,0.89405,13.8651,,,,
81.044,0.80531,8.85531,,,,
81.144,0.70147,4.85167,,,,
81.244,0.59793,2.34229,,,,
81.344,0.49395,0.93766,,,,
81.444,0.3906,0.32073,,,,
81.544,0.2865,0.11135,,,,
81.644,0.18311,0.05899,,,,
81.744,0.07903,0.05187,,,,
81.821,-0.00044,0.03949,,,,
81.822,-0.00148,0.03969,,,,
81.823,-0.00252,0.0399,,,,
81.923,0.01992,0.05124,,,,
82.023,0.12939,0.06722,,,,
82.123,0.2339,0.13956,,,,
82.223,0.33773,0.40194,,,,
82.323,0.44132,1.12391,,,,
82.423,0.54528,2.68961,,,,
82.523,0.64861,5.38701,,,,
82.623,0.7527,9.42953,,,,
82.718,0.85077,14.47567,,,,
82.795,0.93103,19.49475,,,,
82.863,1.00127,24.54615,,,,
82.898,1.03742,27.35511,,,,
82.899,1.03845,27.4377,,,,
82.9,1.03948,27.52039,,,,
83,1.01685,23.9623,,,,
83.049,0.96192,18.87926,,,,
83.113,0.89423,13.82741,,,,
83.199,0.80446,8.78628,,,,
83.299,0.70061,4.78917,,,,
83.399,0.59709,2.30636,,,,
83.499,0.4931,0.9323,,,,
83.599,0.38973,0.31346,,,,
83.699,0.28564,0.10212,,,,
83.799,0.18225,0.06233,,,,
83.899,0.07818,0.03954,,,,
83.975,-0.00026,0.0394,,,,
83.976,-0.00129,0.03944,,,,
83.977,-0.00233,0.03951,,,,
84.077,0.02006,0.04746,,,,
84.177,0.12956,0.07141,,,,
84.277,0.23406,0.1364,,,,
84.377,0.3379,0.39571,,,,
84.477,0.44147,1.11729,,,,
84.577,0.54544,2.67834,,,,
84.677,0.64877,5.3603,,,,
84.777,0.75286,9.4021,,,,
84.872,0.85092,14.43738,,,,
84.949,0.93119,19.45328,,,,
85.017,1.00143,24.50135,,,,
85.052,1.03757,27.31079,,,,
85.053,1.0386,27.39348,,,,
85.054,1.03964,27.47629,,,,
85.154,1.01697,23.9113,,,,
85.203,0.96208,18.84109,,,,
85.267,0.89439,13.794,,,,
85.353,0.80463,8.75222,,,,
85.453,0.70077,4.77001,,,,
85.553,0.59727,2.29209,,,,
85.653,0.49327,0.92079,,,,
85.753,0.38991,0.30817,,,,
85.853,0.28582,0.1053,,,,
85.953,0.18243,0.05427,,,,
86.053,0.07835,0.0518,,,,
86.129,-0.00008,0.03275,,,,
86.13,-0.00111,0.03236,,,,
86.131,-0.00215,0.03202,,,,
86.231,0.02014,0.04653,,,,
86.331,0.12971,0.07005,,,,
86.431,0.23422,0.13978,,,,
86.531,0.33805,0.38879,,,,
86.631,0.44162,1.10333,,,,
86.731,0.54558,2.66077,,,,
86.831,0.64893,5.33844,,,,
86.931,0.75302,9.36222,,,,
87.026,0.85107,14.40293,,,,
87.103,0.93134,19.40952,,,,
87.171,1.00157,24.44458,,,,
87.206,1.03773,27.25633,,,,
87.207,1.03876,27.33913,,,,
87.208,1.03979,27.42208,,,,
87.308,1.01695,23.85537,,,,
87.357,0.96219,18.80845,,,,
87.421,0.89452,13.76015,,,,
87.507,0.80475,8.72837,,,,
87.607,0.70091,4.7556,,,,
87.707,0.5974,2.28153,,,,
87.807,0.49341,0.91992,,,,
87.907,0.39004,0.30872,,,,
88.007,0.28594,0.10441,,,,
88.107,0.18258,0.06103,,,,
88.207,0.07849,0.0476,,,,
88.284,-0.00099,0.0361,,,,
88.285,-0.00203,0.03594,,,,
88.286,-0.00307,0.03583,,,,
88.386,0.01926,0.05245,,,,
88.486,0.12881,0.07421,,,,
88.586,0.23335,0.13929,,,,
88.686,0.33714,0.38456,,,,
88.786,0.44073,1.09023,,,,
88.886,0.54469,2.62905,,,,
88.986,0.64803,5.28202,,,,
89.086,0.75212,9.286,,,,
89.181,0.85017,14.30087,,,,
89.259,0.93149,19.36995,,,,
89.327,1.0017,24.40416,,,,
89.362,1.03786,27.22046,,,,
89.363,1.03889,27.30302,,,,
89.364,1.03993,27.38569,,,,
89.464,1.01742,23.84524,,,,
89.513,0.96245,18.766,,,,
89.577,0.89475,13.73168,,,,
89.663,0.80497,8.70534,,,,
89.763,0.7011,4.7365,,,,
89.863,0.59759,2.27421,,,,
89.963,0.49363,0.91281,,,,
90.063,0.39023,0.30341,,,,
90.163,0.28614,0.10711,,,,
90.263,0.18277,0.05462,,,,
90.363,0.0787,0.04004,,,,
90.44,-0.00078,0.04087,,,,
90.441,-0.00181,0.04055,,,,
90.442,-0.00285,0.04023,,,,
90.542,0.01943,0.04701,,,,
90.642,0.12901,0.06946,,,,
90.742,0.23352,0.13428,,,,
90.842,0.33733,0.37808,,,,
90.942,0.44091,1.07917,,,,
91.042,0.54488,2.60921,,,,
91.142,0.64821,5.26123,,,,
91.242,0.75232,9.26775,,,,
91.338,0.8514,14.32385,,,,
91.415,0.93168,19.33801,,,,
91.483,1.00188,24.36348,,,,
91.517,1.03703,27.10203,,,,
91.518,1.03807,27.18466,,,,
91.519,1.0391,27.26733,,,,
91.619,1.01649,23.7214,,,,
91.668,0.96153,18.66683,,,,
91.732,0.89386,13.64276,,,,
91.818,0.80409,8.6324,,,,
91.918,0.70021,4.68747,,,,
92.018,0.59669,2.2364,,,,
92.118,0.49274,0.89345,,,,
92.218,0.38934,0.29914,,,,
92.318,0.28524,0.10441,,,,
92.418,0.18188,0.04879,,,,
92.518,0.07783,0.04561,,,,
92.594,-0.00061,0.03521,,,,
92.595,-0.00165,0.03514,,,,
92.596,-0.00269,0.03516,,,,
92.696,0.01956,0.0484,,,,
92.796,0.12915,0.0658,,,,
92.896,0.23364,0.13465,,,,
92.996,0.33746,0.38104,,,,
93.096,0.44104,1.07194,,,,
93.196,0.54502,2.60134,,,,
93.296,0.64833,5.23143,,,,
93.396,0.75245,9.23414,,,,
93.491,0.85049,14.23803,,,,
93.569,0.9318,19.29993,,,,
93.637,1.002,24.32393,,,,
93.671,1.03715,27.06363,,,,
93.672,1.03819,27.14659,,,,
93.673,1.03922,27.22956,,,,
93.773,1.01638,23.67058,,,,
93.822,0.96162,18.62462,,,,
93.886,0.89397,13.6058,,,,
93.973,0.80316,8.56224,,,,
94.073,0.69929,4.63514,,,,
94.173,0.59578,2.21658,,,,
94.273,0.49182,0.87773,,,,
94.373,0.38842,0.29181,,,,
94.473,0.28434,0.09522,,,,
94.573,0.18094,0.05188,,,,
94.673,0.07692,0.04079,,,,
94.748,-0.00049,0.04301,,,,
94.749,-0.00153,0.04321,,,,
94.75,-0.00257,0.04333,,,,
94.85,0.01976,0.05151,,,,
94.95,0.12931,0.07332,,,,
95.05,0.23377,0.13244,,,,
95.15,0.33762,0.37929,,,,
95.25,0.44118,1.05953,,,,
95.35,0.54518,2.58739,,,,
95.45,0.64848,5.21506,,,,
95.55,0.7526,9.20606,,,,
95.646,0.85167,14.26232,,,,
95.724,0.93299,19.33108,,,,
95.792,1.00316,24.3746,,,,
95.825,1.03729,27.02523,,,,
95.826,1.03832,27.10779,,,,
95.827,1.03936,27.19047,,,,
95.927,1.01674,23.65224,,,,
95.976,0.96182,18.58784,,,,
96.041,0.89309,13.51986,,,,
96.128,0.80231,8.48538,,,,
96.228,0.69843,4.58804,,,,
96.328,0.59491,2.18267,,,,
96.428,0.49095,0.86524,,,,
96.528,0.38755,0.28919,,,,
96.628,0.28348,0.0985,,,,
96.728,0.18008,0.06982,,,,
96.828,0.07605,0.0469,,,,
96.902,-0.00032,0.03665,,,,
96.903,-0.00136,0.03688,,,,
96.904,-0.0024,0.03706,,,,
97.004,-0.01875,0.04738,,,,
97.104,0.02747,0.04425,,,,
97.204,0.06979,0.05473,,,,
97.304,0.11151,0.07037,,,,
97.404,0.15323,0.07761,,,,
97.504,0.19453,0.10397,,,,
97.604,0.23581,0.1376,,,,
97.704,0.27726,0.19798,,,,
97.804,0.31907,0.31099,,,,
97.904,0.36062,0.48048,,,,
97.916,0.36554,0.50088,,,,
97.917,0.36595,0.50285,,,,
97.918,0.36635,0.50502,,,,
97.928,0.37038,0.52887,,,,
97.938,0.37434,0.5424,,,,
97.948,0.37761,0.5547,,,,
97.958,0.38001,0.5737,,,,
97.968,0.38215,0.59523,,,,
97.978,0.3844,0.60006,,,,
97.988,0.38631,0.61092,,,,
97.998,0.38807,0.62822,,,,
98.008,0.39029,0.64963,,,,
98.018,0.39344,0.675,,,,
98.028,0.39754,0.707,,,,
98.038,0.40229,0.7385,,,,
98.048,0.40732,0.77104,,,,
98.058,0.41238,0.81069,,,,
98.068,0.41737,0.84985,,,,
98.078,0.42226,0.89071,,,,
98.088,0.42702,0.93313,,,,
98.098,0.43163,0.97722,,,,
98.108,0.43609,1.01931,,,,
98.118,0.4404,1.06236,,,,
98.128,0.4446,1.10526,,,,
98.138,0.44876,1.14769,,,,
98.148,0.45293,1.19155,,,,
98.158,0.45715,1.2426,,,,
98.168,0.46141,1.29192,,,,
98.178,0.46567,1.34001,,,,
98.188,0.46992,1.39234,,,,
98.198,0.47412,1.44424,,,,
98.208,0.47826,1.49367,,,,
98.218,0.48237,1.54716,,,,
98.228,0.48648,1.60346,,,,
98.238,0.49066,1.66052,,,,
98.248,0.4949,1.7207,,,,
98.258,0.49918,1.78333,,,,
98.268,0.50346,1.84271,,,,
98.278,0.5077,1.90796,,,,
98.288,0.51187,1.97705,,,,
98.298,0.51599,2.04726,,,,
98.308,0.52008,2.11573,,,,
98.318,0.5242,2.18387,,,,
98.328,0.52834,2.2563,,,,
98.338,0.53252,2.33296,,,,
98.348,0.5367,2.41133,,,,
98.358,0.54086,2.48634,,,,
98.368,0.54499,2.56174,,,,
98.378,0.54909,2.63962,,,,
98.388,0.55318,2.72149,,,,
98.398,0.55731,2.80504,,,,
98.408,0.56149,2.89458,,,,
98.418,0.56571,2.98775,,,,
98.428,0.56991,3.08061,,,,
98.438,0.57405,3.17306,,,,
98.448,0.57814,3.26299,,,,
98.458,0.58221,3.35371,,,,
98.468,0.58626,3.44572,,,,
98.478,0.59033,3.5432,,,,
98.488,0.59446,3.64496,,,,
98.498,0.59865,3.75288,,,,
98.508,0.60288,3.86311,,,,
98.518,0.60711,3.9736,,,,
98.528,0.61128,4.0853,,,,
98.538,0.61537,4.19713,,,,
98.548,0.61942,4.31081,,,,
98.558,0.62345,4.42559,,,,
98.568,0.62753,4.54234,,,,
98.578,0.63169,4.66501,,,,
98.588,0.63592,4.7922,,,,
98.598,0.64017,4.91764,,,,
98.608,0.64441,5.04316,,,,
98.618,0.64858,5.17024,,,,
98.628,0.65267,5.29301,,,,
98.638,0.65671,5.41854,,,,
98.648,0.66075,5.55041,,,,
98.658,0.66484,5.68681,,,,
98.668,0.669,5.82685,,,,
98.678,0.67324,5.96931,,,,
98.688,0.6775,6.11697,,,,
98.698,0.68176,6.26778,,,,
98.708,0.68599,6.41808,,,,
98.718,0.69016,6.56807,,,,
98.728,0.69429,6.71814,,,,
98.738,0.6984,6.87286,,,,
98.748,0.70253,7.03024,,,,
98.758,0.7067,7.1881,,,,
98.768,0.71089,7.34937,,,,
98.778,0.71509,7.51223,,,,
98.788,0.71927,7.67601,,,,
98.798,0.72344,7.84237,,,,
98.808,0.72756,8.01253,,,,
98.818,0.73166,8.18237,,,,
98.828,0.73575,8.3527,,,,
98.838,0.73986,8.52573,,,,
98.848,0.74401,8.70545,,,,
98.858,0.74818,8.8877,,,,
98.868,0.75236,9.07141,,,,
98.878,0.75653,9.25212,,,,
98.888,0.76067,9.43163,,,,
98.898,0.76477,9.61296,,,,
98.908,0.76887,9.7994,,,,
98.918,0.77298,9.99157,,,,
98.928,0.77711,10.18472,,,,
98.938,0.78125,10.38173,,,,
98.948,0.78538,10.58136,,,,
98.958,0.7895,10.77926,,,,
98.968,0.79362,10.97958,,,,
98.978,0.79772,11.18181,,,,
98.988,0.80183,11.38235,,,,
98.998,0.80598,11.58744,,,,
99.008,0.81017,11.80072,,,,
99.018,0.8144,12.01883,,,,
99.028,0.81861,12.24036,,,,
99.038,0.82278,12.46508,,,,
99.048,0.8269,12.68459,,,,
99.058,0.83097,12.90124,,,,
99.068,0.835,13.11953,,,,
99.078,0.83905,13.33839,,,,
99.088,0.84317,13.56092,,,,
99.098,0.84739,13.78906,,,,
99.108,0.85167,14.02507,,,,
99.118,0.85594,14.26249,,,,
99.128,0.86014,14.49884,,,,
99.138,0.86426,14.73649,,,,
99.148,0.86833,14.97295,,,,
99.158,0.8724,15.21173,,,,
99.168,0.87652,15.45718,,,,
99.178,0.88073,15.71257,,,,
99.188,0.88501,15.9684,,,,
99.198,0.88933,16.22531,,,,
99.208,0.89362,16.486,,,,
99.218,0.89784,16.74336,,,,
99.228,0.90196,16.99517,,,,
99.238,0.90601,17.24517,,,,
99.248,0.91001,17.49671,,,,
99.258,0.91403,17.7558,,,,
99.268,0.91813,18.02166,,,,
99.278,0.92228,18.28973,,,,
99.288,0.92648,18.55807,,,,
99.298,0.93069,18.82959,,,,
99.308,0.93486,19.1012,,,,
99.318,0.93899,19.36519,,,,
99.328,0.94306,19.63098,,,,
99.338,0.94711,19.90594,,,,
99.348,0.95121,20.19048,,,,
99.358,0.95537,20.48327,,,,
99.368,0.95958,20.7819,,,,
99.378,0.9638,21.07978,,,,
99.388,0.96799,21.37084,,,,
99.398,0.97215,21.65881,,,,
99.408,0.97625,21.94562,,,,
99.418,0.98033,22.23019,,,,
99.428,0.9844,22.52153,,,,
99.438,0.9885,22.81709,,,,
99.448,0.99264,23.12113,,,,
99.458,0.99682,23.43231,,,,
99.468,1.00103,23.74385,,,,
99.478,1.00523,24.05108,,,,
99.488,1.00939,24.35594,,,,
99.498,1.0135,24.6596,,,,
99.508,1.0176,24.96428,,,,
99.518,1.02171,25.27651,,,,
99.528,1.02585,25.60303,,,,
99.538,1.03001,25.93271,,,,
99.548,1.03419,26.25934,,,,
99.558,1.03835,26.58256,,,,
99.568,1.04248,26.90182,,,,
99.578,1.04659,27.22084,,,,
99.588,1.0507,27.54223,,,,
99.598,1.05485,27.8658,,,,
99.608,1.05906,28.20038,,,,
99.618,1.06333,28.54494,,,,
99.628,1.06762,28.89231,,,,
99.638,1.07187,29.23965,,,,
99.648,1.07605,29.58245,,,,
99.658,1.08016,29.9175,,,,
99.668,1.08421,30.24547,,,,
99.678,1.08825,30.57168,,,,
99.688,1.09233,30.90393,,,,
99.698,1.0965,31.24272,,,,
99.708,1.10075,31.58963,,,,
99.718,1.10502,31.93993,,,,
99.728,1.10925,32.28481,,,,
99.738,1.1134,32.62124,,,,
99.748,1.11747,32.94883,,,,
99.758,1.12149,33.27137,,,,
99.768,1.12552,33.59595,,,,
99.778,1.1296,33.92904,,,,
99.788,1.13377,34.27143,,,,
99.798,1.13801,34.61861,,,,
99.808,1.14226,34.96068,,,,
99.818,1.14647,35.29496,,,,
99.828,1.15062,35.62129,,,,
99.838,1.1547,35.94043,,,,
99.848,1.15873,36.25718,,,,
99.858,1.16276,36.57349,,,,
99.868,1.16685,36.89865,,,,
99.878,1.17102,37.23313,,,,
99.888,1.17525,37.57062,,,,
99.898,1.17948,37.90486,,,,
99.908,1.18368,38.23352,,,,
99.918,1.18782,38.55738,,,,
99.928,1.19192,38.87431,,,,
99.938,1.196,39.18665,,,,
99.948,1.20008,39.49683,,,,
99.958,1.2042,39.81072,,,,
99.968,1.20837,40.1281,,,,
99.978,1.21257,40.44693,,,,
99.988,1.21675,40.76199,,,,
99.998,1.22091,41.07617,,,,
100.008,1.22501,41.3861,,,,
100.018,1.22908,41.69051,,,,
100.028,1.23317,41.99619,,,,
100.038,1.2373,42.30696,,,,
100.048,1.24151,42.61978,,,,
100.058,1.24577,42.94027,,,,
100.068,1.25004,43.26235,,,,
100.078,1.25429,43.57753,,,,
100.088,1.25848,43.8884,,,,
100.098,1.26262,44.18995,,,,
100.108,1.26672,44.48406,,,,
100.118,1.27083,44.78222,,,,
100.128,1.27497,45.08483,,,,
100.138,1.27914,45.39391,,,,
100.148,1.28334,45.70277,,,,
100.158,1.28751,46.0083,,,,
100.168,1.29164,46.30314,,,,
100.178,1.29573,46.58839,,,,
100.188,1.2998,46.87413,,,,
100.198,1.30388,47.1612,,,,
100.208,1.30802,47.45386,,,,
100.218,1.31222,47.75973,,,,
100.228,1.31647,48.06952,,,,
100.238,1.32069,48.37545,,,,
100.248,1.32485,48.67574,,,,
100.258,1.32895,48.97168,,,,
100.268,1.33301,49.25789,,,,
100.278,1.33706,49.54813,,,,
100.288,1.34113,49.84181,,,,
100.298,1.34526,50.14207,,,,
100.308,1.34946,50.44606,,,,
100.318,1.3537,50.74922,,,,
100.328,1.35792,51.05061,,,,
100.338,1.36208,51.3491,,,,
100.348,1.36618,51.64307,,,,
100.358,1.37022,51.92839,,,,
100.368,1.37425,52.21388,,,,
100.378,1.37831,52.50554,,,,
100.388,1.38244,52.80075,,,,
