Strain : Tensile strain (Extension) gauge length,"100.00000",mm
"2.85000","0.93670","42.00607"
"2.86000","0.94010","42.30416"
"2.87000","0.94345","42.59833"
"2.88000","0.94675","42.89405"
"2.89000","0.95004","43.19246"
"2.90000","0.95334","43.49054"
"2.91000","0.95667","43.79200"
"2.92000","0.96005","44.10084"
"2.93000","0.96345","44.41030"
"2.94000","0.96685","44.71247"
"2.95000","0.97024","45.00890"
"2.96000","0.97360","45.30041"
"2.97000","0.97695","45.58905"
"2.98000","0.98027","45.88030"
"2.99000","0.98357","46.16871"
"3.00000","0.98685","46.45936"
"3.01000","0.99014","46.75983"
"3.02000","0.99347","47.06985"
"3.03000","0.99683","47.38467"
"3.04000","1.00020","47.69894"
"3.05000","1.00358","48.00908"
"3.06000","1.00695","48.31200"
"3.07000","1.01031","48.61179"
"3.08000","1.01367","48.90702"
"3.09000","1.01700","49.19796"
"3.10000","1.02033","49.49109"
"3.11000","1.02368","49.79176"
"3.12000","1.02703","50.10123"
"3.13000","1.03040","50.41992"
"3.14000","1.03376","50.74065"
"3.15000","1.03711","51.05706"
"3.16000","1.04044","51.37099"
"3.17000","1.04373","51.68171"
"3.18000","1.04702","51.98502"
"3.19000","1.05032","52.28366"
"3.20000","1.05361","52.57984"
"3.21000","1.05693","52.87225"
"3.22000","1.06030","53.17315"
"3.23000","1.06372","53.48425"
"3.24000","1.06715","53.80361"
"3.25000","1.07056","54.12444"
"3.26000","1.07392","54.44571"
"3.27000","1.07723","54.75824"
"3.28000","1.08050","55.06606"
"3.29000","1.08376","55.37340"
"3.30000","1.08702","55.67748"
"3.31000","1.09029","55.97703"
"3.32000","1.09361","56.27966"
"3.33000","1.09699","56.59512"
"3.34000","1.10044","56.91632"
"3.35000","1.10392","57.23773"
"3.36000","1.10740","57.55957"
"3.37000","1.11082","57.88109"
"3.38000","1.11416","58.19659"
"3.39000","1.11743","58.50266"
"3.40000","1.12068","58.80865"
"3.41000","1.12393","59.11647"
"3.42000","1.12720","59.42640"
"3.43000","1.13053","59.74099"
"3.44000","1.13394","60.06360"
"3.45000","1.13740","60.39342"
"3.46000","1.14088","60.72196"
"3.47000","1.14434","61.04896"
"3.48000","1.14777","61.37128"
"3.49000","1.15114","61.69339"
"3.50000","1.15445","62.00930"
"3.51000","1.15771","62.31601"
"3.52000","1.16093","62.62066"
"3.53000","1.16418","62.93066"
"3.54000","1.16747","63.24400"
"3.55000","1.17083","63.56339"
"3.56000","1.17425","63.88383"
"3.57000","1.17769","64.20537"
"3.58000","1.18113","64.52589"
"3.59000","1.18454","64.84351"
"3.60000","1.18791","65.15615"
"3.61000","1.19123","65.46500"
"3.62000","1.19449","65.77124"
"3.63000","1.19772","66.07529"
"3.64000","1.20095","66.38369"
"3.65000","1.20423","66.70175"
"3.66000","1.20757","67.02667"
"3.67000","1.21096","67.35222"
"3.68000","1.21437","67.67755"
"3.69000","1.21779","68.00330"
"3.70000","1.22119","68.32403"
"3.71000","1.22456","68.63888"
"3.72000","1.22790","68.94975"
"3.73000","1.23120","69.26046"
"3.74000","1.23450","69.57530"
"3.75000","1.23781","69.89286"
"3.76000","1.24114","70.21212"
"3.77000","1.24450","70.54027"
"3.78000","1.24789","70.87186"
"3.79000","1.25128","71.20189"
"3.80000","1.25466","71.52870"
"3.81000","1.25802","71.84875"
"3.82000","1.26136","72.15845"
"3.83000","1.26467","72.46370"
"3.84000","1.26795","72.77047"
"3.85000","1.27124","73.07912"
"3.86000","1.27457","73.39529"
"3.87000","1.27794","73.71976"
"3.88000","1.28134","74.04692"
"3.89000","1.28474","74.37953"
"3.90000","1.28813","74.71381"
"3.91000","1.29149","75.03640"
"3.92000","1.29481","75.35230"
"3.93000","1.29812","75.66673"
"3.94000","1.30142","75.97588"
"3.95000","1.30472","76.28695"
"3.96000","1.30806","76.60296"
"3.97000","1.31145","76.92500"
"3.98000","1.31489","77.25845"
"3.99000","1.31837","77.60046"
"4.00000","1.32183","77.93816"
"4.01000","1.32523","78.26876"
"4.02000","1.32857","78.58864"
"4.03000","1.33185","78.89938"
"4.04000","1.33510","79.20464"
"4.05000","1.33833","79.50777"
"4.05300","1.33930","79.59896"
"4.05400","1.33963","79.62939"
"4.05500","1.33995","79.65987"
"4.15500","1.33753","78.38635"
"4.23100","1.30953","73.35817"
"4.31800","1.27949","68.35383"
"4.41400","1.24724","63.32063"
"4.51400","1.21357","58.38704"
"4.61400","1.17997","53.71708"
"4.71400","1.14649","49.28460"
"4.81400","1.11291","45.07063"
"4.91400","1.07960","41.09861"
"5.01400","1.04596","37.29645"
"5.11400","1.01238","33.73440"
"5.21400","0.97889","30.33045"
"5.31400","0.94542","27.11238"
"5.41400","0.91193","24.08274"
"5.51400","0.87858","21.25489"
"5.61400","0.84500","18.58215"
"5.71400","0.81163","16.10012"
"5.81400","0.77823","13.78044"
"5.91400","0.74462","11.65895"
"6.01400","0.71127","9.74119"
"6.11400","0.67778","7.99785"
"6.21400","0.64444","6.43910"
"6.31400","0.61082","5.06981"
"6.41400","0.57734","3.89189"
"6.51400","0.54366","2.90581"
"6.61400","0.51052","2.11705"
"6.71400","0.47682","1.46472"
"6.81400","0.44313","0.99813"
"6.91400","0.40979","0.66864"
"7.01400","0.37607","0.44437"
"7.11400","0.34268","0.29786"
"7.21400","0.30940","0.20416"
"7.31400","0.27611","0.14697"
"7.41400","0.24253","0.11317"
"7.51400","0.20894","0.10421"
"7.61400","0.17520","0.08881"
"7.71400","0.14215","0.08744"
"7.81400","0.10873","0.07149"
"7.91400","0.07535","0.07043"
"8.01400","0.04156","0.06661"
"8.11400","0.00794","0.05230"
"8.13800","-0.00002","0.05471"
"8.13900","-0.00035","0.05457"
"8.14000","-0.00068","0.05443"
"8.24000","0.00012","0.08319"
"8.34000","0.03751","0.08600"
"8.44000","0.07196","0.10717"
"8.54000","0.10540","0.11450"
"8.64000","0.13886","0.12876"
"8.74000","0.17225","0.15766"
"8.84000","0.20599","0.20822"
"8.94000","0.23942","0.28246"
"9.04000","0.27300","0.43223"
"9.07300","0.28409","0.50132"
"9.07400","0.28442","0.50356"
"9.07500","0.28476","0.50577"
"9.08000","0.28645","0.52326"
"9.08500","0.28850","0.59200"
"9.09000","0.29212","0.71927"
"9.09500","0.29917","0.91125"
"9.10000","0.31177","1.21400"
"9.10500","0.33207","1.71850"
"9.11000","0.36204","2.57611"
"9.11500","0.40338","4.03253"
"9.12000","0.45749","6.41538"
"9.12500","0.52543","10.10900"
"9.13000","0.60796","15.51028"
"9.13500","0.70540","22.95483"
"9.14000","0.81753","32.64299"
"9.14500","0.94376","44.58319"
"9.15000","1.08272","58.53605"
"9.15500","1.23198","74.08221"
"9.16000","1.38863","90.74494"
"9.16500","1.55014","108.05416"
"9.17000","1.71464","125.60385"
"9.17500","1.88096","143.07381"
"9.18000","2.04846","160.18513"
"9.18500","2.21682","176.28688"
"9.19000","2.38586","184.82178"
"9.19500","2.55543","176.21339"
"9.20000","2.72541","156.70500"
"9.20500","2.89565","131.81754"
"9.21000","3.06600","105.50069"
"9.21500","3.23629","80.32363"
"9.22000","3.40635","57.79177"
"9.22500","3.57609","38.75633"
"9.23000","3.74546","23.49606"
"9.23500","3.91446","11.85343"
"9.24000","4.08312","3.43487"
"9.24500","4.25148","-2.22935"
"9.25000","4.41961","-5.66275"
"9.25500","4.58756","-7.39756"
"9.26000","4.75539","-7.90951"
"9.26500","4.92311","-7.60053"
"9.27000","5.09075","-6.79569"
"9.27500","5.25834","-5.72087"
"9.28000","5.42590","-4.57447"
"9.28500","5.59343","-3.47698"
"9.29000","5.76095","-2.47414"
"9.29500","5.92846","-1.63393"
"9.30000","6.09596","-0.95892"
"9.30500","6.26342","-0.43873"
"9.31000","6.43086","-0.06983"
"9.31500","6.59828","0.17959"
"9.32000","6.76572","0.34100"
"9.32500","6.93317","0.42401"
"9.33000","7.10064","0.44636"
"9.33500","7.26812","0.43573"
"9.34000","7.43562","0.40064"
"9.34500","7.60313","0.35490"
"9.35000","7.77063","0.30906"
"9.35500","7.93810","0.26432"
"9.36000","8.10556","0.22479"
"9.36500","8.27302","0.19222"
"9.37000","8.44047","0.16521"
"9.37500","8.60793","0.14313"
"9.38000","8.77536","0.13567"
"9.38500","8.94279","0.12061"
"9.39000","9.11023","0.10742"
"9.39500","9.27768","0.09906"
"9.40000","9.44514","0.09217"
"9.40500","9.61261","0.08496"
"9.41000","9.78010","0.08236"
"9.41500","9.94759","0.08132"
"9.42000","10.11506","0.08304"
"9.42500","10.28252","0.08938"
"9.43000","10.44995","0.09083"
"9.43500","10.61738","0.09066"
"9.44000","10.78479","0.09026"
"9.44500","10.95218","0.09988"
"9.45000","11.11956","0.10631"
"9.45500","11.28693","0.11015"
"9.46000","11.45429","0.10678"
"9.46500","11.62165","0.10124"
"9.47000","11.78900","0.09571"
"9.47500","11.95638","0.09032"
"9.48000","12.12377","0.08519"
"9.48500","12.29118","0.08329"
"9.49000","12.45859","0.08738"
"9.49500","12.62600","0.08542"
"9.50000","12.79341","0.08443"
"9.50500","12.96082","0.08801"
"9.51000","13.12822","0.09036"
"9.51500","13.29561","0.09811"
"9.52000","13.46301","0.10675"
"9.52500","13.63042","0.10884"
"9.53000","13.79783","0.11455"
"9.53500","13.96522","0.11597"
"9.54000","14.13260","0.11342"
"9.54500","14.30000","0.10397"
"9.55000","14.46741","0.10434"
"9.55500","14.63482","0.10326"
"9.56000","14.80224","0.09714"
"9.56500","14.96966","0.09258"
"9.57000","15.13708","0.09046"
"9.57500","15.30449","0.08813"
"9.58000","15.47189","0.09182"
"9.58500","15.63928","0.09501"
"9.59000","15.80667","0.09172"
"9.59500","15.97407","0.09558"
"9.60000","16.14147","0.09729"
"9.60500","16.30885","0.10226"
"9.61000","16.47622","0.10353"
"9.61500","16.64358","0.10259"
"9.62000","16.81094","0.09545"
"9.62500","16.97830","0.09250"
"9.62700","17.04525","0.09161"
