Strain : Tensile strain (Extension) gauge length,"100.00000",mm

Time,Extension,Load
(s),(mm),(N)
"46.01900","1.27491","51.65312"
"46.11900","1.27491","51.63804"
"46.21900","1.27491","51.62980"
"46.31900","1.27491","51.61452"
"46.41900","1.27491","51.60149"
"46.51900","1.27491","51.58386"
"46.61900","1.27491","51.57911"
"46.71900","1.27491","51.56182"
"46.81900","1.27491","51.55574"
"46.91900","1.27491","51.54789"
"47.01900","1.27491","51.52182"
"47.11900","1.27491","51.52031"
"47.21900","1.27491","51.50612"
"47.31900","1.27491","51.49640"
"47.41900","1.27491","51.48751"
"47.51900","1.27491","51.47576"
"47.61900","1.27491","51.46886"
"47.71900","1.27491","51.44986"
"47.81900","1.27491","51.44173"
"47.91900","1.27491","51.43094"
"48.01900","1.27491","51.41366"
"48.11900","1.27491","51.40693"
"48.21900","1.27491","51.39352"
"48.31900","1.27491","51.38194"
"48.41900","1.27491","51.37631"
"48.51900","1.27491","51.35843"
"48.61900","1.27491","51.35144"
"48.71900","1.27491","51.34539"
"48.81900","1.27491","51.33195"
"48.91900","1.27491","51.32445"
"49.01900","1.27491","51.31281"
"49.11900","1.27491","51.30029"
"49.21900","1.27491","51.28719"
"49.31900","1.27491","51.27759"
"49.41900","1.27491","51.27416"
"49.51900","1.27491","51.25007"
"49.61900","1.27491","51.24818"
"49.71900","1.27491","51.24439"
"49.81900","1.27491","51.23083"
"49.91900","1.27491","51.21945"
"50.01900","1.27491","51.21017"
"50.11900","1.27491","51.20050"
"50.21900","1.27491","51.19385"
"50.31900","1.27491","51.18022"
"50.41900","1.27491","51.17182"
"50.51900","1.27491","51.15908"
"50.61900","1.27491","51.15321"
"50.71800","1.27491","51.13905"
"50.71900","1.27491","51.13924"
"50.74700","1.27491","51.13411"
"50.84700","1.25911","48.83251"
"50.92700","1.22533","43.81510"
"51.02700","1.18906","38.93797"
"51.12700","1.15301","34.51752"
"51.22700","1.11713","30.54183"
"51.32700","1.08099","26.92736"
"51.42700","1.04497","23.66408"
"51.52700","1.00878","20.69994"
"51.62700","0.97312","18.04632"
"51.72700","0.93705","15.60715"
"51.82700","0.90110","13.43691"
"51.92700","0.86513","11.48626"
"52.02700","0.82907","9.74282"
"52.12700","0.79339","8.23726"
"52.22700","0.75739","6.90110"
"52.32700","0.72131","5.72284"
"52.42700","0.68517","4.70380"
"52.52700","0.64914","3.83184"
"52.62700","0.61349","3.08442"
"52.72700","0.57755","2.43788"
"52.82700","0.54163","1.90271"
"52.92700","0.50547","1.45328"
"53.02700","0.46945","1.09554"
"53.12700","0.43343","0.80745"
"53.22700","0.39766","0.57778"
"53.32700","0.36174","0.40583"
"53.42700","0.32584","0.27642"
"53.52700","0.28975","0.18121"
"53.62700","0.25369","0.12295"
"53.72700","0.21790","0.08663"
"53.82700","0.18194","0.06783"
"53.92700","0.14591","0.04509"
"54.02700","0.10992","0.04666"
"54.12700","0.07390","0.04035"
"54.22700","0.03821","0.04302"
"54.28800","0.01629","0.03743"
"54.28900","0.01592","0.03722"
"54.29000","0.01555","0.03695"
