Strain : Tensile strain (Extension) gauge length,"100.00000",mm
"22.14300","0.42856","3.09885"
"22.24300","0.51074","5.82894"
"22.34300","0.59204","9.53707"
"22.44300","0.67432","14.24739"
"22.53400","0.74856","19.25593"
"22.61500","0.81450","24.27318"
"22.62000","0.81861","24.59871"
"22.62100","0.81943","24.66401"
"22.62200","0.82026","24.72947"
"22.72200","0.80466","22.13382"
"22.78400","0.74996","17.13045"
"22.86500","0.68233","12.10540"
"22.96500","0.60016","7.42516"
"23.06500","0.51857","4.09031"
"23.16500","0.43652","1.92645"
"23.26500","0.35478","0.73606"
"23.36500","0.27283","0.22607"
"23.46500","0.19119","0.07880"
"23.56500","0.10931","0.03709"
"23.66500","0.02763","0.02038"
"23.69900","0.00000","0.01742"
"23.70000","-0.00082","0.01738"
"23.70100","-0.00163","0.01742"
"23.80100","0.01345","0.03419"
"23.90100","0.10095","0.07233"
"24.00100","0.18363","0.15829"
"24.10100","0.26543","0.47453"
"24.20100","0.34736","1.33444"
"24.30100","0.42889","3.03805"
"24.40100","0.51104","5.73463"
"24.50100","0.59227","9.43363"
"24.60100","0.67469","14.15989"
"24.69200","0.74888","19.16306"
"24.77300","0.81482","24.17464"
"24.77700","0.81810","24.43691"
"24.77800","0.81893","24.50271"
"24.77900","0.81975","24.56856"
"24.87900","0.80423","21.99943"
"24.94200","0.74865","16.93521"
"25.02400","0.68020","11.88709"
"25.12400","0.59805","7.24082"
"25.22400","0.51645","3.96076"
"25.32400","0.43444","1.84894"
"25.42400","0.35266","0.69023"
"25.52400","0.27070","0.20837"
"25.62400","0.18909","0.07598"
"25.72400","0.10718","0.02727"
"25.82400","0.02553","0.00878"
"25.85600","-0.00049","0.01714"
"25.85700","-0.00130","0.01735"
"25.85800","-0.00212","0.01760"
"25.95800","0.01295","0.03971"
"26.05800","0.10049","0.06411"
"26.15800","0.18316","0.15090"
"26.25800","0.26495","0.44467"
"26.35800","0.34689","1.28765"
"26.45800","0.42844","2.94888"
"26.55800","0.51056","5.63898"
"26.65800","0.59180","9.29627"
"26.75800","0.67418","14.01895"
"26.84900","0.74842","19.02315"
"26.93000","0.81434","24.03560"
"26.93500","0.81844","24.36035"
"26.93600","0.81926","24.42575"
"26.93700","0.82008","24.49133"
"27.03700","0.80464","21.93966"
"27.09900","0.74988","16.93964"
"27.18000","0.68227","11.93958"
"27.28000","0.60007","7.27048"
"27.38000","0.51847","3.97350"
"27.48000","0.43649","1.83973"
"27.58000","0.35468","0.68618"
"27.68000","0.27275","0.20888"
"27.78000","0.19111","0.06964"
"27.88000","0.10925","0.03363"
"27.98000","0.02755","0.01902"
"28.01400","-0.00008","0.01899"
"28.01500","-0.00090","0.01881"
"28.01600","-0.00171","0.01867"
"28.11600","0.01328","0.03602"
"28.21600","0.10085","0.05810"
"28.31600","0.18352","0.14444"
"28.41600","0.26530","0.44195"
"28.51600","0.34727","1.25269"
"28.61600","0.42881","2.90338"
"28.71600","0.51092","5.57102"
"28.81600","0.59226","9.24302"
"28.91600","0.67454","13.94639"
"29.00700","0.74880","18.95306"
"29.08800","0.81469","23.97496"
"29.09300","0.81879","24.30213"
"29.09400","0.81962","24.36795"
"29.09500","0.82044","24.43397"
"29.19500","0.80502","21.88127"
"29.25800","0.74941","16.81978"
"29.34000","0.68099","11.78274"
"29.44000","0.59882","7.13922"
"29.54000","0.51718","3.87957"
"29.64000","0.43525","1.78452"
"29.74000","0.35343","0.66330"
"29.84000","0.27147","0.19341"
"29.94000","0.18986","0.06711"
"30.04000","0.10797","0.03636"
"30.14000","0.02632","0.01926"
"30.17300","-0.00051","0.01138"
"30.17400","-0.00133","0.01112"
"30.17500","-0.00215","0.01091"
"30.27500","0.01286","0.02643"
"30.37500","0.10040","0.05495"
"30.47500","0.18304","0.13580"
"30.57500","0.26483","0.42484"
"30.67500","0.34681","1.21816"
"30.77500","0.42831","2.84024"
"30.87500","0.51047","5.48717"
"30.97500","0.59192","9.14606"
"31.07500","0.67408","13.83144"
"31.16600","0.74833","18.84165"
"31.24700","0.81424","23.86222"
"31.25200","0.81833","24.19224"
"31.25300","0.81916","24.25850"
"31.25400","0.81998","24.32488"
"31.35400","0.80428","21.75752"
"31.41700","0.74888","16.71731"
"31.49900","0.68048","11.68986"
"31.59900","0.59833","7.06356"
"31.69900","0.51668","3.81784"
"31.79900","0.43476","1.74140"
"31.89900","0.35295","0.63468"
"31.99900","0.27095","0.18841"
"32.09900","0.18938","0.06921"
"32.19900","0.10748","0.02673"
"32.29900","0.02580","0.01906"
"32.33100","-0.00019","0.00862"
"32.33200","-0.00101","0.00897"
"32.33300","-0.00183","0.00941"
"32.43300","0.01319","0.03230"
"32.53300","0.10072","0.05642"
"32.63300","0.18335","0.13468"
"32.73300","0.26515","0.41348"
"32.83300","0.34714","1.19131"
"32.93300","0.42862","2.80673"
"33.03300","0.51077","5.44269"
"33.13300","0.59230","9.09416"
"33.23300","0.67440","13.77919"
"33.32400","0.74864","18.78485"
"33.40500","0.81454","23.82013"
"33.41000","0.81864","24.14713"
"33.41100","0.81946","24.21280"
"33.41200","0.82028","24.27859"
"33.51200","0.80496","21.75033"
"33.57500","0.74929","16.68382"
"33.65700","0.68088","11.64949"
"33.75700","0.59873","7.02853"
"33.85700","0.51706","3.79058"
"33.95700","0.43513","1.72750"
"34.05700","0.35334","0.62976"
"34.15700","0.27135","0.19025"
"34.25700","0.18976","0.06540"
"34.35700","0.10787","0.02538"
"34.45700","0.02619","0.01610"
"34.49000","-0.00062","0.01004"
"34.49100","-0.00144","0.01035"
"34.49200","-0.00226","0.01080"
"34.59200","0.01265","0.02933"
"34.69200","0.10026","0.05879"
"34.79200","0.18289","0.13209"
"34.89200","0.26467","0.40175"
"34.99200","0.34669","1.16096"
"35.09200","0.42814","2.74726"
"35.19200","0.51029","5.36879"
"35.29200","0.59179","9.00813"
"35.39200","0.67394","13.67921"
"35.48300","0.74817","18.68062"
"35.56400","0.81409","23.71639"
"35.56900","0.81818","24.04678"
"35.57000","0.81900","24.11290"
"35.57100","0.81982","24.17903"
"35.67100","0.80420","21.62482"
"35.73400","0.74876","16.58945"
"35.81600","0.68038","11.56444"
"35.91600","0.59821","6.96270"
"36.01600","0.51657","3.73094"
"36.11600","0.43464","1.68696"
"36.21600","0.35284","0.60532"
"36.31600","0.27086","0.17472"
"36.41600","0.18926","0.06624"
"36.51600","0.10737","0.03409"
"36.61600","0.02570","0.01550"
"36.64800","-0.00031","0.00592"
"36.64900","-0.00113","0.00604"
"36.65000","-0.00195","0.00622"
"36.75000","0.01301","0.02370"
"36.85000","0.10060","0.05137"
"36.95000","0.18321","0.12690"
"37.05000","0.26499","0.38270"
"37.15000","0.34703","1.13582"
"37.25000","0.42845","2.71634"
"37.35000","0.51061","5.31577"
"37.45000","0.59208","8.94151"
"37.55000","0.67427","13.63286"
"37.64100","0.74848","18.63494"
"37.72200","0.81443","23.67317"
"37.72700","0.81852","23.99787"
"37.72800","0.81934","24.06322"
"37.72900","0.82016","24.12873"
"37.82900","0.80480","21.60628"
"37.89200","0.74915","16.54690"
"37.97400","0.68076","11.53234"
"38.07400","0.59858","6.92706"
"38.17400","0.51692","3.69501"
"38.27400","0.43500","1.67210"
"38.37400","0.35319","0.59406"
"38.47400","0.27124","0.17313"
"38.57400","0.18960","0.06743"
"38.67400","0.10774","0.02834"
"38.77400","0.02605","0.01957"
"38.80700","-0.00075","0.01288"
"38.80800","-0.00157","0.01277"
"38.80900","-0.00239","0.01279"
"38.90900","0.01264","0.02668"
"39.00900","0.10017","0.04629"
"39.10900","0.18277","0.12240"
"39.20900","0.26456","0.36456"
"39.30900","0.34662","1.11247"
"39.40900","0.42801","2.67024"
"39.50900","0.51016","5.24309"
"39.60900","0.59162","8.86469"
"39.70900","0.67384","13.53774"
"39.80000","0.74803","18.54097"
"39.88100","0.81401","23.57600"
"39.88600","0.81809","23.90233"
"39.88700","0.81891","23.96800"
"39.88800","0.81973","24.03386"
"39.98800","0.80413","21.49411"
"40.05100","0.74864","16.46388"
"40.13300","0.68030","11.45956"
"40.23300","0.59813","6.86485"
"40.33300","0.51647","3.65854"
"40.43300","0.43454","1.63961"
"40.53300","0.35272","0.58134"
"40.63300","0.27076","0.16540"
"40.73300","0.18915","0.06267"
"40.83300","0.10727","0.02578"
"40.93300","0.02559","0.01457"
"40.96500","-0.00040","0.01390"
"40.96600","-0.00122","0.01392"
"40.96700","-0.00204","0.01396"
"41.06700","0.01299","0.03107"
"41.16700","0.10052","0.06004"
"41.26700","0.18313","0.12236"
"41.36700","0.26491","0.36584"
"41.46700","0.34696","1.09423"
"41.56700","0.42838","2.63979"
"41.66700","0.51061","5.21924"
"41.76700","0.59197","8.82958"
"41.86700","0.67418","13.49332"
"41.95800","0.74837","18.49644"
"42.03900","0.81436","23.54438"
"42.04400","0.81845","23.87288"
"42.04500","0.81927","23.93907"
"42.04600","0.82009","24.00543"
"42.14600","0.80473","21.50716"
"42.20900","0.74906","16.43991"
"42.29100","0.68069","11.43004"
"42.39100","0.59851","6.83570"
"42.49100","0.51684","3.63611"
"42.59100","0.43491","1.61900"
"42.69100","0.35311","0.56827"
"42.79100","0.27115","0.16384"
"42.89100","0.18954","0.06248"
"42.99100","0.10765","0.02013"
"43.09100","0.02597","0.01215"
"43.12300","-0.00003","0.00955"
"43.12400","-0.00084","0.00948"
"43.12500","-0.00166","0.00946"
"43.22500","0.01331","0.02695"
"43.32500","0.10092","0.05605"
"43.42500","0.18350","0.12321"
"43.52500","0.26529","0.35886"
"43.62500","0.34733","1.07756"
"43.72500","0.42879","2.61449"
"43.82500","0.51108","5.18863"
"43.92500","0.59237","8.79868"
"44.02500","0.67455","13.46042"
"44.11600","0.74876","18.47419"
"44.19700","0.81473","23.52180"
"44.20100","0.81800","23.78532"
"44.20200","0.81883","23.85163"
"44.20300","0.81965","23.91814"
"44.30300","0.80403","21.39753"
"44.36600","0.74855","16.35407"
"44.44900","0.67938","11.30495"
"44.54900","0.59724","6.73405"
"44.64900","0.51553","3.55627"
"44.74900","0.43362","1.57786"
"44.84900","0.35184","0.55253"
"44.94900","0.26984","0.15744"
"45.04900","0.18828","0.05592"
"45.14900","0.10631","0.02395"
"45.24900","0.02470","0.01381"
"45.28000","-0.00048","0.01256"
"45.28100","-0.00130","0.01259"
"45.28200","-0.00212","0.01266"
"45.38200","0.01291","0.02270"
"45.48200","0.10044","0.04712"
"45.58200","0.18304","0.11799"
"45.68200","0.26483","0.34693"
"45.78200","0.34686","1.05087"
"45.88200","0.42831","2.56503"
"45.98200","0.51069","5.13161"
"46.08200","0.59191","8.71822"
"46.18200","0.67409","13.38061"
"46.27400","0.74911","18.43334"
"46.35400","0.81428","23.43392"
"46.35900","0.81837","23.76306"
"46.36000","0.81919","23.82915"
"46.36100","0.82001","23.89539"
"46.46100","0.80474","21.40752"
"46.52300","0.74983","16.40567"
"46.60500","0.68143","11.38907"
"46.70500","0.59925","6.78858"
"46.80500","0.51756","3.59747"
"46.90500","0.43564","1.59006"
"47.00500","0.35390","0.55449"
"47.10500","0.27188","0.16518"
"47.20500","0.19028","0.05663"
"47.30500","0.10841","0.02808"
"47.40500","0.02671","0.01426"
"47.43800","-0.00010","0.01138"
"47.43900","-0.00092","0.01139"
"47.44000","-0.00174","0.01140"
"47.54000","0.01327","0.02314"
"47.64000","0.10082","0.04737"
"47.74000","0.18342","0.11593"
"47.84000","0.26522","0.33993"
"47.94000","0.34720","1.03813"
"48.04000","0.42868","2.54632"
"48.14000","0.51105","5.10866"
"48.24000","0.59229","8.69745"
"48.34000","0.67446","13.35243"
"48.43100","0.74867","18.35845"
"48.51200","0.81466","23.42072"
"48.51700","0.81875","23.74934"
"48.51800","0.81957","23.81550"
"48.51900","0.82039","23.88181"
"48.61900","0.80487","21.37419"
"48.68200","0.74932","16.31505"
"48.76500","0.68011","11.26267"
"48.86500","0.59797","6.70263"
"48.96500","0.51628","3.52751"
"49.06500","0.43433","1.55260"
"49.16500","0.35265","0.53611"
"49.26500","0.27057","0.15623"
"49.36500","0.18901","0.05111"
"49.46500","0.10719","0.02427"
"49.56500","0.02542","0.00928"
"49.59700","-0.00055","0.01047"
"49.59800","-0.00137","0.01027"
"49.59900","-0.00219","0.01008"
"49.69900","0.01280","0.02487"
"49.79900","0.10033","0.04799"
"49.89900","0.18296","0.11009"
"49.99900","0.26475","0.33383"
"50.09900","0.34673","1.01571"
"50.19900","0.42814","2.50353"
"50.29900","0.51052","5.05062"
"50.39900","0.59184","8.62650"
"50.49900","0.67398","13.27707"
"50.59100","0.74899","18.32973"
"50.67100","0.81419","23.33854"
"50.67600","0.81828","23.66801"
"50.67700","0.81910","23.73448"
"50.67800","0.81992","23.80115"
"50.77800","0.80437","21.29037"
"50.84100","0.74883","16.24637"
"50.92400","0.67966","11.20262"
"51.02400","0.59750","6.64590"
"51.12400","0.51583","3.48852"
"51.22400","0.43386","1.52980"
"51.32400","0.35220","0.52251"
"51.42400","0.27008","0.13847"
"51.52400","0.18854","0.05444"
"51.62400","0.10678","0.02495"
"51.72400","0.02490","0.01304"
"51.75500","-0.00020","0.00970"
"51.75600","-0.00102","0.00948"
"51.75700","-0.00184","0.00930"
"51.85700","0.01313","0.03086"
"51.95700","0.10068","0.04780"
"52.05700","0.18330","0.11258"
"52.15700","0.26511","0.32377"
"52.25700","0.34703","1.00687"
"52.35700","0.42844","2.48575"
"52.45700","0.51080","5.02156"
"52.55700","0.59219","8.60241"
"52.65700","0.67433","13.23942"
"52.74800","0.74852","18.25672"
"52.82800","0.81372","23.26050"
"52.83400","0.81863","23.65696"
"52.83500","0.81945","23.72376"
"52.83600","0.82027","23.79071"
"52.93600","0.80469","21.27652"
"52.99900","0.74913","16.22963"
"53.08200","0.67999","11.18149"
"53.18200","0.59781","6.62709"
"53.28200","0.51613","3.46797"
"53.38200","0.43416","1.50717"
"53.48200","0.35256","0.51961"
"53.58200","0.27040","0.14984"
"53.68200","0.18885","0.05388"
"53.78200","0.10710","0.02313"
"53.88200","0.02519","0.00736"
"53.91400","-0.00081","0.01270"
"53.91500","-0.00162","0.01290"
"53.91600","-0.00244","0.01314"
"54.01600","0.01262","0.02162"
"54.11600","0.10017","0.04928"
"54.21600","0.18280","0.10814"
"54.31600","0.26461","0.31293"
"54.41600","0.34654","0.98102"
"54.51600","0.42808","2.45749"
"54.61600","0.51025","4.97002"
"54.71600","0.59169","8.53671"
"54.81600","0.67382","13.17511"
"54.90700","0.74802","18.17787"
"54.98700","0.81322","23.18233"
"54.99300","0.81813","23.57794"
"54.99400","0.81895","23.64433"
"54.99500","0.81978","23.71093"
"55.09500","0.80424","21.20620"
"55.15800","0.74862","16.15338"
"55.24100","0.67949","11.11908"
"55.34100","0.59731","6.58022"
"55.44100","0.51564","3.43223"
"55.54100","0.43367","1.49215"
"55.64100","0.35209","0.50897"
"55.74100","0.26991","0.13921"
"55.84100","0.18835","0.04800"
"55.94100","0.10649","0.03094"
"56.04100","0.02479","0.01374"
"56.07200","-0.00048","0.01115"
"56.07300","-0.00130","0.01122"
"56.07400","-0.00212","0.01136"
"56.17400","0.01294","0.03023"
"56.27400","0.10051","0.05175"
"56.37400","0.18313","0.10244"
"56.47400","0.26494","0.31848"
"56.57400","0.34688","0.97345"
"56.67400","0.42843","2.44154"
"56.77400","0.51057","4.95157"
"56.87400","0.59202","8.51630"
"56.97400","0.67413","13.14941"
"57.06500","0.74836","18.16686"
"57.14500","0.81356","23.17576"
"57.15100","0.81847","23.56936"
"57.15200","0.81929","23.63544"
"57.15300","0.82011","23.70169"
"57.25300","0.80482","21.21754"
"57.31500","0.74986","16.21714"
"57.39700","0.68152","11.21356"
"57.49700","0.59930","6.63369"
"57.59700","0.51764","3.47591"
"57.69700","0.43564","1.50717"
"57.79700","0.35412","0.51990"
"57.89700","0.27193","0.14271"
"57.99700","0.19036","0.05022"
"58.09700","0.10849","0.02494"
"58.19700","0.02682","0.01159"
"58.23000","-0.00012","0.01661"
"58.23100","-0.00094","0.01664"
"58.23200","-0.00177","0.01666"
"58.33200","0.01324","0.03013"
"58.43200","0.10078","0.04545"
"58.53200","0.18339","0.10003"
"58.63200","0.26523","0.30126"
"58.73200","0.34717","0.96890"
"58.83200","0.42870","2.41316"
"58.93200","0.51083","4.92299"
"59.03200","0.59231","8.48836"
"59.13200","0.67441","13.12089"
"59.22300","0.74864","18.13259"
"59.30300","0.81383","23.14980"
"59.30900","0.81875","23.54612"
"59.31000","0.81957","23.61246"
"59.31100","0.82040","23.67895"
"59.41100","0.80487","21.18009"
"59.47400","0.74925","16.12422"
"59.55700","0.68011","11.08313"
"59.65700","0.59792","6.54456"
"59.75700","0.51625","3.40102"
"59.85700","0.43424","1.46467"
"59.95700","0.35274","0.49748"
"60.05700","0.27053","0.14178"
"60.15700","0.18899","0.05013"
"60.25700","0.10709","0.02249"
"60.35700","0.02552","0.01311"
"60.38900","-0.00058","0.00913"
"60.39000","-0.00140","0.00867"
"60.39100","-0.00222","0.00825"
"60.49100","0.01274","0.03283"
"60.59100","0.10023","0.05097"
"60.69100","0.18282","0.10238"
"60.79100","0.26468","0.30148"
"60.89100","0.34661","0.94239"
"60.99100","0.42816","2.37244"
"61.09100","0.51025","4.86802"
"61.19100","0.59175","8.41250"
"61.29100","0.67382","13.03855"
"61.38200","0.74808","18.05071"
"61.46300","0.81399","23.11609"
"61.46800","0.81810","23.44755"
"61.46900","0.81892","23.51410"
"61.47000","0.81975","23.58081"
"61.57000","0.80452","21.12091"
"61.63300","0.74884","16.05866"
"61.71600","0.67970","11.01749"
"61.81600","0.59751","6.49851"
"61.91600","0.51582","3.36547"
"62.01600","0.43382","1.44291"
"62.11600","0.35233","0.48414"
"62.21600","0.27010","0.13686"
"62.31600","0.18871","0.05205"
"62.41600","0.10674","0.02322"
"62.51600","0.02481","0.01767"
"62.54700","-0.00029","0.00558"
"62.54800","-0.00110","0.00579"
"62.54900","-0.00192","0.00609"
"62.64900","0.01300","0.03138"
"62.74900","0.10061","0.04909"
