Strain : Tensile strain (Extension) gauge length,"100.00000",mm
"21.20000","0.28277","0.21670"
"21.30000","0.19454","0.05874"
"21.40000","0.10623","0.02978"
"21.50000","0.01814","0.00976"
"21.52100","-0.00045","0.00906"
"21.52200","-0.00134","0.00899"
"21.52300","-0.00222","0.00890"
"21.62300","0.01473","0.03829"
"21.72300","0.10871","0.07045"
"21.82300","0.19798","0.17573"
"21.92300","0.28606","0.62810"
"22.02300","0.37440","1.95254"
"22.12300","0.46242","4.47495"
"22.22300","0.55069","8.31948"
"22.32100","0.63715","13.32788"
"22.40300","0.70929","18.37071"
"22.47400","0.77222","23.37955"
"22.54000","0.83027","28.40634"
"22.59900","0.88206","33.18485"
"22.60000","0.88294","33.26768"
"22.60100","0.88382","33.35043"
"22.70100","0.86541","29.89176"
"22.74800","0.82035","24.80288"
"22.80500","0.76890","19.76228"
"22.87200","0.70902","14.73704"
"22.95700","0.63416","9.69277"
"23.05700","0.54571","5.26456"
"23.15700","0.45776","2.40727"
"23.25700","0.36945","0.82216"
"23.35700","0.28130","0.19749"
"23.45700","0.19303","0.06119"
"23.55700","0.10475","0.01722"
"23.65700","0.01664","0.00375"
"23.67600","-0.00018","0.00838"
"23.67700","-0.00107","0.00782"
"23.67800","-0.00195","0.00727"
"23.77800","0.01502","0.03367"
"23.87800","0.10899","0.06696"
"23.97800","0.19827","0.17387"
"24.07800","0.28636","0.59853"
"24.17800","0.37470","1.90079"
"24.27800","0.46270","4.38518"
"24.37800","0.55097","8.20983"
"24.47700","0.63832","13.26253"
"24.55900","0.71045","18.31442"
"24.63000","0.77338","23.33194"
"24.69600","0.83144","28.36102"
"24.75400","0.88235","33.07000"
"24.75500","0.88323","33.15298"
"24.75600","0.88411","33.23587"
"24.85600","0.86594","29.81908"
"24.90200","0.82165","24.81152"
"24.95900","0.77014","19.74579"
"25.02600","0.71025","14.71183"
"25.11000","0.63624","9.70018"
"25.21000","0.54781","5.27040"
"25.31000","0.45982","2.40558"
"25.41000","0.37156","0.81470"
"25.51000","0.28336","0.20048"
"25.61000","0.19515","0.05419"
"25.71000","0.10684","0.02305"
"25.81000","0.01873","0.00681"
"25.83200","-0.00074","0.00714"
"25.83300","-0.00162","0.00740"
"25.83400","-0.00250","0.00763"
"25.93400","0.01454","0.03202"
"26.03400","0.10842","0.06651"
"26.13400","0.19770","0.16093"
"26.23400","0.28578","0.57630"
"26.33400","0.37411","1.83238"
"26.43400","0.46212","4.28209"
"26.53400","0.55038","8.07375"
"26.63300","0.63776","13.10159"
"26.71500","0.70987","18.14430"
"26.78600","0.77281","23.14839"
"26.85200","0.83086","28.17890"
"26.91100","0.88265","32.96946"
"26.91200","0.88353","33.05257"
"26.91300","0.88441","33.13544"
"27.01300","0.86617","29.71287"
"27.06000","0.82099","24.61660"
"27.11700","0.76953","19.57889"
"27.18400","0.70965","14.55958"
"27.26900","0.63479","9.51419"
"27.36900","0.54633","5.13485"
"27.46900","0.45835","2.31530"
"27.56900","0.37008","0.77350"
"27.66900","0.28191","0.19434"
"27.76900","0.19366","0.04974"
"27.86900","0.10538","0.01762"
"27.96900","0.01725","0.00773"
"27.98900","-0.00044","0.00541"
"27.99000","-0.00132","0.00542"
"27.99100","-0.00220","0.00549"
"28.09100","0.01477","0.03271"
"28.19100","0.10868","0.06362"
"28.29100","0.19800","0.15540"
"28.39100","0.28605","0.54407"
"28.49100","0.37441","1.78897"
"28.59100","0.46240","4.21013"
"28.69100","0.55068","7.97069"
"28.79000","0.63805","13.00136"
"28.87200","0.71015","18.03267"
"28.94300","0.77310","23.03835"
"29.00900","0.83114","28.06941"
"29.06700","0.88205","32.77581"
"29.06800","0.88293","32.85898"
"29.06900","0.88381","32.94209"
"29.16900","0.86535","29.51669"
"29.21600","0.82035","24.45137"
"29.27300","0.76888","19.41050"
"29.34100","0.70815","14.34636"
"29.42700","0.63243","9.30231"
"29.52700","0.54394","4.96876"
"29.62700","0.45599","2.21545"
"29.72700","0.36769","0.71734"
"29.82700","0.27955","0.16920"
"29.92700","0.19127","0.05172"
"30.02700","0.10302","0.01878"
"30.12700","0.01486","0.00620"
"30.14400","-0.00018","0.00545"
"30.14500","-0.00106","0.00480"
"30.14600","-0.00194","0.00422"
"30.24600","0.01505","0.03471"
"30.34600","0.10895","0.05426"
"30.44600","0.19828","0.15065"
"30.54600","0.28634","0.52176"
"30.64600","0.37469","1.72984"
"30.74600","0.46267","4.14418"
"30.84600","0.55097","7.89820"
"30.94500","0.63832","12.91032"
"31.02700","0.71043","17.93376"
"31.09900","0.77426","23.00426"
"31.16500","0.83228","28.05041"
"31.22200","0.88232","32.68626"
"31.22300","0.88320","32.76948"
"31.22400","0.88408","32.85261"
"31.32400","0.86592","29.46335"
"31.37100","0.82073","24.38135"
"31.42800","0.76922","19.34379"
"31.49500","0.70936","14.34218"
"31.58000","0.63450","9.33643"
"31.68000","0.54603","4.99539"
"31.78000","0.45806","2.21171"
"31.88000","0.36979","0.71171"
"31.98000","0.28162","0.15797"
"32.08000","0.19337","0.05276"
"32.18000","0.10508","0.01990"
"32.28000","0.01696","0.00919"
"32.30000","-0.00074","0.00323"
"32.30100","-0.00162","0.00313"
"32.30200","-0.00250","0.00313"
"32.40200","0.01452","0.02070"
"32.50200","0.10838","0.05803"
"32.60200","0.19774","0.14040"
"32.70200","0.28576","0.50038"
"32.80200","0.37411","1.67846"
"32.90200","0.46210","4.04435"
"33.00200","0.55040","7.77904"
"33.10200","0.63864","12.82107"
"33.18400","0.71074","17.84595"
"33.25500","0.77369","22.84615"
"33.32100","0.83172","27.88941"
"33.37900","0.88265","32.60991"
"33.38000","0.88353","32.69334"
"33.38100","0.88441","32.77666"
"33.48100","0.86603","29.36208"
"33.52800","0.82100","24.30053"
"33.58500","0.76952","19.27065"
"33.65200","0.70966","14.26658"
"33.73800","0.63392","9.22448"
"33.83800","0.54546","4.90712"
"33.93800","0.45749","2.15432"
"34.03800","0.36921","0.68984"
"34.13800","0.28106","0.15143"
"34.23800","0.19279","0.04086"
"34.33800","0.10450","0.02454"
"34.43800","0.01637","0.00454"
"34.45700","-0.00043","0.00387"
"34.45800","-0.00131","0.00357"
"34.45900","-0.00219","0.00323"
"34.55900","0.01473","0.02813"
"34.65900","0.10866","0.05054"
"34.75900","0.19803","0.13234"
"34.85900","0.28606","0.48990"
"34.95900","0.37440","1.65095"
"35.05900","0.46239","4.00311"
"35.15900","0.55071","7.70876"
"35.25900","0.63893","12.74162"
"35.34100","0.71104","17.76326"
"35.41200","0.77399","22.77190"
"35.47800","0.83201","27.81168"
"35.53500","0.88206","32.44342"
"35.53600","0.88294","32.52704"
"35.53700","0.88382","32.61056"
"35.63700","0.86566","29.23707"
"35.68400","0.82046","24.15882"
"35.74100","0.76894","19.12171"
"35.80900","0.70819","14.07693"
"35.89500","0.63247","9.06805"
"35.99500","0.54401","4.79318"
"36.09500","0.45603","2.07811"
"36.19500","0.36773","0.65104"
"36.29500","0.27960","0.14141"
"36.39500","0.19132","0.04302"
"36.49500","0.10305","0.01598"
"36.59500","0.01490","0.00412"
"36.61200","-0.00013","0.00587"
"36.61300","-0.00101","0.00570"
"36.61400","-0.00190","0.00549"
"36.71400","0.01493","0.02286"
"36.81400","0.10897","0.05071"
"36.91400","0.19837","0.13158"
"37.01400","0.28637","0.46811"
"37.11400","0.37472","1.61528"
"37.21400","0.46271","3.94433"
"37.31400","0.55103","7.66190"
"37.41400","0.63923","12.67514"
"37.49600","0.71137","17.70506"
"37.56800","0.77518","22.76905"
"37.63400","0.83320","27.81585"
"37.69000","0.88238","32.38099"
"37.69100","0.88326","32.46372"
"37.69200","0.88414","32.54642"
"37.79200","0.86577","29.15566"
"37.83900","0.82074","24.09748"
"37.89600","0.76924","19.07103"
"37.96400","0.70851","14.02775"
"38.05000","0.63280","9.02079"
"38.15000","0.54433","4.75214"
"38.25000","0.45634","2.05492"
"38.35000","0.36805","0.63716"
"38.45000","0.27992","0.12815"
"38.55000","0.19164","0.03621"
"38.65000","0.10337","0.01481"
"38.75000","0.01521","0.00197"
"38.76800","-0.00071","-0.00053"
"38.76900","-0.00159","-0.00059"
"38.77000","-0.00247","-0.00059"
"38.87000","0.01439","0.01978"
"38.97000","0.10839","0.04748"
"39.07000","0.19777","0.12786"
"39.17000","0.28578","0.44174"
"39.27000","0.37414","1.56554"
"39.37000","0.46213","3.87259"
"39.47000","0.55045","7.55971"
"39.57000","0.63865","12.55328"
"39.65200","0.71079","17.56946"
"39.72400","0.77461","22.64022"
"39.79000","0.83260","27.67048"
"39.84700","0.88267","32.33001"
"39.84800","0.88355","32.41335"
"39.84900","0.88443","32.49664"
"39.94900","0.86632","29.13145"
"39.99600","0.82111","24.05249"
"40.05300","0.76959","19.01606"
"40.12100","0.70883","13.97934"
"40.20700","0.63312","8.97300"
"40.30700","0.54468","4.71804"
"40.40700","0.45668","2.03313"
"40.50700","0.36838","0.61681"
"40.60700","0.28027","0.12933"
"40.70700","0.19196","0.04173"
"40.80700","0.10368","0.01331"
"40.90700","0.01554","0.00543"
"40.92500","-0.00038","0.00271"
"40.92600","-0.00126","0.00191"
"40.92700","-0.00214","0.00099"
"41.02700","0.01492","0.02910"
"41.12700","0.10872","0.05117"
"41.22700","0.19812","0.12744"
"41.32700","0.28613","0.43860"
"41.42700","0.37447","1.54235"
"41.52700","0.46247","3.83852"
"41.62700","0.55079","7.50313"
"41.72700","0.63900","12.49844"
"41.80900","0.71113","17.50333"
"41.88000","0.77406","22.50421"
"41.94600","0.83208","27.53897"
"42.00300","0.88215","32.18509"
"42.00400","0.88302","32.26816"
"42.00500","0.88390","32.35125"
"42.10500","0.86578","28.99579"
"42.15200","0.82056","23.91546"
"42.20900","0.76902","18.89986"
"42.27700","0.70829","13.87081"
"42.36400","0.63170","8.83578"
"42.46400","0.54323","4.61779"
"42.56400","0.45525","1.96368"
"42.66400","0.36693","0.58686"
"42.76400","0.27881","0.12937"
"42.86400","0.19051","0.03356"
"42.96400","0.10228","0.01405"
"43.06400","0.01410","0.00299"
"43.08000","-0.00005","0.00345"
"43.08100","-0.00093","0.00323"
"43.08200","-0.00181","0.00300"
"43.18200","0.01511","0.03216"
"43.28200","0.10902","0.04894"
"43.38200","0.19843","0.12852"
"43.48200","0.28644","0.42730"
"43.58200","0.37481","1.51465"
"43.68200","0.46278","3.79873"
"43.78200","0.55112","7.45233"
"43.88200","0.63933","12.44850"
"43.96400","0.71145","17.45095"
"44.03600","0.77525","22.51705"
"44.10200","0.83327","27.56368"
"44.15800","0.88246","32.12945"
"44.15900","0.88334","32.21243"
"44.16000","0.88422","32.29538"
"44.26000","0.86583","28.92124"
"44.30700","0.82083","23.87487"
"44.36400","0.76934","18.85103"
"44.43200","0.70860","13.82755"
"44.51900","0.63203","8.79027"
"44.61900","0.54357","4.58505"
"44.71900","0.45556","1.94598"
"44.81900","0.36727","0.58751"
"44.91900","0.27915","0.13110"
"45.01900","0.19085","0.04216"
"45.11900","0.10262","0.01616"
"45.21900","0.01444","0.00245"
"45.23600","-0.00060","-0.00332"
"45.23700","-0.00148","-0.00363"
"45.23800","-0.00236","-0.00395"
"45.33800","0.01449","0.03016"
"45.43800","0.10845","0.05210"
"45.53800","0.19784","0.12538"
"45.63800","0.28587","0.41640"
"45.73800","0.37422","1.47813"
"45.83800","0.46222","3.74031"
"45.93800","0.55053","7.36230"
"46.03800","0.63875","12.33774"
"46.12000","0.71086","17.33776"
"46.19200","0.77466","22.37902"
"46.25800","0.83269","27.43585"
"46.31500","0.88277","32.07084"
"46.31600","0.88365","32.15371"
"46.31700","0.88453","32.23660"
"46.41700","0.86631","28.88666"
"46.46400","0.82124","23.83358"
"46.52100","0.76970","18.81218"
"46.58900","0.70897","13.78264"
"46.67600","0.63240","8.76126"
"46.77600","0.54394","4.54590"
"46.87600","0.45593","1.91573"
"46.97600","0.36765","0.57065"
"47.07600","0.27951","0.11855"
"47.17600","0.19122","0.03309"
"47.27600","0.10299","0.01287"
"47.37600","0.01480","-0.00108"
"47.39300","-0.00024","-0.00051"
"47.39400","-0.00112","-0.00055"
"47.39500","-0.00200","-0.00062"
"47.49500","0.01486","0.02357"
"47.59500","0.10882","0.04655"
"47.69500","0.19819","0.11484"
"47.79500","0.28624","0.40573"
"47.89500","0.37458","1.45682"
"47.99500","0.46258","3.69974"
"48.09500","0.55089","7.32042"
"48.19500","0.63912","12.29249"
"48.27800","0.71210","17.34499"
"48.35000","0.77591","22.40964"
"48.41600","0.83391","27.46317"
"48.47100","0.88226","31.95645"
"48.47200","0.88314","32.03944"
"48.47300","0.88402","32.12238"
"48.57300","0.86570","28.75726"
"48.62000","0.82065","23.71450"
"48.67700","0.76914","18.70250"
"48.74500","0.70840","13.69460"
"48.83200","0.63186","8.67788"
"48.93200","0.54338","4.49828"
"49.03200","0.45539","1.88489"
"49.13200","0.36709","0.55086"
"49.23200","0.27897","0.11821"
"49.33200","0.19066","0.03315"
"49.43200","0.10242","0.01444"
"49.53200","0.01426","-0.00014"
"49.54900","-0.00077","0.00190"
"49.55000","-0.00166","0.00191"
"49.55100","-0.00254","0.00198"
"49.65100","0.01442","0.02412"
"49.75100","0.10827","0.05032"
"49.85100","0.19761","0.11625"
"49.95100","0.28567","0.39960"
"50.05100","0.37400","1.41405"
"50.15100","0.46202","3.64670"
"50.25100","0.55029","7.23656"
"50.35100","0.63855","12.19913"
"50.43400","0.71153","17.23725"
"50.50600","0.77535","22.30202"
"50.57200","0.83334","27.33378"
"50.62800","0.88257","31.91089"
"50.62900","0.88345","31.99422"
"50.63000","0.88433","32.07750"
"50.73000","0.86620","28.74286"
"50.77700","0.82106","23.68682"
"50.83400","0.76951","18.67422"
"50.90200","0.70876","13.65122"
"50.98900","0.63220","8.64805"
"51.08900","0.54374","4.46489"
"51.18900","0.45577","1.86631"
"51.28900","0.36745","0.53594"
"51.38900","0.27932","0.10564"
"51.48900","0.19103","0.03004"
"51.58900","0.10280","0.01399"
"51.68900","0.01461","-0.00052"
"51.70600","-0.00042","-0.00402"
"51.70700","-0.00130","-0.00433"
"51.70800","-0.00218","-0.00460"
"51.80800","0.01464","0.02006"
"51.90800","0.10860","0.05001"
"52.00800","0.19795","0.10678"
"52.10800","0.28600","0.37729"
"52.20800","0.37433","1.39814"
"52.30800","0.46235","3.61338"
"52.40800","0.55063","7.19991"
"52.50800","0.63889","12.15680"
"52.59100","0.71187","17.19129"
"52.66300","0.77569","22.25432"
"52.72900","0.83368","27.29204"
"52.78400","0.88203","31.78964"
"52.78500","0.88291","31.87279"
"52.78600","0.88378","31.95592"
"52.88600","0.86562","28.63144"
"52.93300","0.82047","23.58068"
"52.99000","0.76893","18.56988"
"53.05800","0.70819","13.56157"
"53.14600","0.63075","8.51553"
"53.24600","0.54227","4.37513"
"53.34600","0.45432","1.80785"
"53.44600","0.36600","0.52193"
"53.54600","0.27787","0.10461"
"53.64600","0.18957","0.02696"
"53.74600","0.10134","0.00896"
"53.84600","0.01316","0.00018"
"53.86100","-0.00012","-0.00101"
"53.86200","-0.00100","-0.00134"
"53.86300","-0.00188","-0.00171"
"53.96300","0.01505","0.02226"
"54.06300","0.10892","0.03939"
"54.16300","0.19827","0.11454"
"54.26300","0.28630","0.37203"
"54.36300","0.37464","1.37812"
"54.46300","0.46267","3.58151"
"54.56300","0.55094","7.16789"
"54.66300","0.63921","12.12500"
"54.74600","0.71217","17.15216"
"54.81800","0.77598","22.22216"
"54.88400","0.83399","27.25836"
"54.93900","0.88234","31.75536"
"54.94000","0.88322","31.83862"
"54.94100","0.88410","31.92190"
"55.04100","0.86585","28.58568"
"55.08800","0.82075","23.53492"
"55.14500","0.76923","18.53393"
"55.21300","0.70848","13.53315"
"55.30100","0.63106","8.49220"
"55.40100","0.54255","4.34952"
"55.50100","0.45462","1.78871"
"55.60100","0.36629","0.51103"
"55.70100","0.27818","0.09932"
"55.80100","0.18988","0.03372"
"55.90100","0.10164","0.01265"
"56.00100","0.01347","0.00396"
"56.01700","-0.00068","0.00069"
"56.01800","-0.00157","0.00048"
"56.01900","-0.00245","0.00025"
"56.11900","0.01428","0.02214"
"56.21900","0.10826","0.04754"
"56.31900","0.19763","0.10567"
"56.41900","0.28568","0.35411"
"56.51900","0.37401","1.34599"
"56.61900","0.46204","3.52815"
"56.71900","0.55032","7.08347"
"56.81900","0.63858","12.01726"
"56.90200","0.71154","17.05070"
"56.97400","0.77535","22.10056"
"57.04000","0.83338","27.14413"
"57.09600","0.88260","31.72055"
"57.09700","0.88348","31.80346"
"57.09800","0.88436","31.88639"
"57.19800","0.86619","28.55028"
"57.24500","0.82104","23.50528"
"57.30200","0.76952","18.49450"
"57.37100","0.70787","13.42907"
"57.45900","0.63046","8.40916"
"57.55900","0.54195","4.27377"
"57.65900","0.45402","1.75056"
"57.75900","0.36567","0.48546"
"57.85900","0.27757","0.09333"
"57.95900","0.18927","0.02798"
"58.05900","0.10104","0.00407"
"58.15900","0.01286","0.00068"
"58.17400","-0.00041","0.00165"
"58.17500","-0.00129","0.00140"
"58.17600","-0.00217","0.00111"
"58.27600","0.01456","0.02297"
"58.37600","0.10856","0.03752"
"58.47600","0.19791","0.09939"
"58.57600","0.28596","0.35149"
"58.67600","0.37427","1.32050"
"58.77600","0.46233","3.49503"
"58.87600","0.55059","7.05132"
"58.97600","0.63886","11.98147"
"59.05900","0.71181","17.00464"
"59.13100","0.77562","22.06268"
"59.19700","0.83365","27.09997"
"59.25300","0.88286","31.67412"
"59.25400","0.88374","31.75761"
"59.25500","0.88462","31.84112"
"59.35500","0.86647","28.52738"
"59.40200","0.82131","23.47396"
"59.45900","0.76980","18.46930"
"59.52700","0.70904","13.45992"
"59.61500","0.63161","8.42363"
"59.71500","0.54314","4.30119"
"59.81500","0.45520","1.76186"
"59.91500","0.36684","0.49171"
"60.01500","0.27874","0.09624"
"60.11500","0.19043","0.02999"
"60.21500","0.10222","0.00635"
"60.31500","0.01403","0.00600"
"60.33100","-0.00014","0.00161"
"60.33200","-0.00102","0.00118"
